Gene_ID,Disease_ID,label
25,C0678222,1
25,C1257931,1
25,C1458155,1
25,C1961102,1
26,C0018800,1
26,C1383860,1
28,C0001973,1
28,C0010474,1
28,C0013295,1
28,C0030297,1
28,C0033578,1
28,C0038454,1
28,C0085762,1
28,C0346647,1
28,C0376358,1
28,C0525045,1
28,C0677886,1
28,C0751956,1
28,C1956346,1
29,C0033578,1
31,C0018801,1
31,C0018802,1
31,C0268603,1
31,C1527249,1
31,C1959583,1
31,C1961112,1
31,C2239176,1
32,C0021655,1
32,C0028754,1
32,C0920563,1
32,C1335302,1
33,C0220711,1
33,C0220994,1
34,C0003886,1
34,C0006142,1
34,C0028754,1
34,C0035410,1
34,C0043094,1
34,C0085605,1
34,C0220710,1
34,C0220994,1
34,C3714756,1
35,C0003886,1
35,C0220994,1
36,C0004352,1
37,C0003129,1
37,C0007194,1
37,C0035410,1
37,C0242184,1
37,C0700292,1
37,C3714756,1
37,C3887523,1
38,C0022333,1
38,C0022661,1
38,C0023893,1
38,C0036572,1
38,C0149958,1
38,C0234533,1
38,C0234535,1
38,C0270824,1
38,C0270846,1
38,C0271713,1
38,C0422850,1
38,C0422852,1
38,C0422853,1
38,C0422854,1
38,C0422855,1
38,C0494475,1
38,C0751110,1
38,C0751495,1
38,C1536500,1
38,C3714756,1
38,C4048158,1
38,C4316903,1
38,C4317123,1
38,C4505436,1
39,C0342735,1
40,C0004352,1
40,C0021368,1
41,C0007786,1
41,C0085742,1
41,C0272945,1
41,C0917798,1
43,C0002395,1
43,C0002726,1
43,C0006142,1
43,C0007134,1
43,C0011265,1
43,C0022333,1
43,C0023893,1
43,C0026650,1
43,C0026850,1
43,C0028754,1
43,C0040822,1
43,C0040827,1
43,C0041755,1
43,C0149840,1
43,C0234370,1
43,C0234371,1
43,C0234373,1
43,C0234374,1
43,C0234375,1
43,C0234378,1
43,C0234379,1
43,C0234381,1
43,C0234533,1
43,C0234535,1
43,C0235078,1
43,C0235081,1
43,C0235082,1
43,C0235083,1
43,C0235843,1
43,C0236733,1
43,C0236804,1
43,C0236807,1
43,C0266487,1
43,C0270824,1
43,C0270844,1
43,C0276496,1
43,C0279702,1
43,C0353676,1
43,C0376358,1
43,C0422850,1
43,C0422852,1
43,C0422853,1
43,C0422854,1
43,C0494463,1
43,C0494475,1
43,C0546126,1
43,C0678222,1
43,C0700359,1
43,C0750900,1
43,C0750901,1
43,C0751056,1
43,C0751123,1
43,C0751292,1
43,C0751293,1
43,C0751294,1
43,C0751295,1
43,C0751495,1
43,C0751496,1
43,C0751564,1
43,C0751565,1
43,C1266042,1
43,C1266043,1
43,C1266044,1
43,C3494247,1
43,C3494248,1
43,C3495874,1
43,C4048158,1
43,C4317123,1
43,C4505436,1
47,C0018801,1
47,C1959583,1
47,C2239176,1
48,C0027626,1
50,C0751651,1
50,C3281192,1
50,C3714756,1
50,C4225384,1
51,C0002152,1
51,C0011853,1
51,C0023520,1
51,C0038433,1
51,C0282528,1
51,C0543888,1
51,C2239176,1
51,C3714756,1
52,C0036341,1
52,C0041696,1
52,C1269683,1
54,C0023893,1
54,C0029434,1
54,C0432222,1
54,C3714756,1
55,C0087031,1
55,C3714758,1
58,C0007194,1
58,C0149721,1
58,C0175709,1
58,C0206157,1
58,C0270969,1
58,C0410180,1
58,C0410203,1
58,C0410207,1
58,C0546125,1
58,C0699743,1
58,C0751336,1
58,C0752282,1
58,C0949658,1
58,C1834339,1
58,C1834558,1
58,C2750537,1
58,C3645536,1
58,C4225181,1
59,C0005398,1
59,C0006142,1
59,C0013720,1
59,C0014175,1
59,C0022658,1
59,C0023890,1
59,C0023895,1
59,C0024796,1
59,C0026654,1
59,C0027051,1
59,C0036421,1
59,C0086432,1
59,C0086565,1
59,C0149519,1
59,C0162872,1
59,C0239946,1
59,C0269102,1
59,C0340630,1
59,C0345050,1
59,C0520463,1
59,C0524611,1
59,C0678222,1
59,C1257931,1
59,C1458155,1
59,C1619692,1
59,C1968949,1
59,C2673186,1
59,C3151201,1
59,C3279690,1
60,C0003129,1
60,C0003130,1
60,C0005586,1
60,C0009363,1
60,C0010278,1
60,C0013393,1
60,C0013421,1
60,C0014859,1
60,C0018784,1
60,C0024121,1
60,C0024667,1
60,C0024668,1
60,C0027626,1
60,C0029408,1
60,C0036341,1
60,C0086743,1
60,C0151744,1
60,C0205696,1
60,C0205698,1
60,C0242379,1
60,C0376634,1
60,C0393588,1
60,C0546837,1
60,C0700292,1
60,C0751093,1
60,C1257925,1
60,C1846331,1
60,C1855722,1
60,C1955869,1
60,C2239176,1
60,C3714756,1
70,C0007194,1
70,C0007959,1
70,C0034951,1
70,C0038356,1
70,C0282313,1
70,C0340427,1
70,C0949658,1
70,C1449563,1
70,C1527310,1
70,C1708349,1
70,C2677506,1
70,C2748552,1
70,C3150682,1
70,C4021133,1
71,C0007097,1
71,C0007621,1
71,C0009363,1
71,C0010278,1
71,C0024667,1
71,C0024668,1
71,C0029456,1
71,C0205696,1
71,C0205697,1
71,C0205699,1
71,C0265541,1
71,C0376634,1
71,C0497552,1
71,C0751406,1
71,C0948089,1
71,C1257925,1
71,C1855722,1
71,C1955869,1
71,C3281235,1
71,C3714756,1
72,C0007102,1
72,C0009375,1
72,C0042781,1
72,C0266833,1
72,C1608393,1
72,C1864996,1
72,C1968949,1
81,C0017668,1
81,C0086432,1
81,C0205696,1
81,C0205697,1
81,C0205699,1
81,C0333497,1
81,C1257925,1
87,C4304021,1
88,C0007959,1
88,C0264886,1
88,C0340427,1
90,C0006142,1
90,C0016037,1
90,C0017638,1
90,C0025202,1
90,C0027122,1
90,C0242488,1
90,C0280783,1
90,C0334579,1
90,C0334580,1
90,C0334581,1
90,C0334583,1
90,C0338070,1
90,C0345050,1
90,C0555198,1
90,C0678222,1
90,C0750935,1
90,C0750936,1
90,C1257931,1
90,C1458155,1
90,C3714756,1
92,C0278701,1
92,C0920269,1
93,C0037221,1
93,C0175707,1
93,C0265357,1
93,C0266642,1
93,C1167664,1
93,C3151057,1
93,C3178805,1
93,C3178806,1
93,C4277690,1
94,C0007820,1
94,C0039445,1
94,C0162872,1
94,C0340543,1
94,C1701939,1
94,C1838163,1
94,C2973725,1
94,C3203102,1
94,C3850148,1
94,C3852953,1
95,C0006142,1
95,C0007134,1
95,C0032927,1
95,C0282313,1
95,C1266042,1
95,C1266043,1
95,C3714756,1
100,C0004352,1
100,C0020452,1
100,C0023893,1
100,C0024121,1
100,C0037928,1
100,C0178824,1
100,C0242379,1
100,C0392607,1
100,C2700553,1
101,C0860207,1
101,C3658290,1
102,C0406811,1
102,C0678222,1
102,C1257931,1
102,C3810041,1
103,C0006142,1
103,C0037773,1
103,C0678222,1
103,C1257931,1
103,C1458155,1
103,C3489724,1
103,C3489725,1
103,C3539013,1
103,C3714756,1
104,C0032460,1
104,C0033975,1
105,C0013146,1
105,C0013170,1
105,C0038586,1
105,C0236969,1
105,C0740858,1
105,C1510472,1
105,C1527249,1
105,C4316881,1
107,C0038587,1
107,C0086189,1
107,C0424295,1
107,C1857809,1
108,C0004096,1
108,C0005586,1
109,C0005586,1
109,C0011875,1
109,C0028756,1
109,C0525045,1
111,C0001787,1
111,C0005612,1
111,C0011570,1
111,C0011581,1
111,C0011860,1
111,C0016059,1
111,C0020538,1
111,C0024667,1
111,C0024668,1
111,C0029456,1
111,C0029459,1
111,C0041696,1
111,C0205697,1
111,C0205698,1
111,C0205699,1
111,C0751406,1
111,C0878544,1
111,C1257925,1
111,C1535926,1
111,C1847627,1
111,C1859098,1
111,C3714756,1
112,C0003886,1
112,C4225385,1
113,C0001973,1
113,C0009324,1
113,C0011570,1
113,C0023467,1
113,C0036341,1
113,C0041696,1
113,C0087031,1
113,C1269683,1
113,C1879321,1
113,C3495559,1
113,C3714758,1
114,C0005586,1
114,C0011570,1
114,C0011581,1
114,C0025945,1
114,C0038587,1
114,C0086189,1
114,C0087169,1
114,C0424295,1
114,C0525045,1
114,C0751217,1
116,C0005586,1
116,C0011570,1
116,C0011581,1
116,C0026205,1
116,C0033141,1
116,C0042484,1
116,C0178824,1
116,C0279626,1
116,C0333233,1
116,C0392156,1
116,C0878544,1
116,C0878773,1
116,C3887612,1
117,C0011570,1
117,C0036341,1
118,C0020538,1
118,C0085580,1
119,C4302111,1
120,C0007786,1
120,C0235032,1
120,C0917798,1
120,C2751938,1
120,C4310767,1
123,C0015695,1
123,C0023893,1
123,C0024623,1
123,C0038356,1
123,C1708349,1
124,C0001973,1
125,C0001956,1
125,C0001969,1
125,C0001973,1
125,C0007785,1
125,C0009402,1
125,C0009404,1
125,C0014859,1
125,C0023055,1
125,C0026640,1
125,C0028754,1
125,C0031347,1
125,C0033975,1
125,C0085762,1
125,C0153405,1
125,C0279626,1
125,C0393756,1
125,C0751010,1
125,C0751011,1
125,C0751012,1
125,C0887799,1
125,C1527249,1
126,C0001956,1
126,C0001969,1
126,C0026640,1
126,C0153381,1
126,C3160718,1
127,C0001956,1
127,C0085762,1
128,C0001973,1
131,C0001973,1
131,C0007107,1
131,C0014859,1
131,C0023055,1
131,C0031347,1
131,C0153381,1
131,C0546837,1
132,C0020796,1
132,C0036341,1
132,C0242184,1
132,C0700292,1
132,C0917816,1
132,C1112213,1
132,C3714756,1
133,C0005586,1
133,C0017658,1
133,C0020429,1
133,C0030193,1
133,C0036341,1
133,C0036690,1
133,C0038358,1
133,C0234230,1
133,C0234238,1
133,C0243026,1
133,C0458247,1
133,C0458257,1
133,C0458259,1
133,C0751211,1
133,C0751213,1
133,C0751214,1
133,C0751408,1
134,C0007370,1
134,C0013182,1
134,C0013221,1
134,C0020649,1
134,C0022116,1
134,C0027051,1
134,C0027746,1
134,C0036341,1
134,C0038525,1
134,C0038587,1
134,C0041755,1
134,C0087169,1
134,C0233612,1
134,C0242973,1
134,C0270192,1
134,C0428977,1
134,C0472381,1
134,C0740376,1
134,C0740391,1
134,C0740392,1
134,C0751019,1
134,C0751020,1
134,C0751021,1
134,C0751022,1
134,C0751530,1
134,C0751845,1
134,C0751847,1
134,C0795688,1
134,C0917805,1
134,C1527249,1
135,C0003469,1
135,C0003873,1
135,C0011573,1
135,C0013182,1
135,C0013221,1
135,C0020649,1
135,C0021603,1
135,C0022333,1
135,C0023893,1
135,C0025193,1
135,C0026650,1
135,C0030319,1
135,C0033937,1
135,C0033941,1
135,C0034189,1
135,C0035126,1
135,C0036529,1
135,C0036572,1
135,C0038587,1
135,C0040827,1
135,C0041696,1
135,C0086133,1
135,C0086189,1
135,C0086769,1
135,C0087169,1
135,C0149840,1
135,C0149958,1
135,C0234371,1
135,C0234372,1
135,C0234373,1
135,C0234374,1
135,C0234375,1
135,C0234376,1
135,C0234377,1
135,C0234378,1
135,C0234381,1
135,C0234533,1
135,C0234535,1
135,C0235078,1
135,C0235082,1
135,C0235083,1
135,C0236733,1
135,C0236804,1
135,C0236807,1
135,C0242973,1
135,C0243026,1
135,C0266487,1
135,C0270824,1
135,C0270844,1
135,C0270846,1
135,C0282126,1
135,C0376280,1
135,C0393759,1
135,C0422852,1
135,C0422853,1
135,C0424295,1
135,C0751110,1
135,C0751123,1
135,C0751249,1
135,C0751250,1
135,C0751251,1
135,C0751252,1
135,C0751494,1
135,C0751495,1
135,C0751496,1
135,C0751565,1
135,C0917801,1
135,C1262477,1
135,C1279420,1
135,C1527384,1
135,C1719672,1
135,C3495874,1
135,C4316903,1
135,C4317109,1
135,C4317123,1
135,C4505436,1
136,C0027627,1
136,C0034189,1
136,C0035126,1
136,C0036690,1
136,C1719672,1
140,C0023893,1
140,C0027051,1
142,C0002170,1
142,C0002871,1
142,C0004096,1
142,C0011603,1
142,C0015697,1
142,C0019158,1
142,C0021368,1
142,C0022658,1
142,C0022821,1
142,C0025363,1
142,C0028754,1
142,C0032300,1
142,C0033141,1
142,C0034069,1
142,C0036529,1
142,C0038325,1
142,C0042842,1
142,C0085786,1
142,C0086873,1
142,C0162311,1
142,C0242423,1
142,C0263477,1
142,C0264956,1
142,C0270611,1
142,C0345967,1
142,C0452047,1
142,C0678222,1
142,C0752098,1
142,C0752100,1
142,C0752104,1
142,C0878544,1
142,C0917798,1
142,C0917816,1
142,C1257931,1
142,C1458155,1
142,C1527249,1
142,C1563937,1
142,C1868675,1
142,C2931673,1
142,C2936351,1
142,C3658302,1
142,C3714636,1
142,C3714756,1
142,C4083212,1
143,C0007102,1
143,C0009375,1
147,C0020649,1
147,C0022658,1
147,C0027746,1
147,C0036572,1
147,C0149958,1
147,C0154659,1
147,C0234535,1
147,C0235032,1
147,C0270844,1
147,C0270846,1
147,C0422850,1
147,C0422852,1
147,C0422853,1
147,C0422854,1
147,C0422855,1
147,C0525045,1
147,C0751056,1
147,C0751110,1
147,C0751495,1
147,C0751496,1
147,C4048158,1
147,C4316903,1
147,C4317123,1
147,C4505436,1
148,C0002152,1
148,C0005586,1
148,C0006142,1
148,C0006870,1
148,C0011853,1
148,C0023890,1
148,C0038433,1
148,C0041696,1
148,C0239946,1
148,C0600519,1
148,C1269683,1
148,C3496069,1
150,C0001973,1
150,C0011570,1
150,C0011581,1
150,C0016059,1
150,C0018799,1
150,C0020649,1
150,C0030319,1
150,C0086237,1
150,C0086769,1
150,C0525045,1
150,C1383860,1
150,C1623038,1
151,C0010520,1
151,C0025363,1
151,C1832841,1
151,C1842852,1
151,C3714756,1
152,C0005586,1
152,C0016059,1
152,C0018801,1
152,C0018802,1
152,C0235527,1
152,C1383860,1
152,C1623038,1
152,C1959583,1
152,C1961112,1
153,C0007222,1
153,C0011570,1
153,C0011849,1
153,C0018801,1
153,C0020452,1
153,C0023212,1
153,C0024623,1
153,C0042484,1
153,C0151744,1
153,C0242973,1
153,C0525045,1
153,C1449563,1
153,C1959583,1
153,C1961112,1
154,C0001849,1
154,C0005586,1
154,C0007193,1
154,C0016059,1
154,C0019693,1
154,C0020621,1
154,C0021655,1
154,C0024115,1
154,C0024623,1
154,C0027765,1
154,C0028754,1
154,C0033578,1
154,C0036529,1
154,C0038356,1
154,C0040827,1
154,C0151744,1
154,C0206019,1
154,C0234370,1
154,C0234373,1
154,C0234375,1
154,C0234377,1
154,C0234378,1
154,C0234381,1
154,C0235078,1
154,C0235083,1
154,C0235843,1
154,C0243010,1
154,C0376358,1
154,C0751564,1
154,C0878544,1
154,C0936243,1
154,C1449563,1
154,C1708349,1
155,C0002152,1
155,C0011853,1
155,C0018801,1
155,C0018802,1
155,C0023212,1
155,C0028754,1
155,C0036341,1
155,C0038433,1
155,C0149721,1
155,C0235527,1
155,C1269683,1
155,C1706412,1
155,C1959583,1
155,C1961112,1
156,C0003873,1
156,C0007222,1
156,C0011570,1
156,C0011581,1
156,C0012684,1
156,C0018800,1
156,C0020538,1
156,C0036529,1
156,C0162820,1
156,C0235527,1
156,C0752351,1
156,C0878544,1
156,C1136082,1
156,C1319315,1
156,C1383860,1
156,C1959583,1
157,C0005586,1
157,C0005587,1
157,C0024713,1
157,C0338831,1
157,C0600427,1
158,C0003886,1
158,C0543888,1
158,C3714756,1
159,C0036341,1
165,C0013720,1
173,C0013221,1
173,C0022660,1
173,C2609414,1
174,C0006142,1
174,C0019207,1
174,C0019208,1
174,C0023893,1
174,C0023895,1
174,C0023904,1
174,C0024623,1
174,C0024668,1
174,C0038356,1
174,C0086404,1
174,C0086565,1
174,C0678222,1
174,C1257931,1
174,C1458155,1
174,C1708349,1
174,C1863080,1
174,C1863081,1
175,C0036341,1
175,C0220994,1
175,C0268225,1
176,C0032273,1
176,C0238288,1
176,C1842149,1
176,C3665488,1
176,C3714756,1
177,C0003873,1
177,C0004153,1
177,C0011875,1
177,C0020429,1
177,C0020456,1
177,C0020564,1
177,C0021368,1
177,C0025945,1
177,C0029408,1
177,C0030286,1
177,C0036341,1
177,C0042656,1
177,C0086743,1
177,C0234249,1
177,C0262593,1
177,C0423712,1
177,C0751211,1
177,C0751212,1
177,C0751214,1
177,C0751371,1
177,C0751372,1
177,C0751373,1
177,C1563937,1
178,C0003886,1
178,C0023893,1
178,C0035410,1
178,C1968739,1
178,C1968742,1
178,C3714756,1
182,C0005940,1
182,C0008370,1
182,C0010038,1
182,C0010278,1
182,C0010606,1
182,C0011052,1
182,C0011053,1
182,C0017636,1
182,C0018798,1
182,C0024121,1
182,C0036095,1
182,C0039685,1
182,C0085280,1
182,C0086395,1
182,C0162872,1
182,C0242379,1
182,C0581883,1
182,C0678222,1
182,C0751068,1
182,C1112213,1
182,C1257931,1
182,C1857761,1
182,C1956125,1
182,C2930797,1
182,C3665473,1
182,C3714756,1
182,C4082305,1
183,C0002063,1
183,C0002152,1
183,C0002949,1
183,C0003460,1
183,C0003486,1
183,C0005586,1
183,C0007192,1
183,C0007222,1
183,C0007273,1
183,C0007370,1
183,C0009241,1
183,C0011581,1
183,C0011853,1
183,C0011884,1
183,C0017658,1
183,C0017661,1
183,C0017667,1
183,C0017668,1
183,C0018799,1
183,C0018802,1
183,C0019284,1
183,C0020429,1
183,C0020452,1
183,C0020621,1
183,C0020649,1
183,C0022658,1
183,C0023212,1
183,C0023890,1
183,C0027051,1
183,C0027540,1
183,C0027720,1
183,C0029944,1
183,C0030922,1
183,C0032285,1
183,C0032300,1
183,C0032914,1
183,C0033141,1
183,C0033687,1
183,C0034069,1
183,C0035078,1
183,C0035126,1
183,C0036529,1
183,C0036572,1
183,C0040053,1
183,C0085580,1
183,C0149721,1
183,C0149958,1
183,C0178824,1
183,C0234533,1
183,C0234535,1
183,C0239946,1
183,C0243050,1
183,C0270824,1
183,C0270846,1
183,C0271650,1
183,C0333233,1
183,C0422852,1
183,C0422853,1
183,C0422855,1
183,C0428977,1
183,C0458247,1
183,C0494475,1
183,C0553980,1
183,C0750987,1
183,C0751056,1
183,C0751211,1
183,C0751212,1
183,C0751214,1
183,C0751494,1
183,C0751496,1
183,C0878544,1
183,C0887898,1
183,C1383860,1
183,C1623038,1
183,C1704377,1
183,C2678367,1
183,C2936381,1
183,C2936719,1
183,C3495874,1
183,C3714636,1
183,C3714756,1
183,C3852953,1
183,C4316903,1
183,C4505436,1
185,C0000786,1
185,C0000822,1
185,C0011884,1
185,C0013274,1
185,C0018801,1
185,C0020538,1
185,C0022658,1
185,C0023212,1
185,C0027627,1
185,C0032000,1
185,C0032019,1
185,C0033687,1
185,C0085580,1
185,C0235527,1
185,C0266313,1
185,C0887833,1
185,C1959583,1
185,C1961112,1
185,C1968949,1
185,C2678367,1
186,C0010093,1
186,C0020538,1
186,C0024623,1
186,C0024668,1
186,C0029927,1
186,C0038356,1
186,C0178324,1
186,C0206692,1
186,C0853897,1
186,C2931498,1
186,C3714756,1
189,C0268164,1
189,C0282528,1
189,C3714756,1
190,C0018054,1
190,C0036875,1
190,C0220766,1
190,C0271623,1
190,C0342384,1
190,C0948896,1
190,C1848296,1
190,C2936694,1
190,C4510744,1
191,C0003129,1
191,C0019202,1
191,C0020305,1
191,C0152013,1
191,C0242184,1
191,C0268621,1
191,C1527352,1
191,C1847720,1
191,C3151058,1
196,C0000786,1
196,C0003873,1
196,C0004153,1
196,C0005612,1
196,C0005683,1
196,C0005974,1
196,C0006142,1
196,C0006826,1
196,C0011616,1
196,C0018273,1
196,C0018798,1
196,C0018800,1
196,C0019209,1
196,C0020538,1
196,C0020578,1
196,C0021368,1
196,C0021655,1
196,C0023895,1
196,C0024623,1
196,C0025517,1
196,C0027540,1
196,C0027627,1
196,C0028043,1
196,C0030297,1
196,C0032300,1
196,C0033578,1
196,C0037116,1
196,C0037997,1
196,C0038002,1
196,C0038356,1
196,C0040332,1
196,C0040336,1
196,C0041955,1
196,C0042373,1
196,C0043094,1
196,C0086692,1
196,C0149721,1
196,C0152013,1
196,C0153619,1
196,C0162834,1
196,C0242339,1
196,C0242706,1
196,C0273115,1
196,C0333641,1
196,C0345904,1
196,C0346647,1
196,C0376384,1
196,C0559470,1
196,C0598784,1
196,C0700501,1
196,C0813142,1
196,C0848676,1
196,C0860207,1
196,C0887800,1
196,C0887898,1
196,C0920563,1
196,C0971858,1
196,C1257931,1
196,C1383860,1
196,C1708349,1
196,C2931037,1
196,C3658290,1
196,C4277682,1
196,C4279912,1
197,C0006663,1
197,C0013221,1
197,C0022660,1
197,C0041755,1
197,C0263628,1
197,C1859878,1
197,C2609414,1
199,C0020429,1
199,C0030567,1
199,C0040997,1
199,C0393787,1
199,C0751211,1
199,C0751213,1
199,C0751214,1
199,C0752347,1
199,C2936719,1
203,C0158995,1
203,C0334634,1
203,C0751958,1
203,C2675459,1
203,C3714756,1
204,C0011052,1
204,C0011053,1
204,C0085110,1
204,C0242583,1
204,C0581883,1
204,C0751068,1
204,C1282908,1
204,C2700553,1
204,C3665473,1
204,C3714756,1
204,C4082305,1
205,C0029408,1
205,C0086743,1
207,C0005586,1
207,C0006826,1
207,C0006868,1
207,C0006870,1
207,C0007112,1
207,C0007114,1
207,C0007131,1
207,C0007137,1
207,C0009402,1
207,C0009404,1
207,C0011570,1
207,C0014544,1
207,C0016059,1
207,C0018553,1
207,C0018614,1
207,C0021368,1
207,C0023487,1
207,C0024121,1
207,C0024809,1
207,C0025286,1
207,C0026846,1
207,C0029463,1
207,C0029925,1
207,C0032580,1
207,C0032927,1
207,C0033141,1
207,C0033578,1
207,C0033937,1
207,C0033941,1
207,C0036341,1
207,C0036529,1
207,C0079772,1
207,C0085261,1
207,C0086237,1
207,C0149925,1
207,C0151779,1
207,C0206644,1
207,C0236018,1
207,C0236735,1
207,C0236804,1
207,C0259785,1
207,C0281784,1
207,C0282313,1
207,C0334605,1
207,C0334607,1
207,C0334610,1
207,C0334611,1
207,C0346153,1
207,C0347515,1
207,C0349604,1
207,C0431121,1
207,C0458257,1
207,C0458259,1
207,C0496956,1
207,C0525045,1
207,C0543888,1
207,C0751111,1
207,C0751304,1
207,C0751408,1
207,C0858252,1
207,C0878544,1
207,C1140680,1
207,C1153706,1
207,C1168401,1
207,C1319315,1
207,C1334261,1
207,C1334271,1
207,C1384406,1
207,C1384408,1
207,C1458155,1
207,C1527197,1
207,C1527249,1
207,C1565950,1
207,C1623038,1
207,C1861906,1
207,C2676500,1
207,C2713442,1
207,C2713443,1
207,C3554519,1
207,C3714756,1
208,C0005586,1
208,C0006142,1
208,C0006826,1
208,C0007131,1
208,C0011860,1
208,C0030297,1
208,C0235974,1
208,C0496920,1
208,C0496956,1
208,C0678222,1
208,C0858252,1
208,C0919267,1
208,C1140680,1
208,C1319315,1
208,C1458155,1
208,C1720859,1
208,C1720860,1
208,C1720861,1
208,C3278384,1
208,C4017238,1
210,C0020538,1
210,C0022658,1
210,C0023176,1
210,C0023895,1
210,C0035222,1
210,C0036572,1
210,C0086565,1
210,C0162533,1
210,C0205834,1
210,C0234535,1
210,C0239946,1
210,C0259785,1
210,C0270824,1
210,C0270844,1
210,C0270846,1
210,C0279702,1
210,C0281784,1
210,C0334606,1
210,C0334607,1
210,C0334608,1
210,C0334609,1
210,C0334610,1
210,C0347515,1
210,C0376358,1
210,C0422850,1
210,C0422852,1
210,C0422853,1
210,C0422854,1
210,C0422855,1
210,C0457190,1
210,C0751056,1
210,C0751110,1
210,C0751303,1
210,C0751304,1
210,C0751494,1
210,C0751495,1
210,C0751859,1
210,C1266042,1
210,C1266043,1
210,C1266044,1
210,C1334261,1
210,C1334271,1
210,C1335107,1
210,C1384406,1
210,C1384408,1
210,C1527197,1
210,C1565950,1
210,C1565951,1
210,C3163622,1
210,C3495874,1
210,C4317109,1
210,C4317123,1
210,C4505436,1
212,C0002896,1
212,C0004138,1
212,C0010828,1
212,C0019207,1
212,C0023904,1
212,C0086404,1
212,C0158995,1
212,C2677889,1
213,C0002994,1
213,C0003865,1
213,C0004509,1
213,C0007222,1
213,C0007786,1
213,C0011573,1
213,C0011581,1
213,C0013502,1
213,C0014518,1
213,C0016059,1
213,C0017658,1
213,C0017662,1
213,C0017667,1
213,C0018799,1
213,C0018801,1
213,C0019061,1
213,C0019158,1
213,C0019193,1
213,C0019693,1
213,C0019699,1
213,C0020517,1
213,C0020522,1
213,C0020538,1
213,C0020649,1
213,C0022548,1
213,C0022658,1
213,C0022660,1
213,C0023893,1
213,C0025193,1
213,C0025290,1
213,C0025945,1
213,C0026848,1
213,C0027055,1
213,C0027707,1
213,C0027720,1
213,C0027726,1
213,C0028797,1
213,C0030286,1
213,C0030305,1
213,C0032343,1
213,C0033687,1
213,C0035457,1
213,C0038325,1
213,C0038356,1
213,C0038454,1
213,C0040034,1
213,C0041349,1
213,C0041696,1
213,C0041755,1
213,C0042109,1
213,C0085584,1
213,C0086133,1
213,C0152013,1
