,Drug_ID,Protein_ID,label
236,DB04426,P11226,1
237,DB06412,P10275,1
238,DB01023,P11712,1
239,DB00767,P08172,1
240,DB00458,P23975,1
241,DB00157,P49189,1
242,DB00154,P35354,1
243,DB01628,P05177,1
244,DB00933,P10635,1
245,DB01185,P16471,1
246,DB08335,P14174,1
247,DB01393,P10632,1
248,DB00842,P28472,1
249,DB01268,P07333,1
250,DB00801,P48169,1
251,DB00371,P14867,1
252,DB00157,P20839,1
253,DB00842,P78334,1
254,DB04659,P09848,1
255,DB01267,P21917,1
256,DB00643,Q71U36,1
257,DB00211,P35368,1
258,DB04395,P53779,1
259,DB07449,Q9UM07,1
260,DB04560,P13716,1
261,DB00060,P48551,1
262,DB00508,P41595,1
263,DB01435,P11509,1
264,DB00721,Q9Y5Y9,1
265,DB00463,P28472,1
266,DB07016,P00734,1
267,DB01118,P10632,1
268,DB01327,P51580,1
269,DB01037,P21397,1
270,DB03267,P35558,1
271,DB08899,P20815,1
272,DB00114,Q96EN8,1
273,DB01126,P20815,1
274,DB00986,P20309,1
275,DB00128,P45381,1
276,DB00135,P07101,1
277,DB00978,P11388,1
278,DB00092,P06729,1
279,DB03796,O76054,1
280,DB06148,Q9H3N8,1
281,DB00246,P35348,1
282,DB00432,P04183,1
283,DB00783,P03372,1
284,DB02076,P06744,1
285,DB00825,P41145,1
286,DB02902,P49888,1
287,DB07137,P24941,1
288,DB00688,Q9HAW9,1
289,DB08896,P35968,1
290,DB02800,P34896,1
291,DB01483,P36544,1
292,DB00575,P18089,1
293,DB00877,P42345,1
294,DB01169,P04798,1
295,DB01135,P08172,1
296,DB00159,O14842,1
297,DB06738,P33261,1
298,DB00408,P08912,1
299,DB00539,P04798,1
300,DB06924,P15085,1
301,DB00312,P14867,1
302,DB04591,P00734,1
303,DB01254,P42684,1
304,DB00145,Q6IB77,1
305,DB01075,P35367,1
306,DB03796,O43617,1
307,DB09078,P35916,1
308,DB00740,P04798,1
309,DB00072,O75015,1
310,DB00703,P22748,1
311,DB02494,P62917,1
312,DB05101,P00533,1
313,DB06016,P28223,1
314,DB00909,P22748,1
315,DB00437,Q06278,1
316,DB00459,P19793,1
317,DB00364,P02671,1
318,DB03971,P04746,1
319,DB00997,P15559,1
320,DB04801,Q03181,1
321,DB00095,P12314,1
322,DB05229,P10632,1
323,DB00568,P05177,1
324,DB00475,P08684,1
325,DB00636,Q02928,1
326,DB00201,P42338,1
327,DB00988,P14416,1
328,DB00546,P28476,1
329,DB03980,Q16539,1
330,DB01028,P34903,1
331,DB00368,P05177,1
332,DB02556,P06850,1
333,DB00163,P67775,1
334,DB09076,P20309,1
335,DB01196,P03372,1
336,DB00228,P48167,1
337,DB07999,P15121,1
338,DB08271,O60882,1
339,DB00170,P38435,1
340,DB01411,P19838,1
341,DB00599,Q13002,1
342,DB05332,P40238,1
343,DB03092,P19961,1
344,DB00203,Q13956,1
345,DB01384,P08684,1
346,DB01992,P07108,1
347,DB08555,P53779,1
348,DB00312,P47869,1
349,DB00357,P08684,1
350,DB01095,P22309,1
351,DB05266,P27815,1
352,DB00788,P16662,1
353,DB03152,Q08188,1
354,DB01025,P80511,1
355,DB00909,P33261,1
356,DB00143,Q16873,1
357,DB04853,P29274,1
358,DB00786,Q9NPA2,1
359,DB00129,P50440,1
360,DB03600,Q9NZD2,1
361,DB01591,P20309,1
362,DB00175,P20815,1
363,DB03900,P50579,1
364,DB01189,P47870,1
365,DB00960,P10635,1
366,DB04599,P28223,1
367,DB05219,Q08493,1
368,DB04172,P00749,1
369,DB00694,P04798,1
370,DB08330,O14957,1
371,DB00157,O75251,1
372,DB03670,P18031,1
373,DB02719,P11217,1
374,DB00333,P10632,1
375,DB08453,P14927,1
376,DB09068,P08908,1
377,DB01045,P08684,1
378,DB01363,P54219,1
379,DB01101,P11712,1
380,DB00469,P35354,1
381,DB01106,O95665,1
382,DB01248,O75469,1
383,DB00699,P35348,1
384,DB02404,P22303,1
385,DB03201,P15085,1
386,DB01392,Q14654,1
387,DB00451,P10828,1
388,DB00546,P47869,1
389,DB01544,P48169,1
390,DB00843,P11712,1
391,DB06603,P10635,1
392,DB07827,P45452,1
393,DB05280,P14416,1
394,DB04799,O14957,1
395,DB01427,Q07343,1
396,DB05096,Q14416,1
397,DB07037,O14757,1
398,DB01946,O15530,1
399,DB00114,P54687,1
400,DB06292,O60656,1
401,DB01388,P24462,1
402,DB01365,P35348,1
403,DB00332,P08172,1
404,DB00184,Q15825,1
405,DB09074,Q9Y6F1,1
406,DB00448,P05177,1
407,DB00861,Q9HAW9,1
408,DB01280,Q16854,1
409,DB04768,Q9H3S4,1
410,DB06844,P24941,1
411,DB00237,P18505,1
412,DB00625,P20813,1
413,DB06204,P41143,1
414,DB01261,P10632,1
415,DB06288,P28223,1
416,DB06939,P27487,1
417,DB00726,P31645,1
418,DB00363,P20309,1
419,DB04216,P25705,1
420,DB00028,P0C0L4,1
421,DB08486,P69905,1
422,DB00731,P11712,1
423,DB02494,Q9UNX3,1
424,DB00675,Q92731,1
425,DB00073,P02745,1
426,DB00205,P00374,1
427,DB01408,P06276,1
428,DB09047,P11388,1
429,DB03783,P11712,1
430,DB00540,P35348,1
431,DB08658,P06276,1
432,DB00031,P27824,1
433,DB01023,P10635,1
434,DB00588,P08235,1
435,DB03442,P31939,1
436,DB03408,P48637,1
437,DB00157,Q96C36,1
438,DB08912,P15056,1
439,DB00640,P29275,1
440,DB00708,P35372,1
441,DB04132,P0CG29,1
442,DB01624,P10635,1
443,DB05492,P41595,1
444,DB00716,P07900,1
445,DB00706,P35368,1
446,DB02052,P06493,1
447,DB01261,P08684,1
448,DB00491,P10253,1
449,DB00475,P10635,1
450,DB00359,P10632,1
451,DB03958,Q96C86,1
452,DB01761,Q16539,1
453,DB08908,Q14145,1
454,DB01239,P20309,1
455,DB01442,Q05940,1
456,DB06909,Q07343,1
457,DB01649,Q96C86,1
458,DB06689,P05181,1
459,DB01162,P25100,1
460,DB00455,P33261,1
461,DB07563,P43235,1
462,DB00130,P00488,1
463,DB00237,P28472,1
464,DB00201,Q14573,1
465,DB01268,P20815,1
466,DB00171,O95477,1
467,DB00855,P13716,1
468,DB00963,P35354,1
469,DB04531,P16455,1
470,DB00231,P11712,1
471,DB07142,P00374,1
472,DB00773,P20815,1
473,DB02271,O60551,1
474,DB04476,P80188,1
475,DB06728,P05181,1
476,DB08610,Q15119,1
477,DB08230,P11309,1
478,DB00475,P28472,1
479,DB03003,Q03013,1
480,DB00801,O00591,1
481,DB03703,P00325,1
482,DB03081,P07477,1
483,DB01708,Q14994,1
484,DB04919,P02671,1
485,DB06708,P08684,1
486,DB00898,P23416,1
487,DB00030,P05177,1
488,DB00292,P14867,1
489,DB08217,P06730,1
490,DB01148,P11229,1
491,DB03323,P19961,1
492,DB00114,Q16719,1
493,DB08533,P24941,1
494,DB00358,P08684,1
495,DB01710,P02144,1
496,DB03861,P07686,1
497,DB01225,P05164,1
498,DB00713,Q16348,1
499,DB01165,P05177,1
500,DB00412,P10632,1
501,DB00134,P15104,1
502,DB01195,P10635,1
503,DB07664,P49761,1
504,DB00734,P08913,1
505,DB08912,P04049,1
506,DB00544,P05177,1
507,DB02266,P10275,1
508,DB00081,P31995,1
509,DB02062,P08473,1
510,DB00546,P31644,1
511,DB00521,P08588,1
512,DB00583,P23786,1
513,DB07401,P47985,1
514,DB00738,Q02928,1
515,DB09034,O43614,1
516,DB03516,Q06278,1
517,DB07870,O00763,1
518,DB00209,P10635,1
519,DB00667,P08684,1
520,DB00761,Q9Y666,1
521,DB00848,P32297,1
522,DB08846,Q9Y2D0,1
523,DB00476,P23975,1
524,DB00095,P08637,1
525,DB06060,P41594,1
526,DB00591,P47712,1
527,DB02652,P15085,1
528,DB00147,O00764,1
529,DB00805,P31645,1
530,DB00675,P24462,1
531,DB04513,P62158,1
532,DB00370,P35368,1
533,DB00139,Q9P2R7,1
534,DB06867,Q13526,1
535,DB02112,P07477,1
536,DB00315,P21397,1
537,DB01395,P06401,1
538,DB05739,P30556,1
539,DB00363,P35348,1
540,DB00463,Q9UN88,1
541,DB01017,P09917,1
542,DB08330,P22695,1
543,DB03226,P01112,1
544,DB01162,P35348,1
545,DB00795,O15111,1
546,DB00869,P00915,1
547,DB02158,Q13126,1
548,DB01411,P05113,1
549,DB03589,P23368,1
550,DB00188,P33261,1
551,DB07940,P06276,1
552,DB00157,O75438,1
553,DB01355,P31644,1
554,DB06212,P08684,1
555,DB00396,P41145,1
556,DB00371,Q9UN88,1
557,DB04799,P08574,1
558,DB00306,P42262,1
559,DB00897,P18505,1
560,DB03403,Q9BZX2,1
561,DB08018,P29475,1
562,DB06144,P28223,1
563,DB00082,P08684,1
564,DB00393,Q13936,1
565,DB02300,P05164,1
566,DB00679,P05181,1
567,DB01656,P27815,1
568,DB00363,P28223,1
569,DB00777,P08172,1
570,DB02354,P07477,1
571,DB02659,P00395,1
572,DB00170,P16083,1
573,DB08818,P16070,1
574,DB08765,P14174,1
575,DB04419,P20823,1
576,DB00468,P05181,1
577,DB00810,P10635,1
578,DB06729,P10632,1
579,DB04875,P29466,1
580,DB00408,P47898,1
581,DB01919,P17612,1
582,DB00575,P08684,1
583,DB00201,P20815,1
584,DB02218,P04746,1
585,DB04977,P11509,1
586,DB00988,P31645,1
587,DB01221,P28566,1
588,DB00336,P47989,1
589,DB00458,P35348,1
590,DB08402,P19793,1
591,DB01960,Q96C86,1
592,DB08040,P09960,1
593,DB01118,P11509,1
594,DB00747,P08172,1
595,DB00334,P18505,1
596,DB09073,P08684,1
597,DB01594,P28476,1
598,DB00824,P29274,1
599,DB01119,P55017,1
600,DB03183,Q08499,1
601,DB00294,P03372,1
602,DB00396,P24462,1
603,DB01442,P21397,1
604,DB01835,P35228,1
605,DB01075,P20813,1
606,DB06698,Q9Y5N1,1
607,DB02661,O43252,1
608,DB00898,Q9UN88,1
609,DB00436,P22748,1
610,DB07375,P06310,1
611,DB00091,P08684,1
612,DB00082,P06276,1
613,DB00619,P23219,1
614,DB00748,P08684,1
615,DB07120,P00734,1
616,DB00126,Q02809,1
617,DB00794,P14867,1
618,DB01437,O14764,1
619,DB00130,P27708,1
620,DB04896,O15399,1
621,DB08312,P24941,1
622,DB00173,P22309,1
623,DB07476,P00918,1
624,DB00193,P28335,1
625,DB00114,P17735,1
626,DB06209,P08684,1
627,DB07249,P54760,1
628,DB01184,P05177,1
629,DB03758,P14625,1
630,DB05017,P01375,1
631,DB08059,P53350,1
632,DB00072,P11511,1
633,DB08865,P08684,1
634,DB00518,P08684,1
635,DB01131,P10635,1
636,DB00262,P05177,1
637,DB00114,Q96I15,1
638,DB00163,P09211,1
639,DB01809,P08631,1
640,DB07746,P50579,1
641,DB01544,P47869,1
642,DB00774,Q13621,1
643,DB07177,Q14914,1
644,DB00308,Q02641,1
645,DB00322,P19971,1
646,DB06691,P35367,1
647,DB08045,P08238,1
648,DB00653,Q13698,1
649,DB05147,P04350,1
650,DB08868,Q9HCS2,1
651,DB00476,Q01959,1
652,DB04871,P08684,1
653,DB03876,P00749,1
654,DB08881,P15056,1
655,DB04315,P21980,1
656,DB01589,O14764,1
657,DB03892,P29475,1
658,DB01409,P10635,1
659,DB01064,O00459,1
660,DB00353,P08684,1
661,DB03461,P28845,1
662,DB01182,Q14524,1
663,DB00921,P10635,1
664,DB08707,P11309,1
665,DB02967,Q05315,1
666,DB02091,P20248,1
667,DB00201,Q9NP56,1
668,DB05679,P29460,1
669,DB09069,P09110,1
670,DB07494,Q494W8,1
671,DB00992,P12314,1
672,DB04351,Q99798,1
673,DB00185,Q01740,1
674,DB00908,P20813,1
675,DB00199,P20813,1
676,DB01588,P18505,1
677,DB01388,P08684,1
678,DB06637,P22460,1
679,DB01595,P28472,1
680,DB06859,P00734,1
681,DB05239,P20815,1
682,DB00048,P02458,1
683,DB00814,P11712,1
684,DB04098,P17612,1
685,DB06710,P11511,1
686,DB06963,P53350,1
687,DB06403,P35503,1
688,DB04799,P07919,1
689,DB00143,P59796,1
690,DB02087,P00918,1
691,DB01206,P08684,1
692,DB01238,P08684,1
693,DB07059,P00797,1
694,DB00030,Q16270,1
695,DB09033,P26010,1
696,DB08409,P01859,1
697,DB08409,P01857,1
698,DB05740,P17787,1
699,DB00142,P43005,1
700,DB07601,P07900,1
701,DB01049,P35348,1
702,DB00897,Q9UN88,1
703,DB08787,P07900,1
704,DB01623,P05177,1
705,DB02059,Q9NTG7,1
706,DB00062,P02649,1
707,DB00367,P06401,1
708,DB00884,P35354,1
709,DB07912,Q9UHY7,1
710,DB07278,P00742,1
711,DB09078,P08684,1
712,DB00881,P12821,1
713,DB01182,Q12809,1
714,DB08236,P59998,1
715,DB04910,P68371,1
716,DB00753,P05181,1
717,DB00363,P50406,1
718,DB01380,P08684,1
719,DB07771,P49356,1
720,DB00820,Q9HCR9,1
721,DB05184,P08069,1
722,DB01037,P33261,1
723,DB00773,P35354,1
724,DB00805,P41595,1
725,DB04081,P00918,1
726,DB00550,P07202,1
727,DB00624,P20815,1
728,DB01030,Q969P6,1
729,DB01114,P24462,1
730,DB01620,P35367,1
731,DB00171,Q04771,1
732,DB05259,P04229,1
733,DB06803,P05177,1
734,DB00321,Q9NZV8,1
735,DB06412,P16860,1
736,DB08800,P35367,1
737,DB00601,P21397,1
738,DB01711,P00326,1
739,DB04395,P49841,1
740,DB06738,P41143,1
741,DB08362,P68400,1
742,DB01171,P11712,1
743,DB07664,Q9H2G2,1
744,DB01143,P05186,1
745,DB00142,Q8N159,1
746,DB01989,Q9Y6L7,1
747,DB08420,P07477,1
748,DB00365,P05177,1
749,DB01090,Q9GZZ6,1
750,DB00812,P08684,1
751,DB00753,O00591,1
752,DB00234,P10635,1
753,DB06211,P16444,1
754,DB08236,O15145,1
755,DB00534,Q13621,1
756,DB07821,P23141,1
757,DB00677,P22303,1
758,DB07504,P24941,1
759,DB05216,P07949,1
760,DB03250,P11217,1
761,DB00197,P11712,1
762,DB01268,P35916,1
763,DB01355,P47869,1
764,DB08369,P20813,1
765,DB00072,P00533,1
766,DB00334,P28222,1
767,DB00753,O14764,1
768,DB00173,P24666,1
769,DB00119,P11177,1
770,DB04842,P28223,1
771,DB01352,P42262,1
772,DB04868,P10721,1
773,DB01003,P25815,1
774,DB03441,P15085,1
775,DB05234,P10275,1
776,DB00568,P35367,1
777,DB00131,P06737,1
778,DB01054,O95180,1
779,DB00446,P10632,1
780,DB00806,P27815,1
781,DB01088,P27815,1
782,DB08232,P13726,1
783,DB08357,P22303,1
784,DB00157,P00390,1
785,DB01823,P11217,1
786,DB05087,P31644,1
787,DB08867,P06401,1
788,DB08918,P10632,1
789,DB07197,P18031,1
790,DB00131,Q08499,1
791,DB01769,Q99497,1
792,DB04971,P37231,1
793,DB00854,P41145,1
794,DB01186,P28221,1
795,DB00477,P11229,1
796,DB03496,P11217,1
797,DB03742,P03372,1
798,DB00292,Q9UN88,1
799,DB06605,P05177,1
800,DB01595,P28476,1
801,DB00228,Q16445,1
802,DB06800,P41145,1
803,DB06155,P08684,1
804,DB01354,P42262,1
805,DB01025,Q99584,1
806,DB01045,O75469,1
807,DB07186,O14965,1
808,DB00458,P08172,1
809,DB07119,Q15788,1
810,DB00295,Q9HAW9,1
811,DB04941,Q5XXA6,1
812,DB08885,P49765,1
813,DB01327,P27169,1
814,DB01124,P11712,1
815,DB01200,P25100,1
816,DB05688,P31645,1
817,DB09291,P10635,1
818,DB00696,P28335,1
819,DB08807,P08588,1
820,DB01406,P30968,1
821,DB00381,Q13698,1
822,DB07371,P01857,1
823,DB08776,O14757,1
824,DB00182,Q96RJ0,1
825,DB00184,P08684,1
826,DB00368,P08588,1
827,DB00010,Q02643,1
828,DB00312,Q99928,1
829,DB01129,P10635,1
830,DB05111,P01579,1
831,DB07323,P50579,1
832,DB01156,P11712,1
833,DB00157,O14561,1
834,DB00157,P09622,1
835,DB00619,P10635,1
836,DB08557,P07900,1
837,DB01159,P48051,1
838,DB00470,P08684,1
839,DB03439,P04746,1
840,DB01179,P11388,1
841,DB00338,P05108,1
842,DB00959,P08684,1
843,DB08888,P08697,1
844,DB01049,P18089,1
845,DB00338,P05177,1
846,DB03587,P04054,1
847,DB01026,P10632,1
848,DB08386,Q9Y233,1
849,DB04843,P11229,1
850,DB08052,P12931,1
851,DB00015,P05121,1
852,DB00114,P11216,1
853,DB01026,P24462,1
854,DB08208,Q02750,1
855,DB01068,P34903,1
856,DB05235,Q14894,1
857,DB00157,Q15800,1
858,DB07374,P62750,1
859,DB03925,P08246,1
860,DB02322,P13501,1
861,DB00222,Q09428,1
862,DB00030,P48745,1
863,DB00054,P05106,1
864,DB02471,P09848,1
865,DB05423,P04150,1
866,DB08910,P05177,1
867,DB00466,P04798,1
868,DB05271,P08684,1
869,DB01252,Q09428,1
870,DB00130,O15067,1
871,DB03370,P00813,1
872,DB01036,P20309,1
873,DB08143,P00742,1
874,DB05875,P06276,1
875,DB07976,Q02127,1
876,DB04630,P08235,1
877,DB08827,P08684,1
878,DB00728,Q15822,1
879,DB04281,Q02127,1
880,DB01049,O14764,1
881,DB00811,P49902,1
882,DB02164,Q9UJM8,1
883,DB00160,Q8TD30,1
884,DB00201,P10635,1
885,DB00543,P11229,1
886,DB00751,P25021,1
887,DB00458,P31645,1
888,DB02095,P27338,1
889,DB00973,P15144,1
890,DB00408,P28566,1
891,DB07822,P22303,1
892,DB07594,P07900,1
893,DB00768,Q99584,1
894,DB01174,Q12879,1
895,DB02338,Q9UDR5,1
896,DB06403,P20815,1
897,DB01782,P53779,1
898,DB02363,P07998,1
899,DB00944,P22303,1
900,DB01129,P11712,1
901,DB03461,P52895,1
902,DB07431,P24941,1
903,DB00920,P27815,1
904,DB00184,P43681,1
905,DB00115,Q9Y4U1,1
906,DB00036,P05981,1
907,DB01437,Q16445,1
908,DB01118,P04798,1
909,DB00201,P05181,1
910,DB06623,P08913,1
911,DB00665,P10632,1
912,DB01409,P11229,1
913,DB00589,P08913,1
914,DB08453,P22695,1
915,DB00852,P15336,1
916,DB09303,Q8NBP7,1
917,DB08347,P08588,1
918,DB09079,P12931,1
919,DB01466,P24462,1
920,DB00144,Q9NY59,1
921,DB01142,P31645,1
922,DB04137,P84077,1
923,DB07841,P53609,1
924,DB01998,P01009,1
925,DB00193,P10635,1
926,DB03890,Q9UNI1,1
927,DB06655,P27487,1
928,DB07236,Q92731,1
929,DB08566,P17538,1
930,DB00082,P33261,1
931,DB00404,Q8N1C3,1
932,DB00966,P37231,1
933,DB01608,P35368,1
934,DB00095,P31995,1
935,DB01003,Q12791,1
936,DB01452,P35372,1
937,DB08515,P28072,1
938,DB00357,P11511,1
939,DB06920,P00742,1
940,DB01039,P10632,1
941,DB00158,P14207,1
942,DB00590,P33261,1
943,DB01254,P00519,1
944,DB04975,P04798,1
945,DB01728,P08100,1
946,DB00908,P10632,1
947,DB02383,O60218,1
948,DB00145,Q7Z2H8,1
949,DB01128,P11712,1
950,DB00721,Q86W47,1
951,DB07225,P07858,1
952,DB01049,P18505,1
953,DB08392,O14757,1
954,DB01017,P29466,1
955,DB01171,P05177,1
956,DB00796,P30556,1
957,DB08273,P01744,1
958,DB00726,P28223,1
959,DB00755,Q8NFJ5,1
960,DB05736,P43235,1
961,DB01594,P31644,1
962,DB04786,Q9NXA8,1
963,DB00268,P28222,1
964,DB00343,P11712,1
965,DB00250,P33261,1
966,DB02506,P30153,1
967,DB06738,P20813,1
968,DB00514,P31645,1
969,DB00134,Q93088,1
970,DB00475,P47869,1
971,DB05419,Q9NYX4,1
972,DB02861,P00918,1
973,DB02377,P30793,1
974,DB00915,P20711,1
975,DB07195,Q15596,1
976,DB00149,O60294,1
977,DB04000,P42262,1
978,DB01418,P08684,1
979,DB01224,P08908,1
980,DB03149,P23946,1
981,DB00831,P62158,1
982,DB01197,P14780,1
983,DB01216,P31213,1
984,DB07189,P78536,1
985,DB01595,P47870,1
986,DB01218,Q12809,1
987,DB00471,P10632,1
988,DB00408,P28223,1
989,DB02377,P00491,1
990,DB00514,P20815,1
991,DB00842,Q99928,1
992,DB07623,P11509,1
993,DB00715,P08172,1
994,DB04400,P35228,1
995,DB00112,P31994,1
996,DB00187,P08588,1
997,DB00121,P11498,1
998,DB00246,P28221,1
999,DB00829,Q16445,1
1000,DB00139,Q9UBX3,1
1001,DB05435,Q5NUL3,1
1002,DB04736,Q96LB9,1
1003,DB04997,P13612,1
1004,DB08099,P00797,1
1005,DB00604,P33261,1
1006,DB00777,P08912,1
1007,DB01039,P08684,1
1008,DB00716,P21462,1
1009,DB00157,Q16878,1
1010,DB04593,P08709,1
1011,DB05752,P20309,1
1012,DB00277,P10635,1
1013,DB06779,Q9Y251,1
1014,DB03608,P07477,1
1015,DB01201,P10635,1
1016,DB00983,P11509,1
1017,DB00104,P30874,1
1018,DB07954,O76074,1
1019,DB02034,Q16706,1
1020,DB00549,P10632,1
1021,DB00296,P08684,1
1022,DB00313,P20813,1
1023,DB01589,P28476,1
1024,DB00934,P14416,1
1025,DB01588,P28472,1
1026,DB07769,P10275,1
1027,DB00312,P18505,1
1028,DB04166,P14920,1
1029,DB00636,Q07869,1
1030,DB00157,P09417,1
1031,DB00157,P28332,1
1032,DB04106,Q16881,1
1033,DB00543,P78334,1
1034,DB00883,P08684,1
1035,DB00514,P20813,1
1036,DB00935,P18089,1
1037,DB00215,P35348,1
1038,DB00696,P14416,1
1039,DB00834,P24462,1
1040,DB08910,P35354,1
1041,DB09075,P00742,1
