,Protein1_ID,Protein2_ID,label
223,3880,132158,1
224,166,10922,1
225,7186,79005,1
226,3881,117144,1
227,26258,339005,1
228,4004,57536,1
229,685,6449,1
230,10539,342132,1
231,3050,29775,1
232,11052,27005,1
233,4223,63027,1
234,2801,84282,1
235,53615,57159,1
236,10042,64061,1
237,26505,29978,1
238,27185,29119,1
239,358,23371,1
240,1389,1649,1
241,9240,153769,1
242,7634,386683,1
243,988,6293,1
244,54778,388677,1
245,5252,10464,1
246,5626,205860,1
247,85289,386674,1
248,65264,79666,1
249,8100,90060,1
250,6919,9463,1
251,10868,89885,1
252,3885,54474,1
253,3736,144110,1
254,4110,113791,1
255,166,1478,1
256,6449,84699,1
257,57159,81629,1
258,9883,23633,1
259,3885,90480,1
260,85397,127933,1
261,79696,283234,1
262,55337,81850,1
263,23281,149371,1
264,8928,114824,1
265,29079,83878,1
266,166,56915,1
267,54535,339005,1
268,11275,57703,1
269,6643,100288797,1
270,57709,89885,1
271,11281,11339,1
272,1962,66037,1
273,25959,127665,1
274,6500,26263,1
275,10900,58500,1
276,26239,386675,1
277,166,55138,1
278,7051,58191,1
279,604,7186,1
280,1398,7294,1
281,84733,90957,1
282,2950,81850,1
283,3488,388633,1
284,57511,402682,1
285,27185,84832,1
286,200734,386682,1
287,26121,84988,1
288,54535,143241,1
289,5575,7584,1
290,147525,388677,1
291,10513,55890,1
292,63978,90933,1
293,11340,25804,1
294,9975,388677,1
295,55337,125115,1
296,7054,22827,1
297,9759,342574,1
298,5733,375791,1
299,2623,386682,1
300,7188,8543,1
301,7159,80705,1
302,116412,378951,1
303,81851,254910,1
304,779,5966,1
305,23162,26119,1
306,7984,80258,1
307,3848,162605,1
308,6737,10750,1
309,1857,64396,1
310,23598,337968,1
311,9759,125115,1
312,3885,4665,1
313,84668,145567,1
314,57659,79959,1
315,8785,23368,1
316,6399,27095,1
317,51421,154796,1
318,6643,58533,1
319,9025,55964,1
320,57621,391257,1
321,1298,29978,1
322,57511,83541,1
323,9463,27238,1
324,10667,220082,1
325,140258,392307,1
326,10733,63976,1
327,189,9457,1
328,57547,440295,1
329,3881,7545,1
330,8887,9802,1
331,9146,53371,1
332,2257,246329,1
333,3190,6687,1
334,79943,386683,1
335,24144,80263,1
336,2980,29978,1
337,5987,8648,1
338,2896,4223,1
339,7186,100129534,1
340,9871,10483,1
341,9500,54915,1
342,10894,388677,1
343,8543,29978,1
344,148223,645455,1
345,23582,116412,1
346,167838,283234,1
347,284001,374308,1
348,6810,8676,1
349,57536,64170,1
350,167153,337968,1
351,805,23125,1
352,90933,284346,1
353,10174,11339,1
354,9463,91746,1
355,23204,29886,1
356,9529,147872,1
357,65003,116115,1
358,285464,386682,1
359,6293,167838,1
360,3092,170082,1
361,10174,51307,1
362,26147,116412,1
363,3801,11043,1
364,55916,440295,1
365,9328,386683,1
366,57594,116092,1
367,9792,91156,1
368,10204,23636,1
369,2969,84661,1
370,3886,84260,1
371,7297,202559,1
372,9463,132158,1
373,7678,54764,1
374,7746,55663,1
375,9817,150864,1
376,10020,386681,1
377,3092,27165,1
378,4490,386674,1
379,66037,337970,1
380,78999,375791,1
381,9659,57659,1
382,353140,353332,1
383,83444,388677,1
384,23549,84708,1
385,166,84662,1
386,353140,386682,1
387,6809,63908,1
388,4223,56947,1
389,7185,23493,1
390,9817,26249,1
391,3880,10124,1
392,8664,23281,1
393,9817,27258,1
394,9260,170685,1
395,51019,84823,1
396,6386,54585,1
397,3846,386677,1
398,117144,353332,1
399,11043,64147,1
400,157567,388633,1
401,4223,353134,1
402,29925,29926,1
403,5300,10256,1
404,7004,7185,1
405,222643,375791,1
406,8636,55093,1
407,5597,8550,1
408,3846,387266,1
409,6922,26273,1
410,8099,64753,1
411,9240,54906,1
412,11140,29775,1
413,57325,80321,1
414,8548,10524,1
415,6449,23630,1
416,1857,7589,1
417,5626,401541,1
418,5575,25959,1
419,9533,54764,1
420,5585,54764,1
421,163,25828,1
422,9500,90060,1
423,83899,353137,1
424,6804,85027,1
425,23281,146325,1
426,4223,54067,1
427,26468,344018,1
428,9500,140628,1
429,8976,53347,1
430,55093,129831,1
431,57159,93643,1
432,54776,54955,1
433,4645,51421,1
434,7750,22806,1
435,54800,59349,1
436,26121,284001,1
437,4101,116285,1
438,7186,137209,1
439,3881,112802,1
440,4665,5859,1
441,10249,388677,1
442,4188,5252,1
443,10475,23270,1
444,7431,167838,1
445,7003,389136,1
446,55697,337974,1
447,2275,57091,1
448,5626,25759,1
449,55768,400673,1
450,58500,91893,1
451,162,4292,1
452,54793,55093,1
453,51473,54407,1
454,81851,353332,1
455,7965,9135,1
456,57159,205860,1
457,7134,7135,1
458,8687,55758,1
459,10817,51350,1
460,8543,24144,1
461,55093,386618,1
462,5626,440603,1
463,23028,55672,1
464,6434,55110,1
465,54763,57616,1
466,6386,654231,1
467,3881,55663,1
468,4212,11281,1
469,9747,337968,1
470,84914,653121,1
471,83463,388677,1
472,8548,84932,1
473,3198,388818,1
474,386681,653240,1
475,2801,3937,1
476,23294,159195,1
477,4665,6602,1
478,23281,84914,1
479,1187,3881,1
480,90060,375791,1
481,8313,386676,1
482,5859,11099,1
483,3881,375307,1
484,10651,29978,1
485,5518,5526,1
486,65983,79188,1
487,200523,375791,1
488,7629,9119,1
489,2622,54785,1
490,3759,6386,1
491,2957,79444,1
492,9541,151963,1
493,5563,64170,1
494,386675,494514,1
495,10302,56850,1
496,5682,143241,1
497,80153,80153,1
498,3055,386682,1
499,4116,55211,1
500,9880,23028,1
501,4869,10361,1
502,285180,440738,1
503,3849,8687,1
504,25945,83900,1
505,29911,84708,1
506,54973,55697,1
507,79931,388677,1
508,23283,55810,1
509,54971,170680,1
510,7709,653121,1
511,57085,140683,1
512,80270,125115,1
513,5626,120526,1
514,26206,146664,1
515,8266,8864,1
516,51282,222696,1
517,79745,163071,1
518,3851,3860,1
519,53820,92610,1
520,30011,375791,1
521,104,8575,1
522,339005,390535,1
523,23503,64753,1
524,6804,146540,1
525,118472,375791,1
526,9463,22934,1
527,3881,8576,1
528,10363,541468,1
529,6804,55340,1
530,862,3212,1
531,5079,11011,1
532,2519,440021,1
533,80153,80258,1
534,60484,337968,1
535,4188,51204,1
536,8313,83899,1
537,11077,83903,1
538,54507,285464,1
539,10252,386683,1
540,4188,11334,1
541,92595,375791,1
542,25959,84140,1
543,1039,84260,1
544,8736,23281,1
545,5987,23473,1
546,23506,149371,1
547,149950,342574,1
548,9454,146325,1
549,4815,6804,1
550,7186,23199,1
551,6919,57159,1
552,57630,63898,1
553,30850,79862,1
554,3885,10286,1
555,3836,10623,1
556,9319,285464,1
557,9457,10126,1
558,220929,653121,1
559,9146,390792,1
560,6919,653121,1
561,11140,22903,1
562,10781,386681,1
563,11202,386681,1
564,4013,56952,1
565,9525,51510,1
566,10612,84669,1
567,53347,100288797,1
568,8087,84708,1
569,4223,54955,1
570,1392,4188,1
571,9605,91544,1
572,81851,162968,1
573,8548,154313,1
574,9422,116115,1
575,8543,11077,1
576,9586,125115,1
577,54507,152815,1
578,6386,51076,1
579,166793,653121,1
580,11116,84984,1
581,1522,23371,1
582,51760,79839,1
583,125115,401508,1
584,6285,51324,1
585,23582,93474,1
586,95,95,1
587,5013,388677,1
588,11284,116840,1
589,6925,23626,1
590,1665,84991,1
591,1788,130557,1
592,5129,54764,1
593,6804,401152,1
594,353132,440023,1
595,286380,375791,1
596,55219,353134,1
597,4808,6925,1
598,25844,81850,1
599,123722,399693,1
600,5013,29124,1
601,1039,79165,1
602,25959,64170,1
603,6599,54507,1
604,83897,386682,1
605,117144,653240,1
606,4342,23281,1
607,7126,253980,1
608,30011,80823,1
609,26505,29775,1
610,5915,23582,1
611,8636,84708,1
612,7186,54535,1
613,5626,137886,1
614,7629,27185,1
615,9019,56947,1
616,4110,152926,1
617,115572,222546,1
618,11178,51760,1
619,7544,58524,1
620,6428,10929,1
621,6470,26003,1
622,3881,83463,1
623,4188,116412,1
624,2801,9459,1
625,353143,386676,1
626,5819,353140,1
627,54623,123169,1
628,26121,84667,1
629,63920,151194,1
630,4481,23484,1
631,4005,256646,1
632,211,100287171,1
633,51421,64926,1
634,4144,4144,1
635,29979,56144,1
636,2801,90480,1
637,4223,9462,1
638,386675,100526836,1
639,3087,4188,1
640,2815,337968,1
641,862,11178,1
642,283229,399693,1
643,23641,80764,1
644,862,51225,1
645,55152,202559,1
646,3801,79165,1
647,84217,84304,1
648,1298,4223,1
649,10656,202559,1
650,5987,9984,1
651,54974,55093,1
652,3586,7528,1
653,6440,84283,1
654,5987,10464,1
655,6839,57621,1
656,6804,8674,1
657,4645,80258,1
658,9610,23294,1
659,10919,84779,1
660,2801,10094,1
661,23386,386682,1
662,4665,84708,1
663,54550,285782,1
664,11284,51193,1
665,55224,375791,1
666,863,2622,1
667,285672,441212,1
668,5413,51324,1
669,5682,7188,1
670,1874,7029,1
671,79894,85294,1
672,8940,80823,1
673,79444,654483,1
674,10391,10513,1
675,26060,55198,1
676,9099,159195,1
677,83897,386680,1
678,10542,80321,1
679,9246,10425,1
680,85289,386681,1
681,22893,84445,1
682,51157,57594,1
683,3860,144501,1
684,10174,54620,1
685,81850,375791,1
686,8887,79090,1
687,8115,60491,1
688,51324,92689,1
689,3881,284439,1
690,1039,339005,1
691,1457,55145,1
692,9355,388882,1
693,29979,54510,1
694,117144,440051,1
695,9180,29978,1
696,29775,157773,1
697,83659,83746,1
698,8553,348093,1
699,6310,23543,1
700,4163,65265,1
701,23636,54474,1
702,4739,11340,1
703,8664,80321,1
704,1820,3881,1
705,10524,24144,1
706,23475,81851,1
707,653,4223,1
708,84304,158297,1
709,9659,26240,1
710,54557,155465,1
711,7702,57473,1
712,11340,26505,1
713,117144,353140,1
714,9802,259234,1
715,9802,54165,1
716,6810,6843,1
717,79666,84456,1
718,3055,388677,1
719,2801,9724,1
720,89884,374407,1
721,81851,353143,1
722,9463,134553,1
723,23493,84616,1
724,2192,100526836,1
725,1406,54964,1
726,84914,125115,1
727,51352,388677,1
728,166,80256,1
729,9792,10524,1
730,10138,85403,1
731,6293,145483,1
732,2624,337968,1
733,79065,386682,1
734,57536,85403,1
735,87,79933,1
736,23216,64395,1
737,51282,84547,1
738,705,11178,1
739,10811,80321,1
740,1026,5575,1
741,159686,342574,1
742,7565,9463,1
743,54793,129401,1
744,57396,386674,1
745,11178,84823,1
746,6432,10921,1
747,11140,246100,1
748,2622,9278,1
749,373,143884,1
750,10020,125115,1
751,10102,81851,1
752,55093,64170,1
753,53339,53339,1
754,54662,114991,1
755,6660,7186,1
756,6925,51645,1
757,80321,84619,1
758,10817,55663,1
759,4336,90933,1
760,9240,55209,1
761,3801,7568,1
762,6293,56344,1
763,7589,80321,1
764,10483,10484,1
765,705,10521,1
766,81851,164312,1
767,10282,112755,1
768,1889,81850,1
769,29775,90957,1
770,11140,54550,1
771,54764,80342,1
772,3215,7185,1
773,51421,56254,1
774,9874,140735,1
775,23582,84271,1
776,11023,27111,1
777,80321,254173,1
778,386682,100526836,1
779,23281,64745,1
780,3224,125115,1
781,9830,26121,1
782,55075,386682,1
783,51019,112802,1
784,375791,386681,1
785,10320,80256,1
786,3885,80256,1
787,9463,81892,1
788,2801,51324,1
789,5129,29911,1
790,288,4665,1
791,80178,342574,1
792,6919,116115,1
793,3885,7707,1
794,5575,158798,1
795,162968,386676,1
796,5610,8575,1
797,5318,25894,1
798,7322,57159,1
799,23005,386675,1
800,7186,80022,1
801,23281,79862,1
802,3885,388962,1
803,5128,84661,1
804,58500,81565,1
805,8241,63978,1
806,3198,337968,1
807,26580,55850,1
808,60,1072,1
809,4188,80178,1
810,1522,3846,1
811,11007,85397,1
812,6687,11077,1
813,83444,284119,1
814,60680,83900,1
815,10152,145483,1
816,3224,7849,1
817,148103,386676,1
818,9552,56925,1
819,65003,374355,1
820,11077,164127,1
821,23281,202151,1
822,4223,23413,1
823,9586,440050,1
824,2622,342574,1
825,7481,386682,1
826,5152,8270,1
827,329,51027,1
828,8548,55885,1
829,862,5966,1
830,2010,117144,1
831,58498,100287171,1
832,54971,246176,1
833,10524,22806,1
834,51473,55007,1
835,2801,11140,1
836,5013,337880,1
837,705,5706,1
838,4356,53339,1
839,5829,7525,1
840,25959,55165,1
841,8559,386682,1
842,1102,10667,1
843,7869,386681,1
844,51421,55885,1
845,9841,23641,1
846,3215,7205,1
847,2592,80273,1
848,4163,57332,1
849,9782,25894,1
850,8559,64170,1
851,84616,337968,1
852,7159,10403,1
853,3885,9929,1
854,387264,440023,1
855,10174,92345,1
856,64518,83640,1
857,23281,79943,1
858,4111,391723,1
859,10464,27156,1
860,163050,386675,1
861,353137,375791,1
862,83755,83900,1
863,5987,8664,1
864,79065,83899,1
865,9099,56850,1
866,9841,60468,1
867,3433,4223,1
868,862,54550,1
869,23647,23647,1
870,3162,6804,1
871,4236,5080,1
872,5859,11043,1
873,353144,386681,1
874,5551,375791,1
875,11336,64395,1
876,81850,94005,1
877,27185,143884,1
878,57639,440295,1
879,25959,51076,1
880,22938,51645,1
881,7681,145483,1
882,5626,84871,1
883,8409,440050,1
884,284346,337968,1
885,23062,51072,1
886,705,90933,1
887,80258,126353,1
888,7186,126353,1
889,6804,441376,1
890,10152,81850,1
891,23412,120379,1
892,9457,51545,1
893,26121,116412,1
894,85291,353143,1
895,7775,60490,1
896,56850,84140,1
897,10687,146540,1
898,9146,84289,1
899,5480,29978,1
900,55340,89885,1
901,9146,9851,1
902,23671,388677,1
903,8878,11140,1
904,2815,3881,1
905,1857,10289,1
906,6909,375791,1
907,705,26031,1
908,118812,147183,1
909,53371,54955,1
910,4739,4792,1
911,6612,84838,1
912,6399,10302,1
913,1656,23149,1
914,3198,80270,1
915,10460,117286,1
916,9463,64221,1
917,7716,154881,1
918,56658,222166,1
919,5493,390792,1
920,221,3846,1
921,5080,170680,1
922,3801,64395,1
923,57127,375791,1
924,26505,135293,1
925,10934,171482,1
926,23413,246100,1
927,4357,9189,1
928,26165,414325,1
929,10606,10606,1
930,5152,25959,1
931,8601,353131,1
932,642,30000,1
933,2800,11178,1
934,3691,83900,1
935,6839,90933,1
936,373,55633,1
937,23281,145946,1
938,84311,284119,1
939,8629,24144,1
940,54793,79983,1
941,4654,6943,1
942,6274,170591,1
943,1435,23281,1
944,146279,159195,1
945,55138,80823,1
946,5080,84561,1
947,27158,84260,1
948,55048,143241,1
949,10282,147872,1
950,54865,80321,1
951,7753,29775,1
952,4223,7307,1
953,6348,29979,1
954,81850,253128,1
955,5080,56925,1
956,2669,11077,1
957,83900,386680,1
958,5141,5207,1
959,2622,58500,1
960,60468,79005,1
961,8688,121391,1
962,4591,6924,1
963,5082,65003,1
964,5966,148304,1
965,11316,80258,1
966,166,58524,1
967,3881,84707,1
968,54793,91156,1
969,29978,245929,1
970,1641,29911,1
971,9112,25894,1
972,9463,84221,1
973,7185,9818,1
974,84530,84530,1
975,11077,64927,1
976,29978,56107,1
977,85376,220004,1
978,5966,29119,1
979,3276,10290,1
980,56654,353323,1
981,1616,2801,1
982,81850,83463,1
983,1896,57185,1
984,57595,79959,1
985,9240,64745,1
986,6418,151246,1
987,25959,79444,1
988,3801,91156,1
989,2572,7163,1
990,56006,386681,1
991,7170,54535,1
992,11340,23623,1
993,116412,386675,1
994,7142,85294,1
995,583,10197,1
996,2801,114822,1
997,3630,81850,1
998,189,388677,1
999,5626,50808,1
1000,7307,84530,1
1001,7251,10318,1
1002,7186,9830,1
1003,10817,386681,1
1004,57532,440051,1
1005,1656,11281,1
1006,7918,23641,1
1007,55152,375791,1
1008,57159,79169,1
1009,3281,3801,1
1010,1522,11077,1
1011,7813,84984,1
1012,2740,81851,1
1013,57727,202559,1
1014,9319,353332,1
1015,56925,80264,1
1016,25945,375791,1
1017,50619,440295,1
1018,5585,8688,1
1019,10241,57332,1
1020,8187,29775,1
1021,358,4188,1
1022,116225,253980,1
1023,3868,3892,1
1024,83755,199834,1
1025,3885,60484,1
1026,2669,140691,1
1027,5013,353332,1
1028,4188,162968,1
1029,6310,11030,1
1030,7466,286753,1
1031,284111,440021,1
1032,5626,9747,1
1033,705,64753,1
1034,6633,6636,1
1035,8559,57594,1
1036,104,23567,1
1037,7431,84140,1
1038,23582,79943,1
1039,4824,147687,1
1040,1809,56896,1
1041,5886,7186,1
1042,79797,92595,1
1043,1838,7415,1
1044,3885,7545,1
1045,5080,55346,1
1046,3801,391257,1
1047,3885,89953,1
1048,4223,341567,1
1049,81850,84616,1
1050,339344,375791,1
1051,7984,9463,1
1052,5563,64599,1
1053,8087,399761,1
1054,22890,120379,1
1055,3603,9260,1
1056,9129,146310,1
1057,64927,386682,1
1058,5682,10287,1
1059,5829,25861,1
1060,4105,6602,1
1061,5439,9533,1
1062,353135,440023,1
1063,2054,144404,1
1064,11077,64844,1
1065,4760,6925,1
1066,6320,29978,1
1067,1649,122953,1
1068,57567,90933,1
1069,6804,387923,1
1070,4223,6447,1
1071,4739,388677,1
1072,3887,342574,1
1073,4222,57862,1
1074,8543,168544,1
1075,10445,123722,1
1076,5080,8907,1
1077,7813,164127,1
1078,3881,5565,1
1079,23149,152206,1
1080,55311,440295,1
1081,6426,6434,1
1082,3885,64518,1
1083,5987,58524,1
1084,4184,83899,1
1085,1822,85359,1
1086,1385,200186,1
1087,3885,10152,1
1088,4223,81704,1
1089,55810,112399,1
1090,84705,170954,1
1091,3881,340359,1
1092,22938,113174,1
1093,29119,80125,1
1094,85294,375791,1
1095,9513,91156,1
1096,84616,386674,1
1097,159989,339231,1
1098,29946,401541,1
1099,26039,83637,1
1100,9852,56952,1
1101,10524,60468,1
1102,4188,139081,1
1103,89796,115265,1
1104,4879,50628,1
1105,705,79618,1
1106,147687,220082,1
1107,4783,391257,1
1108,83899,386681,1
1109,8688,167838,1
1110,9099,10464,1
1111,60484,85294,1
1112,4678,8290,1
1113,8379,80705,1
1114,3198,254910,1
1115,5746,6993,1
1116,8038,83899,1
1117,5859,9618,1
1118,51379,84313,1
1119,1102,8398,1
1120,9975,386681,1
1121,3885,3892,1
1122,6449,8870,1
1123,66037,84528,1
1124,27238,84811,1
1125,3856,3884,1
1126,84527,386681,1
1127,166,4188,1
1128,5781,51053,1
1129,24144,112464,1
1130,9555,375791,1
1131,3851,57159,1
1132,84656,339231,1
1133,80321,85403,1
1134,5300,8030,1
1135,1879,57594,1
1136,10817,386682,1
1137,3939,3945,1
1138,468,89958,1
1139,84661,84936,1
1140,51309,653121,1
1141,220082,254187,1
1142,9463,64926,1
1143,10197,85403,1
1144,4088,8022,1
1145,5152,8559,1
1146,3886,79065,1
1147,10197,84708,1
1148,65983,65983,1
1149,202559,494514,1
1150,9135,51019,1
1151,2801,79571,1
1152,22919,22919,1
1153,50628,51324,1
1154,11211,23582,1
1155,5892,84445,1
1156,8452,253980,1
1157,3880,6605,1
1158,4236,11043,1
1159,7321,23609,1
1160,4223,200634,1
1161,9500,254187,1
1162,10667,54971,1
1163,115817,386683,1
1164,10399,23609,1
1165,56850,84708,1
1166,373,8629,1
1167,2274,116496,1
1168,55721,148137,1
1169,27309,80125,1
1170,91445,286451,1
1171,1656,57159,1
1172,4342,23299,1
1173,51361,137209,1
1174,7186,79843,1
1175,84324,100532737,1
1176,4188,389136,1
1177,55234,114932,1
1178,1406,84662,1
1179,4292,55536,1
1180,80143,246100,1
1181,27128,220082,1
1182,51361,92595,1
1183,26239,353140,1
1184,6310,256364,1
1185,4105,343930,1
1186,23281,253461,1
1187,29978,128488,1
1188,53826,56947,1
1189,83444,353323,1
1190,22913,79797,1
1191,3886,5013,1
1192,7565,54764,1
1193,9463,79618,1
1194,3219,84445,1
1195,22873,170954,1
1196,9146,389136,1
1197,51324,79869,1
1198,29979,246100,1
1199,83878,200081,1
1200,25959,79571,1
1201,5111,116173,1
1202,10152,79839,1
1203,5966,9463,1
1204,55282,56159,1
1205,9775,10419,1
1206,5013,85293,1
1207,5092,84708,1
1208,2316,54913,1
1209,4281,7321,1
1210,375791,388387,1
1211,11051,79869,1
1212,54474,386683,1
1213,55663,386682,1
1214,862,3801,1
1215,373,51204,1
1216,5300,23636,1
1217,56952,79892,1
1218,9354,9807,1
1219,3488,56947,1
1220,79058,81851,1
1221,3645,4223,1
1222,2896,353134,1
1223,5626,84245,1
1224,3848,3868,1
1225,4188,114971,1
1226,6258,10062,1
1227,79571,139324,1
1228,123722,254187,1
1229,7185,8837,1
1230,5152,10537,1
1231,4222,143884,1
1232,10445,84530,1
1233,9218,84873,1
1234,9025,57594,1
1235,11043,23294,1
1236,8100,24139,1
1237,63978,79005,1
1238,54507,284111,1
1239,83899,85291,1
1240,23281,51204,1
1241,287015,353135,1
1242,79898,440050,1
1243,50628,83899,1
1244,3853,3880,1
1245,22836,84456,1
1246,6919,9278,1
1247,7716,123722,1
1248,54544,84616,1
1249,6386,83638,1
1250,353134,391257,1
1251,4920,8403,1
1252,54502,201181,1
1253,3198,4956,1
1254,3860,9119,1
1255,90933,126375,1
1256,1822,337967,1
1257,2669,23281,1
1258,24144,254187,1
1259,3603,84456,1
1260,79955,79959,1
1261,6455,54754,1
1262,84699,220002,1
1263,29775,286380,1
1264,8161,55216,1
1265,9095,27287,1
1266,3885,55663,1
1267,4223,64763,1
1268,23243,138428,1
1269,5966,8934,1
1270,23294,153090,1
1271,3885,348174,1
1272,4110,6919,1
1273,4747,9099,1
1274,30008,84708,1
1275,8601,353137,1
1276,1741,6202,1
1277,3691,7205,1
1278,8313,143884,1
1279,79797,80321,1
1280,9051,25804,1
1281,27185,154313,1
1282,55138,79983,1
1283,373,57542,1
1284,115948,342574,1
1285,56915,283234,1
1286,9610,23216,1
1287,92595,220082,1
1288,9802,83640,1
1289,4223,440021,1
1290,337966,375791,1
1291,5575,55075,1
1292,23371,84970,1
1293,4105,6168,1
1294,8456,58524,1
1295,132158,337968,1
1296,286380,348093,1
1297,8440,388512,1
1298,55758,167691,1
1299,10445,55536,1
1300,84708,378951,1
1301,85294,399947,1
1302,6919,54764,1
1303,5940,339344,1
1304,6895,8575,1
1305,6602,90060,1
1306,3880,84260,1
1307,57159,64927,1
1308,5966,83746,1
1309,23544,114928,1
1310,2104,57698,1
1311,89885,192683,1
1312,7004,342574,1
1313,1794,440295,1
1314,6882,10513,1
1315,80833,89885,1
1316,9513,84106,1
1317,7681,83541,1
1318,7707,9240,1
1319,3281,51019,1
1320,57085,128872,1
1321,699,10425,1
1322,7163,51078,1
1323,57120,166793,1
1324,1032,55145,1
1325,4223,283237,1
1326,10900,55565,1
1327,375791,402117,1
1328,5709,23099,1
1329,9463,26009,1
1330,51350,80705,1
1331,4223,58524,1
1332,1645,5774,1
1333,7128,84708,1
1334,60491,80308,1
1335,3885,8559,1
1336,54869,375791,1
1337,9883,57511,1
1338,5864,5866,1
1339,8317,26205,1
1340,3885,644945,1
1341,579,11281,1
1342,23526,221302,1
1343,9978,353323,1
1344,9463,153527,1
1345,11077,63898,1
1346,3093,6048,1
1347,9541,80125,1
1348,10152,27185,1
1349,22920,339344,1
1350,24144,112869,1
1351,3050,440295,1
1352,4223,6138,1
1353,11345,140735,1
1354,8664,202243,1
1355,9753,54925,1
1356,9610,123722,1
1357,115572,146664,1
1358,5626,30008,1
1359,9811,51324,1
1360,2275,9639,1
1361,10717,146705,1
1362,2551,2553,1
1363,11178,137209,1
1364,85294,353134,1
