,Gene_ID,Disease_ID,label
98,123606,C1838192,1
99,1106,C0014544,1
100,1621,C0011570,1
101,627,C0422850,1
102,374955,C0032460,1
103,6469,C3714756,1
104,101180907,C1568247,1
105,7040,C0029456,1
106,7096,C0023343,1
107,2313,C0279980,1
108,554,C1845202,1
109,70,C0949658,1
110,21,C0020192,1
111,8989,C2936719,1
112,3440,C1719672,1
113,3035,C1266044,1
114,9575,C0011570,1
115,23411,C0004364,1
116,999,C0206692,1
117,5468,C0022116,1
118,36,C0004352,1
119,7471,C3808844,1
120,8725,C0919267,1
121,161436,C0036341,1
122,442910,C1458155,1
123,7253,C0151516,1
124,10063,C0024121,1
125,1128,C0751056,1
126,9582,C0007137,1
127,2634,C0151744,1
128,846,C3715128,1
129,51728,C0024623,1
130,5189,C0002452,1
131,7538,C0086873,1
132,6567,C0008370,1
133,89765,C3714756,1
134,2212,C0087086,1
135,7468,C1956097,1
136,3549,C0269102,1
137,3954,C0022333,1
138,545,C0024623,1
139,1143,C0422850,1
140,6925,C4317109,1
141,5450,C0008312,1
142,55733,C0036875,1
143,351,C0497327,1
144,2774,C0752205,1
145,8557,C0003886,1
146,4352,C0025149,1
147,4803,C0751847,1
148,8856,C0524620,1
149,23586,C0235874,1
150,5728,C0158995,1
151,430,C0007102,1
152,4192,C0751292,1
153,5321,C0006142,1
154,501,C3714756,1
155,4976,C0036341,1
156,23114,C0036341,1
157,6209,C0023434,1
158,7421,C0006142,1
159,3753,C3150956,1
160,1438,C2677877,1
161,5728,C0205789,1
162,4893,C0023487,1
163,3351,C0036337,1
164,284058,C0427201,1
165,23532,C1266042,1
166,4647,C1568248,1
167,847,C0494475,1
168,3593,C0034069,1
169,3827,C0458247,1
170,120892,C0242422,1
171,9150,C0086543,1
172,4436,C0009404,1
173,494337,C0085786,1
174,25937,C0270948,1
175,6335,C0393695,1
176,4914,C0027796,1
177,335,C3889979,1
178,1832,C0432330,1
179,6628,C0235874,1
180,231,C0269102,1
181,406887,C0086404,1
182,721,C0004352,1
183,6662,C1842462,1
184,7432,C0025363,1
185,1728,C0019061,1
186,3123,C0023290,1
187,9446,C0279626,1
188,3567,C4316791,1
189,4881,C0023212,1
190,10558,C0391976,1
191,1021,C0751886,1
192,4074,C0038356,1
193,9687,C0376358,1
194,4988,C0236969,1
195,596,C0751294,1
196,2890,C0036902,1
197,4297,C0026998,1
198,6389,C0007193,1
199,653361,C0020443,1
200,7054,C0751263,1
201,27306,C0086565,1
202,847,C0002152,1
203,1641,C1955869,1
204,1401,C0022661,1
205,29126,C0740858,1
206,8647,C0009402,1
207,11284,C0751495,1
208,5424,C0948896,1
209,6347,C4279912,1
210,8289,C0345905,1
211,5116,C0005586,1
212,64170,C1859353,1
213,4852,C0393672,1
214,3620,C0006142,1
215,84693,C3714756,1
216,6863,C0016059,1
217,2657,C0041207,1
218,9450,C0085742,1
219,538,C0086468,1
220,3569,C0919267,1
221,160492,C0024121,1
222,5580,C0242422,1
223,790,C0002895,1
224,4359,C2936719,1
225,1297,C0026760,1
226,5728,C0334611,1
227,25953,C0007134,1
228,11141,C0796206,1
229,6776,C0205641,1
230,2697,C0004352,1
231,26053,C0086237,1
232,1719,C1257931,1
233,9524,C3151462,1
234,3295,C0543888,1
235,1565,C0234376,1
236,6906,C0023893,1
237,7109,C0274861,1
238,3756,C0036341,1
239,1769,C4316881,1
240,3752,C4225340,1
241,10858,C0276496,1
242,6517,C0002152,1
243,4968,C0205645,1
244,116115,C0025363,1
245,8797,C0027497,1
246,100048912,C0269102,1
247,10347,C0011265,1
248,2921,C0311375,1
249,113189,C0427202,1
250,93664,C0029231,1
251,8626,C0206762,1
252,4282,C0087031,1
253,2668,C0038220,1
254,6648,C0151526,1
255,4233,C0280783,1
256,23352,C0025202,1
257,2677,C0005779,1
258,10551,C0678222,1
259,2301,C0345050,1
260,7538,C0021368,1
261,347733,C0025958,1
262,4524,C0559031,1
263,6305,C3695063,1
264,3219,C0678222,1
265,5468,C0598784,1
266,2898,C4316881,1
267,4722,C0751651,1
268,4638,C1527311,1
269,249,C0751123,1
270,1244,C4279912,1
271,26191,C3837958,1
272,1240,C0011581,1
273,3596,C0086196,1
274,8242,C1266044,1
275,4549,C0751068,1
276,1207,C0025202,1
277,100303453,C0036341,1
278,785,C0007959,1
279,2321,C1266044,1
280,9002,C0008370,1
281,2902,C0234230,1
282,5585,C1319315,1
283,5444,C0268743,1
284,3973,C2673497,1
285,6921,C0007134,1
286,10769,C0205699,1
287,1141,C3696898,1
288,2056,C0002871,1
289,2353,C0149504,1
290,136647,C0432267,1
291,492,C0205647,1
292,1892,C0751267,1
293,325,C1959583,1
294,151507,C0751254,1
295,355,C0020532,1
296,6659,C0019208,1
297,4629,C0023467,1
298,65018,C0041696,1
299,4842,C0476201,1
300,4843,C0311335,1
301,3586,C2936719,1
302,624,C0041696,1
303,8407,C1262760,1
304,3084,C0032460,1
305,59344,C0079154,1
306,7069,C0024668,1
307,2030,C0030297,1
308,2571,C1571984,1
309,3425,C3714756,1
310,1364,C1257931,1
311,7084,C0003886,1
312,1393,C0041696,1
313,2052,C0205698,1
314,183,C0017668,1
315,6581,C0011860,1
316,5529,C1257806,1
317,1266,C0376358,1
318,7421,C0029434,1
319,1956,C0993582,1
320,56172,C3714756,1
321,4129,C3714756,1
322,51741,C0006142,1
323,1356,C0022716,1
324,793,C0022658,1
325,5122,C2676498,1
326,11152,C0030567,1
327,5209,C0037274,1
328,6649,C1959583,1
329,64866,C0013146,1
330,7069,C0205698,1
331,5733,C3658302,1
332,5340,C0041755,1
333,162514,C4225339,1
334,8927,C0018799,1
335,664616,C0007095,1
336,7348,C1257931,1
337,84162,C0003886,1
338,10772,C1136382,1
339,5617,C0752101,1
340,9582,C0006826,1
341,8412,C0029231,1
342,2645,C0011860,1
343,4318,C0271674,1
344,4763,C0023467,1
345,1822,C0751781,1
346,1387,C0079765,1
347,3425,C0220994,1
348,81857,C4225323,1
349,1583,C0001623,1
350,9373,C3714756,1
351,2064,C0751291,1
352,5602,C0238111,1
353,3939,C0036529,1
354,407026,C0860207,1
355,3066,C0349204,1
356,79581,C3553538,1
357,2118,C1458155,1
358,84159,C0023452,1
359,2009,C4284594,1
360,2,C0023893,1
361,6513,C0025363,1
362,3418,C0023467,1
363,79809,C0038586,1
364,7545,C0030044,1
365,10000,C4014738,1
366,1137,C0085541,1
367,3456,C4317109,1
368,8312,C2239176,1
369,8971,C0152013,1
370,4292,C0027831,1
371,1294,C4302547,1
372,81704,C0917816,1
373,25942,C0020256,1
374,567,C0018799,1
375,55997,C1167664,1
376,7124,C0042109,1
377,54206,C0014175,1
378,406911,C0019193,1
379,8567,C3714756,1
380,3290,C0011853,1
381,5806,C0274862,1
382,81578,C0236736,1
383,5368,C0751265,1
384,10499,C0678222,1
385,3553,C0422852,1
386,4318,C0033578,1
387,1129,C0149622,1
388,1120,C0751651,1
389,5426,C0009404,1
390,3315,C3711384,1
391,130557,C3150879,1
392,3866,C0010606,1
393,1823,C0025202,1
394,4521,C0158995,1
395,5376,C2350037,1
396,142,C0917798,1
397,6347,C0027626,1
398,107,C0149925,1
399,3265,C0019208,1
400,7109,C0751851,1
401,442913,C0600427,1
402,358,C2973725,1
403,390594,C1836472,1
404,1302,C0452138,1
405,3190,C3714756,1
406,5914,C0006142,1
407,4313,C0024796,1
408,545,C0017638,1
409,255022,C0005695,1
410,51561,C0033860,1
411,56923,C0001973,1
412,727857,C0152427,1
413,9536,C0020295,1
414,51083,C0020538,1
415,6752,C0311335,1
416,2543,C0205642,1
417,8837,C1955906,1
418,6323,C0393702,1
419,5325,C1708349,1
420,673,C0280783,1
421,146057,C0752120,1
422,221692,C0010054,1
423,6421,C4505456,1
424,54658,C1112213,1
425,6282,C0027626,1
426,4624,C3495498,1
427,4495,C0014859,1
428,358,C0008340,1
429,220296,C1854416,1
430,10586,C4014540,1
431,3416,C0750901,1
432,5265,C0024713,1
433,1408,C0023473,1
434,7039,C0205874,1
435,3952,C0920563,1
436,7157,C3683846,1
437,116519,C0020479,1
438,57010,C0339535,1
439,5816,C4317123,1
440,545,C0152013,1
441,196,C0971858,1
442,22930,C0796037,1
443,4683,C1961102,1
444,59341,C0393547,1
445,57465,C0795927,1
446,23411,C0270715,1
447,3021,C0205698,1
448,4353,C0007193,1
449,4204,C1279420,1
450,5191,C1866351,1
451,57084,C0005586,1
452,6576,C2746066,1
453,1571,C0015696,1
454,124925,C0023893,1
455,1244,C0860207,1
456,23418,C3151202,1
457,256297,C1850096,1
458,4093,C1969342,1
459,348980,C0422854,1
460,335,C4505456,1
461,6513,C0007621,1
462,2203,C0271713,1
463,2317,C1848934,1
464,7442,C0234254,1
465,57728,C0403553,1
466,5594,C0009171,1
467,64093,C0023893,1
468,5468,C0025202,1
469,6530,C0001973,1
470,4914,C0020072,1
471,2147,C0887799,1
472,1786,C0027889,1
473,116442,C0014544,1
474,3612,C0270824,1
475,2212,C0026691,1
476,207,C1861906,1
477,6647,C4277682,1
478,7389,C0751177,1
479,10460,C0005684,1
480,2041,C0494463,1
481,6337,C2751666,1
482,9992,C3150954,1
483,84225,C4014454,1
484,2099,C1563937,1
485,4729,C0005587,1
486,2175,C0005684,1
487,154288,C0020217,1
488,93,C3178807,1
489,646960,C3714756,1
490,7287,C0339527,1
491,4049,C0019147,1
492,240,C0751214,1
493,1051,C0034069,1
494,627,C0270611,1
495,131566,C0038356,1
496,695,C0023434,1
497,57167,C0751083,1
498,3630,C0702169,1
499,1280,C0265279,1
500,57412,C0751851,1
501,23493,C1458155,1
502,5742,C0678222,1
503,231,C0524524,1
504,2110,C0751651,1
505,6569,C0015624,1
506,7124,C0003165,1
507,4780,C1959583,1
508,9104,C0019208,1
509,2091,C0004364,1
510,842,C0007786,1
511,126792,C0282577,1
512,5743,C0033578,1
513,2178,C0278996,1
514,5720,C0019693,1
515,2247,C0282126,1
516,1141,C0085541,1
517,7428,C4302111,1
518,6041,C0023893,1
519,7296,C0086237,1
520,51185,C0000771,1
521,3553,C0024809,1
522,8243,C0005684,1
523,5743,C0041696,1
524,5950,C0024668,1
525,6736,C2936419,1
526,130814,C0023893,1
527,4255,C0017638,1
528,5981,C0001973,1
529,84925,C0279702,1
530,7422,C0242350,1
531,3146,C0013221,1
532,3605,C0021368,1
533,5728,C0015695,1
534,493869,C0023893,1
535,3123,C0751324,1
536,28976,C0220994,1
537,6812,C2677326,1
538,8710,C3810072,1
539,3557,C0751408,1
540,5184,C3494247,1
541,477,C1865322,1
542,1739,C0158646,1
543,10265,C0332712,1
544,8575,C0752206,1
545,2263,C0265326,1
546,10019,C0751956,1
547,23512,C0205646,1
548,2328,C2713442,1
549,2038,C0158995,1
550,57545,C0009363,1
551,2261,C1336708,1
552,3558,C0002871,1
553,1468,C0024667,1
554,26011,C0024713,1
555,207,C0242379,1
556,6548,C0035126,1
557,692088,C0086692,1
558,1475,C0334588,1
559,344805,C0038580,1
560,51761,C0004138,1
561,7428,C0438413,1
562,8643,C0004779,1
563,55783,C0010606,1
564,4803,C0020071,1
565,57144,C0349204,1
566,492,C0020428,1
567,1316,C0024623,1
568,1130,C2673809,1
569,3295,C0037769,1
570,51,C0282528,1
571,2896,C0751072,1
572,5728,C0018553,1
573,3593,C0949272,1
574,4041,C3714756,1
575,4792,C2931822,1
576,3815,C0272203,1
577,60,C0242184,1
578,2668,C0030567,1
579,60,C0007097,1
580,1816,C0005587,1
581,488,C0525045,1
582,4282,C0022548,1
583,3558,C0424295,1
584,30813,C0271574,1
585,23753,C0376358,1
586,442915,C0007095,1
587,11277,C1860518,1
588,7040,C0029458,1
589,3972,C0020514,1
590,2692,C1527249,1
591,2078,C1879321,1
592,5368,C0087169,1
593,1974,C0006142,1
594,9948,C0029456,1
595,781,C0751211,1
596,4547,C1970051,1
597,9131,C0751207,1
598,2994,C0024530,1
599,51083,C0001973,1
600,6897,C0158353,1
601,3084,C0011581,1
602,8314,C0025202,1
603,1630,C0009404,1
604,23230,C1527249,1
605,6608,C0457190,1
606,1813,C0422853,1
607,1311,C1851537,1
608,581,C0750900,1
609,324,C0021390,1
610,3356,C1527303,1
611,1512,C0205734,1
612,3981,C0431350,1
613,2052,C0024121,1
614,7414,C0751406,1
615,41,C0917798,1
616,56983,C0406811,1
617,28514,C0006142,1
618,4204,C0236736,1
619,785,C0004138,1
620,5915,C0269102,1
621,50813,C0024623,1
622,8575,C0752207,1
623,120227,C1838657,1
624,3588,C0019163,1
625,80208,C0023520,1
626,4842,C0422850,1
627,183,C0027055,1
628,2202,C0205641,1
629,1956,C0376634,1
630,4524,C0524948,1
631,27086,C1510586,1
632,3340,C3714756,1
633,4091,C3542024,1
634,4318,C0264393,1
635,2936,C0860207,1
636,22996,C0345904,1
637,7046,C0007114,1
638,118856,C1167664,1
639,6530,C0525045,1
640,10013,C0919267,1
641,1629,C1855369,1
642,5743,C0029172,1
643,6530,C0494475,1
644,5245,C1708349,1
645,51360,C0152427,1
646,58508,C0205644,1
647,9573,C0751365,1
648,23154,C1527249,1
649,10274,C0917816,1
650,5781,C0010828,1
651,1650,C0282577,1
652,84342,C0543888,1
653,999,C0205697,1
654,3440,C1568868,1
655,6870,C0036341,1
656,3240,C0342257,1
657,2155,C2937358,1
658,283316,C0025202,1
659,5015,C4225436,1
660,200315,C0027651,1
661,57105,C0034069,1
662,5601,C0027627,1
663,84634,C0342543,1
664,2628,C0205697,1
665,43,C0750900,1
666,3115,C0269102,1
667,6337,C1449842,1
668,2354,C0087031,1
669,6095,C0085159,1
670,5443,C0010481,1
671,7422,C0496899,1
672,4000,C1527383,1
673,7422,C0751522,1
674,84152,C0752196,1
675,1141,C0151572,1
676,4072,C1257925,1
677,8314,C1384406,1
678,2897,C3496069,1
679,6323,C0009952,1
680,627,C0014549,1
681,9759,C3203102,1
682,1137,C0021368,1
683,4692,C0205697,1
684,1815,C0040188,1
685,4286,C0344456,1
686,1291,C0242379,1
687,26227,C1866174,1
688,6647,C0524611,1
689,27042,C0085758,1
690,3949,C0342881,1
691,57534,C0494475,1
692,406912,C4279912,1
693,10717,C3279738,1
694,581,C0021364,1
695,23533,C0004138,1
696,2775,C0393706,1
697,1141,C0004352,1
698,79822,C0014175,1
699,6462,C0001973,1
700,9429,C0008312,1
701,3688,C0033141,1
702,7357,C0023893,1
703,8625,C1859536,1
704,5264,C0007959,1
705,25914,C3553831,1
706,83699,C3714758,1
707,9227,C4279912,1
708,8863,C0005586,1
709,5599,C0011615,1
710,29072,C0010606,1
711,2572,C3495874,1
712,5444,C0025517,1
713,7538,C0011603,1
714,966,C0158995,1
715,2516,C2751825,1
716,6844,C0036341,1
717,3767,C0020459,1
718,60481,C4014812,1
719,6505,C4048158,1
720,7051,C0086565,1
721,3690,C0040034,1
722,10902,C0014175,1
723,1431,C0028754,1
724,973,C0001768,1
725,54822,C1335177,1
726,5327,C0242426,1
727,5328,C0750986,1
728,7170,C0205642,1
729,3586,C0003865,1
730,7704,C3714756,1
731,9173,C0993582,1
732,4923,C0751407,1
733,5265,C0030328,1
734,1906,C0234238,1
735,145258,C0029434,1
736,9229,C0036341,1
737,2263,C0007103,1
738,6531,C0011206,1
739,4233,C1140680,1
740,5832,C3714756,1
741,598,C0205647,1
742,369,C1319315,1
743,4353,C0700292,1
744,2053,C0020445,1
745,3981,C0175691,1
746,4843,C4316903,1
747,5324,C1260965,1
748,3953,C0393835,1
749,22992,C0009402,1
750,796,C0393786,1
751,2,C0024115,1
752,1051,C0270611,1
753,3552,C4279912,1
754,8309,C4310624,1
755,5313,C0340968,1
756,476,C0205646,1
757,406886,C4279912,1
758,8350,C0017638,1
759,4852,C0751217,1
760,2353,C0236733,1
761,7171,C0014859,1
762,2893,C0013146,1
763,255082,C0476089,1
764,3667,C0032927,1
765,3458,C0032300,1
766,8148,C0235874,1
767,1471,C0750901,1
768,6929,C0023453,1
769,6648,C0270846,1
770,1808,C0750900,1
771,54658,C1565662,1
772,1234,C0043124,1
773,596,C0205641,1
774,2737,C1968949,1
775,210,C0018939,1
776,4085,C0279626,1
777,3479,C1257931,1
778,572,C0751021,1
779,6648,C0162871,1
780,3606,C4302111,1
781,5728,C2314896,1
782,7421,C0007785,1
783,55691,C0038580,1
784,407011,C4279912,1
785,3556,C0235874,1
786,4313,C2936380,1
787,161424,C0678222,1
788,3688,C1449563,1
789,8863,C0023473,1
790,10137,C0036337,1
791,84062,C0011570,1
792,3108,C0086457,1
793,401207,C0038580,1
794,2147,C0005779,1
795,83938,C1510472,1
796,81693,C0022660,1
797,6584,C0345967,1
798,6785,C1855465,1
799,3376,C0008370,1
800,64218,C0035334,1
801,6531,C0033941,1
802,6529,C0234533,1
803,8788,C3463824,1
804,7436,C0394006,1
805,59,C1619692,1
806,6898,C0268487,1
807,1280,C0027092,1
808,5617,C0752097,1
809,718,C0238281,1
810,3569,C0018681,1
811,2890,C0023186,1
812,118429,C0376358,1
813,5251,C0010278,1
814,5925,C3179349,1
815,6251,C0751406,1
816,4878,C0205643,1
817,1277,C0239946,1
818,6606,C2931844,1
819,5915,C0242379,1
820,1543,C0039239,1
821,1392,C0751408,1
822,27125,C4085597,1
823,8091,C0745730,1
824,574506,C4277682,1
825,5443,C0019337,1
826,7124,C0751211,1
827,146057,C0004138,1
828,6571,C0752101,1
829,55198,C4316881,1
830,10367,C0751265,1
831,7422,C0006118,1
832,4057,C4277682,1
833,2247,C0025500,1
834,2065,C0154017,1
835,1012,C0740858,1
836,9719,C0282631,1
837,147409,C1854310,1
838,2056,C0033141,1
839,1947,C1876203,1
840,217,C0001969,1
841,6999,C0036341,1
842,5567,C0376358,1
843,4908,C0013080,1
844,2915,C0393672,1
845,6201,C0678222,1
846,6348,C1563937,1
847,23780,C0031391,1
848,840,C0027055,1
849,301,C0152013,1
850,1565,C1269683,1
851,4915,C0004114,1
852,58,C0175709,1
853,326,C0085859,1
854,4879,C0020649,1
855,3612,C0494475,1
856,5080,C0521573,1
857,6750,C4505436,1
858,574455,C1262760,1
859,190,C0432475,1
860,1040,C4277682,1
861,2348,C0751456,1
862,3161,C0006142,1
863,407021,C0006142,1
864,126328,C2936907,1
865,84181,C0033578,1
866,2098,C0700292,1
867,5277,C0024790,1
868,93426,C4310782,1
869,1029,C2314896,1
870,540,C0678222,1
871,1814,C0751494,1
872,2894,C0011570,1
873,84334,C0751651,1
874,401474,C0751120,1
875,596,C0018671,1
876,7915,C0393598,1
877,213,C0239946,1
878,79147,C0086543,1
879,4919,C0027627,1
880,3455,C4225260,1
881,406997,C0011860,1
882,8398,C0005586,1
883,2056,C0036529,1
884,440138,C3150913,1
885,4361,C1858391,1
886,847,C0027627,1
887,7036,C0018995,1
888,5173,C0233477,1
889,1769,C1456784,1
890,5395,C0009405,1
891,7409,C0278510,1
892,389400,C0006142,1
893,91754,C0265987,1
894,2741,C4316810,1
895,4803,C0750906,1
896,51738,C0422855,1
897,4502,C0282612,1
898,109580095,C0271979,1
899,6678,C0029434,1
900,1268,C0009171,1
901,5743,C0020538,1
902,3440,C0021845,1
903,145270,C1527249,1
904,5469,C1262760,1
905,1786,C0009375,1
906,282617,C0086196,1
907,3569,C0011206,1
908,4513,C1527249,1
909,5020,C0751407,1
910,8314,C0887900,1
911,23411,C0085762,1
912,653361,C0022661,1
913,1302,C0265253,1
914,26762,C0022660,1
915,345193,C1850362,1
916,57030,C0422852,1
917,4057,C0151526,1
918,3670,C0005695,1
919,406892,C0027627,1
920,2247,C0422852,1
921,339487,C0282313,1
922,10290,C0546264,1
923,7421,C0007138,1
924,2120,C0013222,1
925,2176,C0023418,1
926,10758,C3279754,1
927,472,C0005695,1
928,4286,C0007621,1
929,3557,C1623038,1
930,11133,C3714756,1
931,5395,C0751588,1
932,3552,C0860207,1
933,3263,C4277682,1
934,580,C1140680,1
935,595,C0205642,1
936,5087,C3714756,1
937,22902,C0751852,1
938,11132,C0025363,1
939,1639,C0242422,1
940,6566,C1855577,1
941,7124,C0002895,1
942,346288,C0206726,1
943,4162,C0600467,1
944,2672,C0752121,1
945,5594,C0243026,1
946,3265,C0040136,1
947,8912,C0543888,1
948,4522,C1866559,1
949,79042,C0004138,1
950,928,C0205852,1
951,25,C0006413,1
952,59340,C0033774,1
953,4502,C0033578,1
954,2099,C0750900,1
955,2572,C4505436,1
956,3098,C0002152,1
957,1889,C0085758,1
958,3021,C0205696,1
959,3617,C0339510,1
960,55033,C0345050,1
961,3559,C0002171,1
962,7274,C3714756,1
963,335,C0473527,1
964,26580,C0037773,1
965,5443,C4048158,1
966,9446,C0086692,1
967,3856,C0279702,1
968,57231,C0004138,1
969,50944,C0279702,1
970,348980,C0014544,1
971,139105,C0087031,1
972,7849,C1563716,1
973,51292,C0205644,1
974,7409,C0023493,1
975,3119,C0030805,1
976,5413,C0751733,1
977,2294,C2677362,1
978,3158,C0026640,1
979,9844,C3658302,1
980,2034,C0154045,1
981,348980,C0543888,1
982,843,C0699791,1
983,2353,C0751494,1
984,440193,C0752123,1
985,10131,C0235874,1
986,151,C0024115,1
987,407010,C4277682,1
988,114,C0424295,1
989,5290,C0009402,1
990,6774,C0233794,1
991,2260,C0334580,1
992,4852,C0004096,1
993,836,C0154659,1
994,57733,C0013222,1
995,5078,C0205734,1
996,3952,C0023893,1
997,2475,C1140680,1
998,4292,C0496920,1
999,11009,C0000822,1
1000,2588,C3179194,1
1001,7681,C0342543,1
1002,5743,C0027651,1
1003,10102,C0035410,1
1004,7099,C1527249,1
1005,3725,C0452047,1
1006,2623,C0158995,1
1007,5149,C0152200,1
1008,55180,C0020796,1
1009,55714,C0009171,1
1010,2118,C0033578,1
1011,1440,C0752262,1
1012,5979,C0025269,1
1013,1158,C0009375,1
1014,5599,C0036341,1
1015,26012,C0024668,1
1016,4357,C0025202,1
1017,4524,C0750900,1
1018,2566,C0751057,1
1019,3479,C0011206,1
1020,91949,C0008370,1
1021,4534,C3661489,1
1022,255239,C0009171,1
1023,33,C0220711,1
1024,2289,C0041696,1
1025,3356,C0232766,1
1026,51057,C0152427,1
1027,2146,C2931150,1
1028,5970,C0027659,1
1029,1890,C0009404,1
1030,8809,C0085742,1
1031,80114,C0011570,1
1032,4976,C0086743,1
1033,3091,C0006142,1
1034,8614,C0400966,1
1035,25792,C0751093,1
1036,6239,C0795907,1
1037,2253,C3552574,1
1038,9355,C0003873,1
1039,57733,C0029231,1
1040,406934,C0027055,1
1041,6772,C3151088,1
1042,5255,C1845151,1
1043,4291,C0038356,1
1044,1111,C0006142,1
1045,5396,C3494425,1
1046,8000,C0024623,1
1047,4625,C0027051,1
1048,23092,C3463824,1
1049,90411,C1856883,1
1050,6863,C0751371,1
1051,23,C0020517,1
1052,2162,C0042487,1
1053,2784,C1848172,1
1054,6911,C4274761,1
1055,5352,C3714758,1
1056,54583,C0154040,1
1057,282991,C0023893,1
1058,3479,C0005586,1
1059,3048,C0376358,1
1060,4538,C1839040,1
1061,221037,C1333813,1
1062,10278,C1527249,1
1063,2146,C3714756,1
1064,100302221,C4277682,1
1065,4843,C0178540,1
1066,5087,C0013170,1
1067,9370,C1847529,1
1068,627,C1859049,1
1069,7372,C0678222,1
1070,51129,C0007097,1
1071,2296,C0339573,1
1072,4843,C0013990,1
1073,3576,C0040136,1
1074,55703,C1859301,1
1075,132158,C3887877,1
1076,1906,C0020649,1
1077,7486,C0549473,1
1078,147495,C0028754,1
1079,8635,C0085584,1
1080,1192,C0006142,1
1081,26277,C0010828,1
1082,3746,C4015420,1
1083,26,C0020538,1
1084,3479,C0751212,1
1085,4548,C0036341,1
1086,8570,C0149925,1
1087,8912,C4317339,1
1088,4665,C1266119,1
1089,2020,C1510586,1
1090,3248,C0345408,1
1091,7167,C0279626,1
1092,55567,C1527249,1
1093,2597,C0700292,1
1094,393,C4505456,1
1095,10160,C1510472,1
1096,111,C0242698,1
1097,341,C0018801,1
1098,2902,C0751212,1
1099,3205,C0005684,1
1100,10019,C1961102,1
1101,7157,C0085136,1
1102,10891,C0006079,1
1103,406913,C0027055,1
1104,4282,C0009319,1
1105,132884,C1527249,1
1106,1778,C1956147,1
1107,23411,C0027055,1
1108,23522,C0028326,1
1109,898,C1458155,1
1110,100302284,C4279912,1
1111,1535,C1563937,1
1112,1012,C0013146,1
1113,2353,C0236736,1
1114,1719,C0003873,1
1115,81565,C3714758,1
1116,10131,C0024623,1
1117,22998,C0038586,1
1118,51293,C3150900,1
1119,79143,C4310673,1
1120,23274,C0162538,1
1121,4485,C0010346,1
1122,100616127,C4277682,1
1123,6649,C0018801,1
1124,8202,C0279530,1
1125,219,C0009375,1
1126,3759,C0311375,1
1127,9213,C0521174,1
1128,3815,C0221013,1
1129,4320,C0007131,1
1130,27232,C0019189,1
1131,3757,C0035828,1
1132,9177,C0001973,1
1133,7170,C2750414,1
1134,5781,C0015306,1
1135,3553,C0020452,1
1136,406902,C0205695,1
1137,2744,C0000786,1
1138,5954,C0023893,1
1139,3880,C0007621,1
1140,4221,C0206695,1
1141,10516,C2931134,1
1142,887,C0600427,1
1143,3572,C0751845,1
1144,832,C0205699,1
1145,6718,C0008370,1
1146,8339,C0033578,1
1147,10806,C4277690,1
1148,79759,C0205769,1
1149,11277,C0242380,1
1150,124222,C0027643,1
1151,2741,C0752198,1
1152,4842,C0014848,1
1153,1200,C0220994,1
1154,9370,C0524620,1
1155,834,C0028754,1
1156,358,C0751408,1
1157,6343,C0009439,1
1158,3683,C0004943,1
