Drug_ID,Protein_ID,label
DB00721,Q15822,1
DB05390,P41231,1
DB01454,P31645,1
DB01224,P35462,1
DB00200,P22033,1
DB04922,Q9NY47,1
DB07494,Q494W8,1
DB08385,O00519,1
DB07020,P45984,1
DB03758,Q15120,1
DB06147,P11511,1
DB01095,P10635,1
DB00114,P34896,1
DB00439,P08684,1
DB05096,Q14832,1
DB01085,P08172,1
DB03179,Q86VU5,1
DB06678,P28335,1
DB03757,Q9UNI1,1
DB00338,P33261,1
DB00458,P23975,1
DB00945,Q04828,1
DB00812,P35354,1
DB07934,P00734,1
DB00622,P20813,1
DB00613,P10632,1
DB06605,P11712,1
DB07374,P61313,1
DB00575,P18089,1
DB07347,P04406,1
DB06016,P08908,1
DB05207,P14778,1
DB01403,P35462,1
DB04400,P00439,1
DB00174,O43776,1
DB00155,P29475,1
DB06695,P54855,1
DB06678,P28223,1
DB00289,Q12879,1
DB06944,P24941,1
DB00655,P08684,1
DB05424,P00533,1
DB01695,P60174,1
DB00143,Q03013,1
DB00594,P19801,1
DB00157,O95182,1
DB00670,P11229,1
DB01102,P13945,1
DB01207,P21731,1
DB00126,P19021,1
DB00734,P35367,1
DB00824,Q07343,1
DB00661,O00305,1
DB00268,P28221,1
DB00659,Q14957,1
DB03760,Q15120,1
DB06216,P35367,1
DB01018,P18089,1
DB07390,P08254,1
DB00313,P10632,1
DB00411,Q15822,1
DB00200,Q9BXJ7,1
DB01622,P35348,1
DB07701,P22303,1
DB00167,Q9NSE4,1
DB00318,P24462,1
DB07080,O75469,1
DB00889,P20815,1
DB09053,P08684,1
DB06069,P11387,1
DB00543,P18825,1
DB00598,P08588,1
DB04395,P06239,1
DB02494,P62829,1
DB04574,P05177,1
DB02264,P05230,1
DB04006,P24941,1
DB06844,P20248,1
DB01024,P22309,1
DB01122,P22303,1
DB04836,P23975,1
DB03130,Q04760,1
DB06216,P18825,1
DB07621,P11509,1
DB00197,P54855,1
DB06616,P08684,1
DB06931,O95749,1
DB04234,P43235,1
DB01011,P15538,1
DB07167,P07333,1
DB07344,Q8IVS2,1
DB04369,P35030,1
DB05290,P25101,1
DB08354,P68400,1
DB04855,O95069,1
DB07107,P17612,1
DB00016,P19235,1
DB00371,Q9UN88,1
DB07468,Q7Z406,1
DB00343,P10635,1
DB00675,Q05655,1
DB01942,Q9NQX3,1
DB04534,P29474,1
DB02638,P47901,1
DB01198,P08684,1
DB00296,Q9Y5Y9,1
DB00729,P20309,1
DB01221,P30939,1
DB00952,P28222,1
DB09082,P08684,1
DB00153,Q02318,1
DB02400,P15559,1
DB03206,Q9UKM7,1
DB02800,P34896,1
DB04530,Q99418,1
DB07987,P08254,1
DB00176,P31645,1
DB06594,P05177,1
DB00031,P02671,1
DB00195,P07550,1
DB02010,P48736,1
DB01171,P11712,1
DB00087,P02746,1
DB01496,P31644,1
DB00543,P28472,1
DB01142,P08684,1
DB00905,P43115,1
DB02640,P50579,1
DB01039,P08684,1
DB02648,P43155,1
DB00025,P07307,1
DB00496,P11229,1
DB01834,P09211,1
DB08690,O14957,1
DB04464,P15954,1
DB00945,Q9Y478,1
DB09078,P35916,1
DB00996,Q9NY47,1
DB00558,Q9Y3R4,1
DB01196,P11137,1
DB00482,P35354,1
DB00624,P04798,1
DB01611,Q9NR96,1
DB04395,P78362,1
DB08896,P20813,1
DB03461,Q92506,1
DB00835,P20309,1
DB01028,P34903,1
DB01588,P28476,1
DB07401,O14949,1
DB00518,Q71U36,1
DB02325,P01375,1
DB08800,P35367,1
DB04315,P49411,1
DB01873,P04350,1
DB00292,P14867,1
DB00520,P08684,1
DB01392,P28335,1
DB02901,P05108,1
DB05283,P05177,1
DB00889,P04798,1
DB00540,P08684,1
DB04513,P62158,1
DB00893,P68871,1
DB00976,P20815,1
DB01393,P08684,1
DB02262,Q02127,1
DB02281,Q13126,1
DB08164,P27487,1
DB07088,P07477,1
DB06237,O76074,1
DB01268,P08684,1
DB00197,Q9HAW7,1
DB00674,Q9GZZ6,1
DB03435,Q7Z4J2,1
DB03783,P11712,1
DB00763,P11712,1
DB02772,P61626,1
DB06096,P28222,1
DB06097,Q02224,1
DB00642,P04818,1
DB00554,P35354,1
DB00126,Q02809,1
DB01234,P05108,1
DB06616,P00519,1
DB00551,P39900,1
DB01251,Q15842,1
DB00333,Q8TCU5,1
DB00641,P11712,1
DB03892,P29475,1
DB00321,P20309,1
DB01018,P08913,1
DB00721,Q01959,1
DB01159,Q6W5P4,1
DB06927,P03372,1
DB01151,P31645,1
DB06917,P09960,1
DB00470,P11509,1
DB00490,P24462,1
DB00408,P47898,1
DB00741,P04083,1
DB00637,P35367,1
DB01087,P08684,1
DB09068,P08908,1
DB00163,P09210,1
DB00073,P12318,1
DB00361,P10635,1
DB01094,P05177,1
DB01173,Q9Y5Y9,1
DB02494,P84098,1
DB05216,P10721,1
DB00887,P13569,1
DB02236,P22102,1
DB01023,Q9NY47,1
DB00489,P07550,1
DB03149,P23946,1
DB00549,P23219,1
DB01162,P25100,1
DB00019,P08246,1
DB01189,P47869,1
DB07479,P06746,1
DB00441,P32320,1
DB00078,P31994,1
DB04741,P31930,1
DB00502,P21728,1
DB01403,P35368,1
DB01435,P05181,1
DB01565,O60858,1
DB00364,P02671,1
DB00898,P17787,1
DB05472,P17181,1
DB00418,P14867,1
DB02079,P21549,1
DB02701,P10635,1
DB03039,P00918,1
DB01226,P08172,1
DB00232,P00915,1
DB02325,P30793,1
DB00169,P08684,1
DB05816,P21728,1
DB00171,O14727,1
DB01065,P05177,1
DB00356,Q12791,1
DB01277,P17936,1
DB08231,P43080,1
DB00834,P06401,1
DB01267,P35348,1
DB00564,P08684,1
DB08674,P49356,1
DB02342,P21964,1
DB00909,O60939,1
DB00921,P11712,1
DB00724,Q9NYK1,1
DB02701,P00338,1
DB05435,Q5NUL3,1
DB09570,P33261,1
DB00794,O14764,1
DB03516,Q06278,1
DB06692,P17538,1
DB07410,O95749,1
DB04512,Q8WX39,1
DB00361,P08684,1
DB00201,Q14573,1
DB01289,Q15842,1
DB02404,P22303,1
DB00398,P10635,1
DB00531,P08684,1
DB07406,P49137,1
DB00973,P08684,1
DB02266,P42330,1
DB00724,Q9NR97,1
DB00977,P03372,1
DB07597,P11086,1
DB08289,P01834,1
DB03680,P23368,1
DB00349,P78334,1
DB00926,P48443,1
DB03721,Q9BZZ2,1
DB07766,Q00536,1
DB00569,P01008,1
DB01873,Q13509,1
DB06216,P34969,1
DB00831,P05177,1
DB01752,Q8WTS6,1
DB06738,O60656,1
DB01159,P18505,1
DB00895,P12319,1
DB05171,Q9NZ42,1
DB08818,Q96S86,1
DB02379,P05162,1
DB01049,O95264,1
DB02890,P11172,1
DB00328,P16662,1
DB04880,Q14432,1
DB08437,P62917,1
DB03535,P48147,1
DB07374,P40429,1
DB06064,Q02156,1
DB00744,P11712,1
DB00540,P07550,1
DB00484,P18825,1
DB07119,Q15788,1
DB01589,P14867,1
DB00734,P35348,1
DB06707,P23975,1
DB07014,P49841,1
DB09102,P08684,1
DB00091,P30405,1
DB00480,Q96SW2,1
DB03193,Q9UNK4,1
DB00546,P34903,1
DB05461,P41595,1
DB01173,P08684,1
DB01095,P05177,1
DB03907,P21964,1
DB01435,P11509,1
DB01059,P08684,1
DB00692,P08913,1
DB05920,P11388,1
DB07232,P09874,1
DB01370,P02787,1
DB00248,P08908,1
DB07744,P29466,1
DB07254,P54760,1
DB04316,P15085,1
DB05694,P30968,1
DB06891,P00918,1
DB00013,Q03405,1
DB00400,Q99456,1
DB01048,P22309,1
DB04946,P14416,1
DB00753,P18507,1
DB00413,P21728,1
DB00780,P20815,1
DB00818,P34903,1
DB01231,P11229,1
DB08491,P03956,1
DB00989,P10635,1
DB08231,O43617,1
DB00898,P30926,1
DB01645,Q92731,1
DB01559,A8MPY1,1
DB01777,Q16613,1
DB01174,P05181,1
DB01892,P23219,1
DB06869,P00734,1
DB00454,P33261,1
DB07974,P00742,1
DB03127,Q92876,1
DB06969,P07900,1
DB06854,P00734,1
DB01221,P11229,1
DB08325,Q12866,1
DB00703,P43166,1
DB08065,O14965,1
DB05025,P00441,1
DB00186,Q8N1C3,1
DB01077,Q13332,1
DB03791,P55055,1
DB01118,Q9NY47,1
DB00157,P37059,1
DB01595,Q9UN88,1
DB00197,P20813,1
DB00148,P17540,1
DB07274,P35968,1
DB00619,P23219,1
DB07737,P56817,1
DB00142,Q9Y646,1
DB00408,P08588,1
DB01104,P33261,1
DB01345,P05023,1
DB06756,P06276,1
DB06980,P63208,1
DB00436,P22748,1
DB05115,P06213,1
DB01165,P05177,1
DB00470,P33261,1
DB00725,P08172,1
DB01238,P24462,1
DB08148,P61925,1
DB03935,P08758,1
DB08042,P35968,1
DB00783,P03372,1
DB01551,P08684,1
DB01054,P20815,1
DB01185,P10275,1
DB00898,P42262,1
DB06616,P07948,1
DB00458,P50406,1
DB00377,P08684,1
DB00334,Q9H3N8,1
DB01708,P18505,1
DB02910,P42126,1
DB00528,P08684,1
DB00228,Q99928,1
DB05470,P05231,1
DB00413,P21917,1
DB03814,Q9Y468,1
DB00073,P08637,1
DB00584,P08684,1
DB00543,P20309,1
DB04845,P08684,1
DB06228,P51589,1
DB00009,P02671,1
DB00997,O75489,1
DB01591,P08912,1
DB08912,P15056,1
DB05075,P35916,1
DB01267,P28223,1
DB05311,P03952,1
DB00710,P14324,1
DB02562,P00439,1
DB00514,P36544,1
DB00334,P13945,1
DB00157,P00367,1
DB02696,P15291,1
DB00342,P51589,1
DB00641,P16662,1
DB04953,O43525,1
DB05812,P08684,1
DB00126,Q9NVH6,1
DB01186,P35348,1
DB00904,P11712,1
DB01807,Q16539,1
DB03982,P18031,1
DB00042,P23763,1
DB00145,Q14330,1
DB07712,P03372,1
DB03070,P12268,1
DB00700,P08684,1
DB00999,P00915,1
DB00532,P11712,1
DB02490,P06732,1
DB00139,O14756,1
DB06741,Q8TCU5,1
DB08918,P33261,1
DB00758,P05177,1
DB01631,P80188,1
DB01159,Q12791,1
DB02691,P51161,1
DB01234,P10635,1
DB00463,Q13002,1
DB00311,P00918,1
DB00711,P09917,1
DB00726,P35368,1
DB01791,Q08493,1
DB01359,P08588,1
DB00363,P18825,1
DB07456,O15530,1
DB00398,P36888,1
DB00412,P37231,1
DB01026,P05108,1
DB08403,P22894,1
DB00132,O95864,1
DB00818,P10632,1
DB06419,P20815,1
DB00368,P07550,1
DB01015,P11712,1
DB00363,P11509,1
DB00799,P10276,1
DB00250,P08684,1
DB00613,P11712,1
DB00987,P32321,1
DB01283,P35354,1
DB06637,Q16322,1
DB02518,P15121,1
DB04912,P09601,1
DB00364,P01133,1
DB04419,P01270,1
DB01204,P05181,1
DB00445,O14646,1
DB07471,P24941,1
DB04653,P07384,1
DB00334,P11229,1
DB07106,P50135,1
DB00039,P21802,1
DB00201,O00408,1
DB06637,Q9NSA2,1
DB01221,Q8TCU5,1
DB00611,P41145,1
DB03814,P04424,1
DB00250,P23219,1
DB00343,Q06432,1
DB00162,Q6NUM9,1
DB00241,P34903,1
DB00114,Q6WRI0,1
DB03159,P07477,1
DB01418,Q9BQB6,1
DB07793,P11217,1
DB01028,P11509,1
DB08755,P25774,1
DB04906,Q96LZ3,1
DB00370,P07550,1
DB00571,P10635,1
DB00139,P53597,1
DB00188,P11712,1
DB03509,P09874,1
DB02067,P34896,1
DB00145,P23434,1
DB07749,P17538,1
DB08119,P17538,1
DB08873,P08684,1
DB00421,P10632,1
DB01388,Q02641,1
DB00773,P35354,1
DB00811,P20839,1
DB03247,Q9NVS9,1
DB06655,P43220,1
DB00972,P11712,1
DB04021,P22303,1
DB06853,P00734,1
DB00920,Q13946,1
DB00977,O75469,1
DB05804,P35354,1
DB00836,P35372,1
DB01156,P20813,1
DB03880,Q9UKQ2,1
DB01601,P08684,1
DB00246,P08173,1
DB01497,P41143,1
DB02407,P24941,1
DB00852,P15336,1
DB05900,P08069,1
DB00363,P35367,1
DB06282,P08684,1
DB00157,P51970,1
DB00943,P08684,1
DB00270,Q9NY47,1
DB00683,P34903,1
DB00349,P31644,1
DB02322,P13501,1
DB00690,Q9UN88,1
DB01039,P10632,1
DB02158,Q13126,1
DB00753,P18505,1
DB01015,P23219,1
DB04560,P13716,1
DB01558,Q8N1C3,1
DB00321,P35348,1
DB06713,P06401,1
DB01275,P08684,1
DB06413,P05177,1
DB01109,P00742,1
DB00412,P10632,1
DB01049,Q9UN88,1
DB00290,P49916,1
DB00466,P24046,1
DB04137,P00367,1
DB01046,P16152,1
DB00157,P03923,1
DB00458,P08172,1
DB00116,O95954,1
DB00408,P08913,1
DB08848,P48065,1
DB00306,Q9UN88,1
DB05023,P08069,1
DB01373,P49747,1
DB00338,P33260,1
DB03732,Q10588,1
DB00818,P33260,1
DB01205,P34903,1
DB04325,P07477,1
DB07102,P09960,1
DB00690,P78334,1
DB00713,Q16348,1
DB00393,P08235,1
DB01215,A8MPY1,1
DB00091,P24462,1
DB01043,P20813,1
DB02953,P22894,1
DB06372,P18510,1
DB00756,O14521,1
DB00850,P05177,1
DB00988,P27338,1
DB01646,P08100,1
DB01241,P33261,1
DB09068,P10632,1
DB01392,P08908,1
DB01200,P08684,1
DB07537,P35968,1
DB00946,P10632,1
DB00233,P05164,1
DB07359,P35557,1
DB08687,Q16665,1
DB00172,Q99884,1
DB03596,P00918,1
DB00311,P22748,1
DB01149,P24462,1
DB08897,P08912,1
DB00142,P00367,1
DB01915,P01024,1
DB00349,P28472,1
DB04855,P18089,1
DB06712,P10632,1
DB01288,P13945,1
DB00514,P20815,1
DB04552,P47712,1
DB08437,Q96L21,1
DB00620,P06276,1
DB00114,Q8TD30,1
DB00289,P31645,1
DB00904,P08908,1
DB08149,P17612,1
DB06616,Q13555,1
DB03878,P00519,1
DB00010,Q02643,1
DB06678,P41595,1
DB08901,P06239,1
DB00186,P31644,1
DB00475,P28472,1
DB01110,P05177,1
DB01116,Q9GZZ6,1
DB00813,P41143,1
DB04001,P18031,1
DB01577,P21397,1
DB07067,P27487,1
DB00871,P06276,1
DB00143,O43708,1
DB00030,P07339,1
DB00849,P47869,1
DB00228,P18507,1
DB07037,O14757,1
DB00814,P23219,1
DB01791,Q07343,1
DB00328,P23219,1
DB05676,Q08499,1
DB02340,P00488,1
DB00002,O75015,1
DB00675,P05129,1
DB03773,P04746,1
DB00546,P33261,1
DB00343,P08684,1
DB00960,P08908,1
DB07678,P03372,1
DB06726,P08588,1
DB01035,P06276,1
DB01254,P12931,1
DB07444,P53355,1
DB04829,P08908,1
DB00690,Q8N1C3,1
DB01119,P00915,1
DB00917,P43116,1
DB04896,P23975,1
DB01129,P04798,1
DB00186,P47869,1
DB02670,O60264,1
DB07350,Q9BY41,1
DB07533,P20248,1
DB03010,Q71U36,1
DB05429,P51671,1
DB00703,P10635,1
DB00157,P16083,1
DB06716,P47870,1
DB00393,O00305,1
DB06741,P11712,1
DB00988,P35462,1
DB00075,P09693,1
DB00142,Q99259,1
DB06148,P25100,1
DB00655,Q16678,1
DB01587,P08684,1
DB06957,P07900,1
DB00531,P10635,1
DB00909,Q8N1Q1,1
DB00210,P10826,1
DB00411,P11229,1
DB00464,P07225,1
DB00762,O00748,1
DB06693,P04035,1
DB06237,P08684,1
DB00193,P41143,1
DB00836,P10635,1
DB00939,O43525,1
DB01577,P31645,1
DB08263,Q9NWT6,1
DB00852,Q8WYK2,1
DB08629,P25705,1
DB08923,P19235,1
DB00031,P05121,1
DB00144,Q9NXE4,1
DB01028,P10635,1
DB01064,P08588,1
DB07991,P03372,1
DB01410,P10635,1
DB01656,Q08493,1
DB03404,P02144,1
DB04076,P00491,1
DB00851,P04798,1
DB00604,P20815,1
DB01177,P11712,1
DB04464,P14854,1
DB00246,P34969,1
DB01038,P14416,1
DB08781,O14757,1
DB00182,P35368,1
DB00972,P20815,1
DB00942,P11229,1
DB00034,P48551,1
DB01355,P31644,1
DB08250,P52732,1
DB01160,P43088,1
DB01115,P54289,1
DB00755,P28702,1
DB07730,P18031,1
DB01248,P10415,1
DB05752,P08173,1
DB00239,P08684,1
DB06905,P67775,1
DB01159,P78334,1
DB00726,P28223,1
DB06836,P48736,1
DB01239,P08912,1
DB00682,P10632,1
DB01277,P08069,1
DB08454,Q8IU85,1
DB00864,P62942,1
DB00241,P18507,1
DB01049,P14867,1
DB04801,Q03181,1
DB04465,Q9NZD2,1
DB04315,P22392,1
DB00324,P08684,1
DB01558,P14867,1
DB02198,P23219,1
DB00562,P00918,1
DB00667,P25021,1
DB06738,Q12879,1
DB07780,Q92696,1
DB01440,P18505,1
DB06216,P41595,1
DB00128,P14868,1
DB05415,O76074,1
DB01229,P08684,1
DB00849,P31644,1
DB01681,P15259,1
DB03468,P11086,1
DB06921,P15086,1
DB00736,P33261,1
DB01576,P10635,1
DB00203,Q13956,1
DB07625,P00749,1
DB06714,Q05940,1
DB00501,P10635,1
DB00420,P20309,1
DB03956,P51178,1
DB02795,P04054,1
DB00157,Q99714,1
DB03092,P04745,1
DB01927,P15559,1
DB00751,P08684,1
DB00221,P07550,1
DB01254,P07947,1
DB00318,P08684,1
DB03541,P0CG22,1
DB00938,P07550,1
DB01156,P23975,1
DB09079,P21802,1
DB00062,O60656,1
DB00934,P05177,1
DB01355,Q13002,1
DB07175,P56817,1
DB01403,P05177,1
DB00234,P23975,1
DB00477,P28223,1
DB00431,P23416,1
DB02071,P45452,1
DB00935,P08913,1
DB00960,P10635,1
DB00157,P23368,1
DB00918,P05177,1
DB00472,P05177,1
DB00775,P05106,1
DB00624,Q16696,1
DB05335,P23219,1
DB00130,P08243,1
DB01660,P17600,1
DB07430,P49137,1
DB07612,P24941,1
DB01336,P08172,1
DB04282,P09848,1
DB00401,P08684,1
DB00810,Q15822,1
DB00688,P16662,1
DB08569,P17612,1
DB08179,Q04760,1
DB04074,O15382,1
DB00408,P35462,1
DB00259,P10635,1
DB04832,P27338,1
DB00155,Q9ULW8,1
DB01205,O14764,1
DB00114,Q96GD0,1
DB00215,P08684,1
DB06973,P62508,1
DB00172,P62937,1
DB01656,Q07343,1
DB00140,P42898,1
DB00162,Q8TC12,1
DB00762,P20815,1
DB02740,P01850,1
DB06216,P10635,1
DB01708,P78334,1
DB05744,P22301,1
DB00992,P12314,1
DB01138,P20813,1
DB00997,P35228,1
DB02398,P00749,1
DB05867,Q9UNP4,1
DB00040,P47871,1
DB01113,Q9Y233,1
DB06741,Q13224,1
DB01625,P08173,1
DB06701,P10635,1
DB01059,P20815,1
DB01267,P08684,1
DB00543,P34969,1
DB03345,Q04760,1
DB00015,Q03405,1
DB00243,Q15858,1
DB00328,P23141,1
DB01018,P11712,1
DB06730,P20815,1
DB07086,Q15596,1
DB01268,P09619,1
DB00313,Q9Y5Y9,1
DB00078,P11836,1
DB04917,P46098,1
DB01005,P10635,1
DB00518,P68371,1
DB00321,P35367,1
DB02818,P42262,1
DB00541,P20815,1
DB02221,P00918,1
DB00543,P35462,1
DB07447,P51857,1
DB00402,P48169,1
DB00253,P04150,1
DB00145,O75311,1
DB01279,O60664,1
DB00852,Q9Y2D1,1
DB03536,Q9UBX1,1
DB00882,P11511,1
DB01645,P11388,1
DB04493,P09467,1
DB06695,O60656,1
DB00835,P08173,1
DB07628,P14618,1
DB00347,P10632,1
DB01012,P41180,1
DB00707,P01130,1
DB01090,P32297,1
DB01628,P08684,1
DB01403,P21918,1
DB01708,P28472,1
DB01200,P34969,1
DB00134,Q9NZV6,1
DB04315,Q8N142,1
DB00659,P47869,1
DB04714,O95749,1
DB00721,Q9NPA1,1
DB07772,P22894,1
DB03701,P08684,1
DB06861,P00734,1
DB00005,P01374,1
DB00146,P11473,1
DB00074,P00736,1
DB00178,P06276,1
DB08394,P01857,1
DB00034,P17181,1
DB01227,P20815,1
DB01567,Q8N1C3,1
DB01355,P34903,1
DB00574,P31645,1
DB01250,P51580,1
DB01028,Q9UN88,1
DB00564,Q14524,1
DB00281,Q14524,1
DB00313,Q15858,1
DB01174,P13584,1
DB04315,O60547,1
DB06926,P37231,1
DB08596,P07998,1
DB00753,P48169,1
DB08819,P35354,1
DB00575,P20815,1
DB00143,O15217,1
DB00224,P24462,1
DB02767,O00206,1
DB07587,P25774,1
DB00114,O75600,1
DB01267,P35462,1
DB07378,P16442,1
DB00121,Q96RQ3,1
DB00073,P00736,1
DB01380,P08684,1
DB02952,P01303,1
DB00241,P47869,1
DB06612,P05113,1
DB00457,P35348,1
DB00189,P28472,1
DB00502,P14416,1
DB02325,Q13838,1
DB09143,Q99835,1
DB00342,P08172,1
DB00333,P11712,1
DB00835,P33261,1
DB00624,Q9HB55,1
DB03551,P00491,1
DB00409,Q99720,1
DB02379,P02144,1
DB05423,P04150,1
DB05812,P05093,1
DB00715,P11712,1
DB00458,P05177,1
DB00862,Q13956,1
DB03844,P00918,1
DB04522,Q9UL54,1
DB01363,P08588,1
DB00765,P07101,1
DB00408,Q01959,1
DB06274,P35372,1
DB08927,P28223,1
DB00157,P04406,1
DB07139,P15121,1
DB08899,P10275,1
DB01273,P36544,1
DB00119,O60669,1
DB01029,P10635,1
DB01209,P41145,1
DB01351,P47869,1
DB05766,P35462,1
DB08391,Q9Y233,1
DB00312,P18505,1
DB08696,Q15648,1
DB00201,Q9NP56,1
DB00157,Q00796,1
DB00576,P11712,1
DB01365,P18089,1
DB01708,Q8N1C3,1
DB08954,Q05586,1
DB09079,P35968,1
DB00454,O15399,1
DB05900,P00533,1
DB00819,P00915,1
DB00155,Q6TGC4,1
DB01205,Q99928,1
DB00458,P33260,1
DB06828,P09960,1
DB00526,P30711,1
DB03758,P14625,1
DB08342,Q86SZ2,1
DB01142,P11229,1
DB04831,P11712,1
DB00703,P33261,1
DB00842,Q9HB55,1
DB09078,P08684,1
DB04275,P35270,1
DB05184,P00519,1
DB00580,P35354,1
DB00850,P21728,1
DB01664,P42262,1
DB04855,P10635,1
DB00783,Q92731,1
DB01278,P30988,1
DB07506,Q9HB40,1
DB00643,P04798,1
DB02255,P16112,1
DB07602,P00533,1
DB00028,P0C0L4,1
DB00173,Q9BY49,1
DB01577,P08913,1
DB00764,P10632,1
DB00772,P06276,1
DB01235,P21918,1
DB07513,P27338,1
DB00381,P17405,1
DB00984,P10275,1
DB01772,P49841,1
DB00312,P14867,1
DB04530,P11309,1
DB03760,P10515,1
DB00139,Q9UBX3,1
DB02052,P49841,1
DB01129,P33261,1
DB08384,Q9Y233,1
DB04844,P16152,1
DB07870,O00763,1
DB01843,P11217,1
DB08389,Q9Y233,1
DB01028,P42261,1
DB02148,P07858,1
DB07288,P17948,1
DB01558,P33261,1
DB04915,Q16206,1
DB07177,Q8N8N7,1
DB07979,P14920,1
DB02008,P35558,1
DB06439,P06858,1
DB00777,P28335,1
DB01029,P11712,1
DB05271,P35462,1
DB01594,A8MPY1,1
DB01006,P11511,1
DB00568,O95180,1
DB00821,P23219,1
DB01189,P47870,1
DB04464,Q02221,1
DB00255,P03372,1
DB00349,O14764,1
DB00753,P23415,1
DB00404,Q99928,1
DB01050,P37231,1
DB01431,P08684,1
DB00588,P06401,1
DB00877,P62942,1
DB04525,P18031,1
DB05240,P42336,1
DB00208,P05181,1
DB09079,P06239,1
DB04884,P08908,1
DB02367,P08254,1
DB07562,P24941,1
DB01496,Q16445,1
DB00801,Q8N1C3,1
DB01229,P11511,1
DB00762,O60656,1
DB00897,P28472,1
DB07091,P07477,1
DB00408,P28221,1
DB00129,P05089,1
DB06905,P30153,1
DB03712,P12931,1
DB00401,Q01668,1
DB00370,P41145,1
DB02678,P47929,1
DB03744,P06737,1
DB01049,P18825,1
DB00071,P06400,1
DB01110,Q9H252,1
DB04014,P49841,1
DB05740,P36544,1
DB00340,P11229,1
DB00473,Q14524,1
DB06148,P10635,1
DB00115,Q8IVH4,1
DB07685,P24941,1
DB00176,P33261,1
DB04973,P04049,1
DB04579,P07858,1
DB03485,P02788,1
DB01873,Q71U36,1
DB04355,Q7Z4J2,1
DB01080,P80404,1
DB00180,P08684,1
DB00315,P30939,1
DB02481,P00325,1
DB00186,Q99928,1
DB04959,Q5T4S7,1
DB00142,Q5JPH6,1
DB00786,P08253,1
DB00155,O95865,1
DB05465,P36888,1
DB06693,P23141,1
DB00656,P08908,1
DB00726,Q01959,1
DB07187,P15121,1
DB08113,P61925,1
DB04444,Q7Z406,1
DB00897,P20815,1
DB01708,Q92731,1
DB07471,P20248,1
DB00909,Q9UI33,1
DB01107,O00591,1
DB00364,P09038,1
DB06403,P16662,1
DB07829,Q16539,1
DB02325,P07478,1
DB00890,P03372,1
DB00121,Q9Y289,1
DB04600,P00918,1
DB07624,P28845,1
DB01149,P08684,1
DB00200,Q96EY8,1
DB00522,P05981,1
DB00233,Q9NZK7,1
DB00495,P11509,1
DB04147,P08100,1
DB00257,P10635,1
DB03738,Q96CD2,1
DB01242,P28335,1
DB02779,Q06124,1
DB07988,P08254,1
DB05812,P10635,1
DB00747,P14410,1
DB00128,P08243,1
DB00241,O14764,1
DB00184,Q9GZZ6,1
DB08340,P68400,1
DB03777,P41743,1
DB08903,P08684,1
DB00237,P42262,1
DB01110,Q86W47,1
DB00197,P62508,1
DB07324,P07900,1
DB07099,P09960,1
DB07786,P00813,1
DB00153,Q07973,1
DB00131,P23109,1
DB01008,P08263,1
DB00289,P33261,1
DB00846,P04150,1
DB00155,Q9Y2J8,1
DB04273,P11086,1
DB01215,P48169,1
DB04395,P19367,1
DB00562,O43570,1
DB01096,P10635,1
DB00695,P00918,1
DB03397,Q9UBQ6,1
DB01307,P06213,1
DB05219,Q07343,1
DB00327,P08684,1
DB00273,P39086,1
DB04263,P11926,1
DB04272,Q14749,1
DB00114,P19113,1
DB08860,P16662,1
DB01863,O43739,1
DB01267,P18825,1
DB08292,P08238,1
