,Drug1_ID,Drug2_ID,label
88,DB01576,DB06704,1
89,DB00653,DB00679,1
90,DB00615,DB06414,1
91,DB00470,DB00475,1
92,DB00433,DB01021,1
93,DB00204,DB00281,1
94,DB00030,DB09042,1
95,DB00613,DB04868,1
96,DB01136,DB01353,1
97,DB00266,DB00758,1
98,DB00042,DB01069,1
99,DB00454,DB00524,1
100,DB00196,DB00317,1
101,DB00337,DB01234,1
102,DB00181,DB00909,1
103,DB00734,DB01168,1
104,DB00898,DB01115,1
105,DB00246,DB00865,1
106,DB00486,DB00502,1
107,DB01167,DB04946,1
108,DB00594,DB09282,1
109,DB00081,DB00476,1
110,DB00594,DB00908,1
111,DB00258,DB01043,1
112,DB00586,DB00749,1
113,DB00682,DB01354,1
114,DB00082,DB00104,1
115,DB00831,DB08880,1
116,DB00985,DB09072,1
117,DB01049,DB01233,1
118,DB00344,DB00425,1
119,DB00282,DB01050,1
120,DB00126,DB01577,1
121,DB01418,DB06695,1
122,DB00241,DB00252,1
123,DB01609,DB09034,1
124,DB00072,DB00888,1
125,DB00166,DB09043,1
126,DB00704,DB00802,1
127,DB00381,DB00706,1
128,DB00682,DB06271,1
129,DB01142,DB01239,1
130,DB00309,DB09063,1
131,DB01340,DB08907,1
132,DB00332,DB00455,1
133,DB00374,DB00783,1
134,DB00843,DB00875,1
135,DB01166,DB06290,1
136,DB00709,DB01004,1
137,DB00368,DB01193,1
138,DB00277,DB01357,1
139,DB00762,DB08933,1
140,DB01320,DB06697,1
141,DB00586,DB00994,1
142,DB00723,DB06711,1
143,DB00656,DB00898,1
144,DB00508,DB00543,1
145,DB00235,DB08931,1
146,DB06626,DB09054,1
147,DB00224,DB00401,1
148,DB01200,DB08815,1
149,DB00422,DB01320,1
150,DB00186,DB00470,1
151,DB06717,DB09039,1
152,DB00273,DB01173,1
153,DB08865,DB09128,1
154,DB01045,DB06616,1
155,DB00121,DB01377,1
156,DB01238,DB01323,1
157,DB01251,DB02546,1
158,DB01076,DB08880,1
159,DB01203,DB09564,1
160,DB01232,DB08877,1
161,DB04884,DB09042,1
162,DB00605,DB03619,1
163,DB00082,DB01200,1
164,DB00408,DB01200,1
165,DB00273,DB00540,1
166,DB00682,DB00806,1
167,DB00344,DB01560,1
168,DB00087,DB00337,1
169,DB09034,DB09073,1
170,DB00834,DB01248,1
171,DB00013,DB00814,1
172,DB00932,DB03880,1
173,DB00318,DB00421,1
174,DB01118,DB09036,1
175,DB00065,DB00712,1
176,DB01184,DB01367,1
177,DB00273,DB00502,1
178,DB00294,DB01323,1
179,DB00048,DB00054,1
180,DB00232,DB01251,1
181,DB00834,DB09102,1
182,DB01174,DB01624,1
183,DB00159,DB00321,1
184,DB00040,DB00328,1
185,DB00070,DB06786,1
186,DB00708,DB01359,1
187,DB00091,DB00207,1
188,DB00252,DB08912,1
189,DB00523,DB09048,1
190,DB01017,DB08910,1
191,DB00334,DB09290,1
192,DB00593,DB00921,1
193,DB04272,DB06605,1
194,DB01124,DB06825,1
195,DB00054,DB01398,1
196,DB00745,DB00758,1
197,DB00333,DB00421,1
198,DB01263,DB09102,1
199,DB00193,DB00623,1
200,DB00263,DB00912,1
201,DB00030,DB00603,1
202,DB00031,DB11095,1
203,DB00273,DB01195,1
204,DB00444,DB04905,1
205,DB00211,DB00723,1
206,DB00307,DB00625,1
207,DB00454,DB01614,1
208,DB00237,DB00444,1
209,DB00279,DB00321,1
210,DB00346,DB00584,1
211,DB00009,DB00328,1
212,DB00790,DB09125,1
213,DB00697,DB01223,1
214,DB00374,DB00974,1
215,DB00433,DB00458,1
216,DB00254,DB00417,1
217,DB00956,DB01080,1
218,DB01166,DB01207,1
219,DB00237,DB00436,1
220,DB00486,DB01114,1
221,DB00321,DB00816,1
222,DB00834,DB00860,1
223,DB00461,DB01032,1
224,DB00705,DB09039,1
225,DB00925,DB09242,1
226,DB00584,DB09220,1
227,DB00508,DB09068,1
228,DB00176,DB00669,1
229,DB00820,DB00834,1
230,DB00470,DB00734,1
231,DB01026,DB01320,1
232,DB00689,DB01418,1
233,DB00794,DB11256,1
234,DB00182,DB05039,1
235,DB01032,DB01060,1
236,DB01143,DB01359,1
237,DB01309,DB04946,1
238,DB00503,DB01222,1
239,DB00072,DB00959,1
240,DB00673,DB01380,1
241,DB00072,DB01196,1
242,DB00590,DB00648,1
243,DB00312,DB01340,1
244,DB01175,DB01618,1
245,DB00715,DB00748,1
246,DB00231,DB09117,1
247,DB00875,DB01577,1
248,DB06824,DB11126,1
249,DB01049,DB05521,1
250,DB00208,DB00559,1
251,DB00625,DB00898,1
252,DB00270,DB01609,1
253,DB00864,DB06674,1
254,DB00783,DB01016,1
255,DB00514,DB01624,1
256,DB00950,DB04905,1
257,DB00193,DB00850,1
258,DB01032,DB09323,1
259,DB01264,DB09036,1
260,DB00285,DB00945,1
261,DB01175,DB01225,1
262,DB00252,DB09072,1
263,DB00363,DB08935,1
264,DB01247,DB01409,1
265,DB00924,DB06201,1
266,DB01203,DB06335,1
267,DB00450,DB01579,1
268,DB00741,DB00951,1
269,DB00683,DB00834,1
270,DB09053,DB09539,1
271,DB00237,DB00241,1
272,DB00476,DB00974,1
273,DB00683,DB08873,1
274,DB00215,DB01601,1
275,DB00765,DB09117,1
276,DB00865,DB01323,1
277,DB00252,DB01144,1
278,DB00641,DB09118,1
279,DB00661,DB01261,1
280,DB00363,DB09053,1
281,DB01072,DB01377,1
282,DB00182,DB00610,1
283,DB00211,DB00436,1
284,DB00370,DB00371,1
285,DB01395,DB08914,1
286,DB00222,DB06203,1
287,DB00543,DB09042,1
288,DB01232,DB06636,1
289,DB00407,DB06715,1
290,DB01319,DB06684,1
291,DB00042,DB00979,1
292,DB01337,DB04841,1
293,DB00181,DB00956,1
294,DB00202,DB01017,1
295,DB00816,DB01364,1
296,DB00542,DB00780,1
297,DB00078,DB00285,1
298,DB01018,DB09117,1
299,DB00103,DB00798,1
300,DB00468,DB02703,1
301,DB00243,DB00559,1
302,DB00427,DB00895,1
303,DB01268,DB08916,1
304,DB00206,DB09097,1
305,DB00747,DB06204,1
306,DB00230,DB01197,1
307,DB01198,DB06636,1
308,DB01016,DB01110,1
309,DB06700,DB11133,1
310,DB00414,DB00734,1
311,DB00999,DB01353,1
312,DB00780,DB01624,1
313,DB00514,DB06144,1
314,DB00776,DB09119,1
315,DB00409,DB00454,1
316,DB08815,DB09117,1
317,DB01621,DB06203,1
318,DB00232,DB01309,1
319,DB00641,DB01377,1
320,DB00241,DB00871,1
321,DB00222,DB02546,1
322,DB00653,DB00899,1
323,DB00966,DB09220,1
324,DB00230,DB00425,1
325,DB06207,DB09048,1
326,DB00945,DB01276,1
327,DB00696,DB04842,1
328,DB00007,DB00839,1
329,DB00949,DB09073,1
330,DB00413,DB00422,1
331,DB00224,DB01124,1
332,DB00728,DB00955,1
333,DB00202,DB01082,1
334,DB00625,DB00813,1
335,DB00519,DB00893,1
336,DB00333,DB04861,1
337,DB01577,DB05039,1
338,DB00252,DB00860,1
339,DB00072,DB01280,1
340,DB01609,DB06695,1
341,DB00679,DB00998,1
342,DB00237,DB00884,1
343,DB00078,DB06700,1
344,DB00241,DB00418,1
345,DB04845,DB09065,1
346,DB00503,DB00980,1
347,DB01224,DB01577,1
348,DB00370,DB01609,1
349,DB00661,DB04884,1
350,DB00559,DB08820,1
351,DB01609,DB06207,1
352,DB00337,DB09065,1
353,DB00104,DB00976,1
354,DB00280,DB08868,1
355,DB01050,DB09211,1
356,DB00611,DB00899,1
357,DB00705,DB04946,1
358,DB00314,DB00994,1
359,DB00482,DB00919,1
360,DB00784,DB01398,1
361,DB00468,DB01023,1
362,DB00831,DB01171,1
363,DB01398,DB06754,1
364,DB00668,DB01309,1
365,DB01242,DB08881,1
366,DB00224,DB00997,1
367,DB00014,DB00188,1
368,DB04843,DB06148,1
369,DB00749,DB01398,1
370,DB00196,DB01175,1
371,DB01038,DB01253,1
372,DB00524,DB01353,1
373,DB00047,DB00834,1
374,DB00934,DB01278,1
375,DB00280,DB00559,1
376,DB00761,DB00790,1
377,DB06643,DB09033,1
378,DB00275,DB00862,1
379,DB00976,DB01609,1
380,DB00323,DB00486,1
381,DB01026,DB08827,1
382,DB00188,DB06414,1
383,DB00881,DB01109,1
384,DB00950,DB06723,1
385,DB00588,DB01211,1
386,DB00220,DB00490,1
387,DB00697,DB00806,1
388,DB00193,DB00998,1
389,DB01045,DB08893,1
390,DB01609,DB08873,1
391,DB00304,DB08813,1
392,DB01233,DB01238,1
393,DB00126,DB00188,1
394,DB00679,DB00907,1
395,DB00734,DB08907,1
396,DB00414,DB06825,1
397,DB01356,DB08976,1
398,DB01095,DB01238,1
399,DB00976,DB06290,1
400,DB00454,DB01041,1
401,DB00734,DB09072,1
402,DB00388,DB09009,1
403,DB00496,DB08893,1
404,DB01309,DB06287,1
405,DB00802,DB01244,1
406,DB00041,DB00678,1
407,DB00934,DB06603,1
408,DB01118,DB08868,1
409,DB00752,DB09274,1
410,DB00912,DB08907,1
411,DB00889,DB09068,1
412,DB01041,DB04574,1
413,DB00765,DB04844,1
414,DB00401,DB00780,1
415,DB00381,DB00732,1
416,DB00207,DB01076,1
417,DB01016,DB01124,1
418,DB04905,DB08881,1
419,DB00679,DB00865,1
420,DB00834,DB01624,1
421,DB00041,DB00343,1
422,DB00375,DB01021,1
423,DB00615,DB00758,1
424,DB00072,DB00441,1
425,DB01320,DB08901,1
426,DB00908,DB08870,1
427,DB00334,DB00628,1
428,DB00268,DB01176,1
429,DB00352,DB06643,1
430,DB00969,DB09054,1
431,DB00437,DB00999,1
432,DB00909,DB01403,1
433,DB00382,DB00635,1
434,DB01169,DB06203,1
435,DB00783,DB01307,1
436,DB00368,DB00668,1
437,DB00078,DB01166,1
438,DB00203,DB00457,1
439,DB00390,DB00461,1
440,DB00402,DB00484,1
441,DB01403,DB01624,1
442,DB00774,DB01114,1
443,DB00991,DB03615,1
444,DB00454,DB01072,1
445,DB00285,DB08976,1
446,DB00391,DB01624,1
447,DB01211,DB08881,1
448,DB01173,DB04946,1
449,DB00758,DB01398,1
450,DB00930,DB01357,1
451,DB00425,DB00829,1
452,DB00104,DB00968,1
453,DB00363,DB00989,1
454,DB00108,DB01285,1
455,DB00401,DB08820,1
456,DB00626,DB01111,1
457,DB00706,DB09036,1
458,DB00177,DB00195,1
459,DB00121,DB00607,1
460,DB00620,DB09220,1
461,DB00325,DB09220,1
462,DB00687,DB01016,1
463,DB00196,DB00641,1
464,DB00470,DB01440,1
465,DB00230,DB09034,1
466,DB00104,DB00280,1
467,DB01307,DB04574,1
468,DB01033,DB06688,1
469,DB00391,DB00752,1
470,DB00206,DB04871,1
471,DB01288,DB09082,1
472,DB00867,DB01288,1
473,DB01016,DB01268,1
474,DB00252,DB01058,1
475,DB00897,DB03880,1
476,DB00332,DB00543,1
477,DB00503,DB06228,1
478,DB01068,DB06290,1
479,DB00046,DB00524,1
480,DB00962,DB01320,1
481,DB00363,DB01280,1
482,DB01611,DB06697,1
483,DB00418,DB01197,1
484,DB00285,DB09036,1
485,DB00543,DB00850,1
486,DB00682,DB04896,1
487,DB01357,DB06779,1
488,DB00569,DB11249,1
489,DB01155,DB06724,1
490,DB00864,DB02703,1
491,DB00715,DB06655,1
492,DB00186,DB06204,1
493,DB00990,DB01174,1
494,DB00502,DB09054,1
495,DB00215,DB01026,1
496,DB00477,DB06723,1
497,DB00215,DB00472,1
498,DB00820,DB09073,1
499,DB00813,DB01178,1
500,DB00305,DB01097,1
501,DB00706,DB09054,1
502,DB00586,DB00864,1
503,DB00559,DB06228,1
504,DB00374,DB00823,1
505,DB00220,DB01020,1
506,DB00186,DB00402,1
507,DB00930,DB01203,1
508,DB00834,DB09063,1
509,DB00393,DB00501,1
510,DB00927,DB01263,1
511,DB00422,DB01171,1
512,DB00601,DB01233,1
513,DB01224,DB09073,1
514,DB00603,DB09036,1
515,DB00723,DB01001,1
516,DB00238,DB06414,1
517,DB00723,DB00988,1
518,DB00420,DB09271,1
519,DB01097,DB08879,1
520,DB00404,DB01167,1
521,DB00700,DB00864,1
522,DB01201,DB08870,1
523,DB00500,DB06779,1
524,DB00350,DB00780,1
525,DB01229,DB08933,1
526,DB00760,DB01032,1
527,DB01017,DB01337,1
528,DB00907,DB06711,1
529,DB00425,DB09036,1
530,DB00700,DB00834,1
531,DB00268,DB00752,1
532,DB00278,DB09070,1
533,DB01109,DB08813,1
534,DB00780,DB06148,1
535,DB00921,DB09042,1
536,DB01223,DB04854,1
537,DB00503,DB00997,1
538,DB00281,DB09073,1
539,DB00414,DB00738,1
540,DB00695,DB00994,1
541,DB00433,DB09072,1
542,DB06589,DB09053,1
543,DB01124,DB04839,1
544,DB00861,DB01014,1
545,DB02703,DB04839,1
546,DB00427,DB06698,1
547,DB00203,DB00932,1
548,DB00220,DB00771,1
549,DB00277,DB01489,1
550,DB00732,DB01035,1
551,DB00983,DB06413,1
552,DB00216,DB06808,1
553,DB01174,DB09063,1
554,DB01158,DB01359,1
555,DB00387,DB00572,1
556,DB00482,DB01609,1
557,DB00294,DB06480,1
558,DB00343,DB09083,1
559,DB00321,DB01224,1
560,DB01263,DB01590,1
561,DB01104,DB03619,1
562,DB00468,DB00732,1
563,DB00450,DB00834,1
564,DB00759,DB09267,1
565,DB00482,DB01203,1
566,DB00712,DB08935,1
567,DB00627,DB00912,1
568,DB00091,DB00224,1
569,DB00820,DB00881,1
570,DB00388,DB06711,1
571,DB00182,DB00427,1
572,DB00582,DB09063,1
573,DB00472,DB00682,1
574,DB01201,DB06616,1
575,DB00420,DB00726,1
576,DB00909,DB09117,1
577,DB00070,DB00967,1
578,DB00078,DB00749,1
579,DB00159,DB01109,1
580,DB00454,DB01232,1
581,DB01398,DB09043,1
582,DB09036,DB09063,1
583,DB00264,DB00476,1
584,DB00006,DB01207,1
585,DB01166,DB01264,1
586,DB00224,DB00813,1
587,DB01026,DB01427,1
588,DB00268,DB04841,1
589,DB00294,DB01072,1
590,DB00243,DB08933,1
591,DB01115,DB01359,1
592,DB00470,DB11124,1
593,DB01124,DB09280,1
594,DB00865,DB01620,1
595,DB01059,DB01377,1
596,DB00186,DB04837,1
597,DB00502,DB00784,1
598,DB00162,DB00307,1
599,DB00908,DB00909,1
600,DB00199,DB00862,1
601,DB00042,DB01176,1
602,DB00263,DB09273,1
603,DB00291,DB00337,1
604,DB00697,DB05812,1
605,DB01377,DB08864,1
606,DB00206,DB00780,1
607,DB00408,DB00761,1
608,DB00382,DB00557,1
609,DB00381,DB00864,1
610,DB00186,DB00737,1
611,DB00307,DB00872,1
612,DB00491,DB01398,1
613,DB00191,DB06723,1
614,DB01063,DB04896,1
615,DB01166,DB08933,1
616,DB00237,DB09099,1
617,DB00983,DB01193,1
618,DB00458,DB00834,1
619,DB00012,DB00984,1
620,DB01235,DB09162,1
621,DB00387,DB00502,1
622,DB00289,DB01064,1
623,DB00268,DB01041,1
624,DB00819,DB00956,1
625,DB01151,DB09042,1
626,DB08899,DB09049,1
627,DB00250,DB00359,1
628,DB01104,DB01242,1
629,DB00486,DB01365,1
630,DB00586,DB01201,1
631,DB06228,DB09036,1
632,DB00975,DB08870,1
633,DB00673,DB06237,1
634,DB00658,DB00688,1
635,DB00333,DB08811,1
636,DB01035,DB01264,1
637,DB00726,DB01618,1
638,DB00919,DB01331,1
639,DB00280,DB06203,1
640,DB01004,DB01048,1
641,DB00867,DB00938,1
642,DB00582,DB08875,1
643,DB00252,DB00703,1
644,DB00213,DB00244,1
645,DB00211,DB00938,1
646,DB00186,DB00854,1
647,DB00952,DB09042,1
648,DB00932,DB09027,1
649,DB00363,DB01594,1
650,DB01264,DB01577,1
651,DB00136,DB02703,1
652,DB00421,DB00698,1
653,DB01142,DB01560,1
654,DB00187,DB00422,1
655,DB00136,DB00196,1
656,DB00938,DB01211,1
657,DB00927,DB01273,1
658,DB00889,DB01049,1
659,DB01174,DB01232,1
660,DB00193,DB00310,1
661,DB00687,DB01050,1
662,DB00454,DB00474,1
663,DB00082,DB06791,1
664,DB00363,DB01576,1
665,DB01285,DB01306,1
666,DB00258,DB06724,1
667,DB00672,DB08914,1
668,DB00187,DB00449,1
669,DB00407,DB08907,1
670,DB00182,DB01129,1
671,DB01579,DB01614,1
672,DB00083,DB00344,1
673,DB00673,DB00865,1
674,DB00559,DB00820,1
675,DB01149,DB04842,1
676,DB00989,DB01233,1
677,DB00476,DB00904,1
678,DB00374,DB01357,1
679,DB00623,DB01173,1
680,DB00865,DB01579,1
681,DB00196,DB01624,1
682,DB00577,DB01024,1
683,DB00734,DB01113,1
684,DB00496,DB00679,1
685,DB01398,DB06209,1
686,DB01100,DB08933,1
687,DB00282,DB00482,1
688,DB01309,DB06789,1
689,DB01223,DB01354,1
690,DB00220,DB00331,1
691,DB00960,DB06709,1
692,DB00203,DB00398,1
693,DB00656,DB06717,1
694,DB00598,DB08976,1
695,DB00624,DB01278,1
696,DB00443,DB08882,1
697,DB00279,DB00957,1
698,DB00593,DB02703,1
699,DB00344,DB01618,1
700,DB00177,DB00206,1
701,DB00996,DB01337,1
702,DB01264,DB06702,1
703,DB00986,DB09555,1
704,DB00202,DB00497,1
705,DB06216,DB09034,1
706,DB06144,DB06684,1
707,DB01098,DB09119,1
708,DB00427,DB00601,1
709,DB00230,DB01041,1
710,DB00998,DB01224,1
711,DB00091,DB00919,1
712,DB00990,DB01238,1
713,DB01104,DB06779,1
714,DB00193,DB00715,1
715,DB00295,DB06274,1
716,DB09054,DB09073,1
717,DB00321,DB00834,1
718,DB00762,DB04817,1
719,DB01264,DB08870,1
720,DB09038,DB09220,1
721,DB00884,DB00994,1
722,DB00206,DB01392,1
723,DB01225,DB09026,1
724,DB01278,DB11315,1
725,DB00014,DB01059,1
726,DB00065,DB00573,1
727,DB00897,DB09117,1
728,DB00248,DB00935,1
729,DB00273,DB01320,1
730,DB00312,DB01210,1
731,DB00454,DB09034,1
732,DB00318,DB00972,1
733,DB00934,DB06808,1
734,DB00007,DB00491,1
735,DB06791,DB08877,1
736,DB00227,DB06724,1
737,DB00321,DB00470,1
738,DB00678,DB00734,1
739,DB00472,DB01398,1
740,DB00177,DB04920,1
741,DB00752,DB00761,1
742,DB00206,DB01577,1
743,DB00279,DB01142,1
744,DB06636,DB09073,1
745,DB00196,DB08895,1
746,DB01097,DB04572,1
747,DB00266,DB00806,1
748,DB00384,DB01114,1
749,DB00295,DB00752,1
750,DB01104,DB01142,1
751,DB00008,DB00697,1
752,DB00867,DB01579,1
753,DB00065,DB00783,1
754,DB00087,DB01656,1
755,DB00414,DB00687,1
756,DB00359,DB01307,1
757,DB00798,DB01330,1
758,DB00497,DB06767,1
759,DB00438,DB01418,1
760,DB00015,DB09211,1
761,DB00261,DB09211,1
762,DB00300,DB01050,1
763,DB00539,DB09065,1
764,DB00268,DB00683,1
765,DB01024,DB01053,1
766,DB00243,DB00622,1
767,DB00014,DB01142,1
768,DB00682,DB09547,1
769,DB00752,DB08893,1
770,DB00371,DB05271,1
771,DB00182,DB06707,1
772,DB00798,DB01416,1
773,DB00215,DB09080,1
774,DB00203,DB00976,1
775,DB00187,DB09082,1
776,DB00316,DB00865,1
777,DB00582,DB08820,1
778,DB01018,DB01355,1
779,DB00557,DB01560,1
780,DB00396,DB08882,1
781,DB00844,DB01017,1
782,DB00214,DB00375,1
783,DB00668,DB01556,1
784,DB00187,DB00211,1
785,DB00015,DB00814,1
786,DB00830,DB00865,1
787,DB00738,DB01398,1
788,DB00374,DB01023,1
789,DB00761,DB00985,1
790,DB00682,DB01118,1
791,DB00881,DB06212,1
792,DB00204,DB01406,1
793,DB00752,DB01144,1
794,DB00625,DB01244,1
795,DB00687,DB01174,1
796,DB00252,DB01087,1
797,DB00370,DB00898,1
798,DB00754,DB01017,1
799,DB00494,DB00893,1
800,DB00682,DB01551,1
801,DB00688,DB01605,1
802,DB00359,DB00707,1
803,DB00285,DB06808,1
804,DB00497,DB00704,1
805,DB00524,DB00862,1
806,DB00425,DB01189,1
807,DB00040,DB01114,1
808,DB01021,DB01288,1
809,DB01264,DB08820,1
810,DB00813,DB06144,1
811,DB00349,DB08826,1
812,DB00186,DB00765,1
813,DB01021,DB01356,1
814,DB00851,DB00951,1
815,DB00697,DB01241,1
816,DB01380,DB09220,1
817,DB00436,DB00780,1
818,DB00730,DB01611,1
819,DB08827,DB09063,1
820,DB01211,DB09118,1
821,DB00201,DB00601,1
822,DB00332,DB04837,1
823,DB01021,DB01114,1
824,DB00285,DB00668,1
825,DB00252,DB06148,1
826,DB00708,DB09073,1
827,DB00921,DB04841,1
828,DB01319,DB04876,1
829,DB00567,DB00682,1
830,DB00331,DB00977,1
831,DB00315,DB00623,1
832,DB01062,DB08897,1
833,DB00363,DB01087,1
834,DB00343,DB01398,1
835,DB01278,DB09300,1
836,DB00007,DB06699,1
837,DB00337,DB01033,1
838,DB00864,DB01263,1
839,DB06271,DB09539,1
840,DB00519,DB01395,1
841,DB00421,DB01432,1
842,DB00497,DB00972,1
843,DB00367,DB00625,1
844,DB05521,DB08903,1
845,DB00081,DB01109,1
846,DB00368,DB06262,1
847,DB00618,DB00653,1
848,DB01418,DB09288,1
849,DB00486,DB06204,1
850,DB00414,DB00635,1
851,DB00425,DB00559,1
852,DB00390,DB09083,1
853,DB00910,DB09065,1
854,DB00541,DB01232,1
855,DB04876,DB08912,1
856,DB01330,DB06696,1
857,DB00091,DB06710,1
858,DB01224,DB08914,1
859,DB08865,DB09053,1
860,DB00765,DB01069,1
861,DB00182,DB00191,1
862,DB00881,DB01356,1
863,DB00013,DB06754,1
864,DB00208,DB00317,1
865,DB00865,DB00872,1
866,DB00209,DB00382,1
867,DB00178,DB00806,1
868,DB01115,DB09036,1
869,DB00958,DB06688,1
870,DB00683,DB01072,1
871,DB00334,DB01594,1
872,DB01004,DB01598,1
873,DB00191,DB00427,1
874,DB00615,DB01624,1
875,DB00675,DB00715,1
876,DB00063,DB00081,1
877,DB01043,DB01390,1
878,DB00121,DB00266,1
879,DB00186,DB09117,1
880,DB00814,DB04272,1
881,DB00014,DB06788,1
882,DB00091,DB00359,1
883,DB00013,DB08816,1
884,DB00029,DB01399,1
885,DB00734,DB01144,1
886,DB01323,DB06290,1
887,DB00674,DB03128,1
888,DB00668,DB01171,1
889,DB00653,DB09118,1
890,DB00465,DB00861,1
891,DB00524,DB00899,1
892,DB00242,DB00363,1
893,DB00295,DB06153,1
894,DB00957,DB01307,1
895,DB00468,DB08912,1
896,DB00211,DB06714,1
897,DB00030,DB09043,1
898,DB01087,DB06697,1
899,DB00220,DB00696,1
900,DB01203,DB01392,1
901,DB06228,DB08918,1
902,DB00594,DB01119,1
903,DB00454,DB00850,1
904,DB00387,DB01403,1
905,DB00059,DB06688,1
906,DB01017,DB05528,1
907,DB00382,DB00477,1
908,DB00222,DB00834,1
909,DB00864,DB01600,1
910,DB00908,DB09118,1
911,DB01041,DB06688,1
912,DB00831,DB09272,1
913,DB00363,DB00762,1
914,DB00501,DB00530,1
915,DB00677,DB00705,1
916,DB00488,DB01097,1
917,DB00268,DB01068,1
918,DB00972,DB09118,1
919,DB00086,DB09030,1
920,DB00257,DB00613,1
921,DB00601,DB00831,1
922,DB00220,DB00317,1
923,DB00765,DB09071,1
924,DB00196,DB08815,1
925,DB00752,DB01021,1
926,DB01037,DB09286,1
927,DB00220,DB00531,1
928,DB01137,DB01377,1
929,DB00346,DB06207,1
930,DB01109,DB06700,1
931,DB00413,DB00425,1
932,DB08904,DB09208,1
933,DB00382,DB00734,1
934,DB00214,DB01285,1
935,DB01012,DB08820,1
936,DB00960,DB01392,1
937,DB00537,DB06594,1
938,DB00723,DB09042,1
939,DB00188,DB04817,1
940,DB00585,DB06701,1
941,DB00006,DB00054,1
942,DB00752,DB01618,1
943,DB00104,DB01251,1
944,DB00433,DB09076,1
945,DB00091,DB09545,1
946,DB00233,DB01398,1
947,DB00455,DB04924,1
948,DB01215,DB01264,1
949,DB00484,DB00590,1
950,DB00903,DB04876,1
951,DB00476,DB00960,1
952,DB00860,DB05039,1
953,DB00263,DB02703,1
954,DB00501,DB06637,1
955,DB00319,DB01418,1
956,DB01176,DB01560,1
957,DB00300,DB00328,1
958,DB00502,DB00986,1
959,DB06730,DB11095,1
960,DB00258,DB04841,1
961,DB00921,DB01171,1
962,DB01100,DB01149,1
963,DB00361,DB09118,1
964,DB01398,DB09075,1
965,DB00041,DB01174,1
966,DB00559,DB01259,1
967,DB00900,DB01165,1
968,DB01590,DB08912,1
969,DB00555,DB00758,1
970,DB04868,DB04884,1
971,DB00321,DB01403,1
972,DB01018,DB01353,1
973,DB00440,DB00542,1
974,DB00333,DB00470,1
975,DB00962,DB01045,1
976,DB00732,DB04920,1
977,DB00503,DB00813,1
978,DB00224,DB00683,1
979,DB00211,DB00368,1
980,DB00708,DB06290,1
981,DB00204,DB01059,1
982,DB00675,DB00872,1
983,DB00181,DB00433,1
984,DB00671,DB01032,1
985,DB00215,DB00489,1
986,DB00220,DB00243,1
987,DB00331,DB00334,1
988,DB06626,DB09036,1
989,DB00382,DB00985,1
990,DB00468,DB01309,1
991,DB06201,DB09071,1
992,DB00206,DB01149,1
993,DB00497,DB00619,1
994,DB00564,DB05294,1
995,DB00752,DB01620,1
996,DB00318,DB00951,1
