,Drug1_ID,Drug2_ID,label
118,DB00404,DB00503,1
119,DB00054,DB08976,1
120,DB00653,DB00747,1
121,DB00813,DB01167,1
122,DB00619,DB00794,1
123,DB00238,DB00582,1
124,DB01377,DB09101,1
125,DB00047,DB00731,1
126,DB00924,DB06144,1
127,DB00554,DB00686,1
128,DB00696,DB06808,1
129,DB01143,DB01340,1
130,DB00850,DB01200,1
131,DB01367,DB06706,1
132,DB00872,DB01323,1
133,DB01106,DB06204,1
134,DB00912,DB01119,1
135,DB00468,DB00622,1
136,DB00311,DB01294,1
137,DB00252,DB06218,1
138,DB00390,DB00468,1
139,DB06779,DB09030,1
140,DB00945,DB01124,1
141,DB00876,DB01109,1
142,DB00366,DB00895,1
143,DB00246,DB01200,1
144,DB00465,DB00955,1
145,DB00295,DB01100,1
146,DB00268,DB00391,1
147,DB00696,DB09073,1
148,DB00178,DB00877,1
149,DB00715,DB01583,1
150,DB00083,DB00919,1
151,DB00281,DB01203,1
152,DB00081,DB04817,1
153,DB00820,DB00999,1
154,DB00337,DB00563,1
155,DB00387,DB00768,1
156,DB00813,DB00999,1
157,DB00277,DB08811,1
158,DB00648,DB06717,1
159,DB00569,DB06700,1
160,DB08873,DB09054,1
161,DB00341,DB01041,1
162,DB00176,DB03619,1
163,DB00554,DB00700,1
164,DB01156,DB06702,1
165,DB00500,DB00932,1
166,DB01100,DB08820,1
167,DB00334,DB00601,1
168,DB00780,DB01620,1
169,DB00673,DB04868,1
170,DB00414,DB06788,1
171,DB01022,DB09058,1
172,DB01223,DB08880,1
173,DB00195,DB08976,1
174,DB00780,DB01071,1
175,DB01175,DB11133,1
176,DB01072,DB08912,1
177,DB00177,DB08976,1
178,DB00204,DB04855,1
179,DB01017,DB01403,1
180,DB00575,DB08895,1
181,DB06273,DB06287,1
182,DB00443,DB08895,1
183,DB00937,DB00983,1
184,DB00266,DB00279,1
185,DB00332,DB00668,1
186,DB00073,DB00808,1
187,DB00313,DB01598,1
188,DB00897,DB01223,1
189,DB00972,DB08883,1
190,DB00474,DB01029,1
191,DB06335,DB09048,1
192,DB00857,DB01071,1
193,DB00569,DB09068,1
194,DB00387,DB01036,1
195,DB00598,DB09220,1
196,DB00472,DB01403,1
197,DB00672,DB00823,1
198,DB00169,DB01083,1
199,DB01201,DB01238,1
200,DB01080,DB01173,1
201,DB01124,DB01406,1
202,DB00854,DB01560,1
203,DB00476,DB06144,1
204,DB00393,DB01128,1
205,DB04868,DB06212,1
206,DB00945,DB06335,1
207,DB01124,DB08914,1
208,DB00613,DB00897,1
209,DB01323,DB01590,1
210,DB01195,DB01390,1
211,DB00222,DB00322,1
212,DB00695,DB01307,1
213,DB01251,DB09063,1
214,DB01224,DB09272,1
215,DB00196,DB00358,1
216,DB00181,DB09068,1
217,DB00543,DB01356,1
218,DB00384,DB00945,1
219,DB00414,DB01380,1
220,DB00726,DB01323,1
221,DB00363,DB00601,1
222,DB00393,DB01065,1
223,DB00303,DB00313,1
224,DB00909,DB06799,1
225,DB00608,DB00648,1
226,DB06605,DB06779,1
227,DB00393,DB00776,1
228,DB00204,DB00582,1
229,DB01403,DB09071,1
230,DB09060,DB09268,1
231,DB00193,DB00774,1
232,DB01392,DB04861,1
233,DB00266,DB01320,1
234,DB01082,DB01339,1
235,DB00363,DB00690,1
236,DB00498,DB06441,1
237,DB01255,DB01556,1
238,DB00608,DB06702,1
239,DB01198,DB09036,1
240,DB01118,DB06717,1
241,DB00182,DB08815,1
242,DB00436,DB00794,1
243,DB01238,DB06335,1
244,DB00246,DB04876,1
245,DB00748,DB01278,1
246,DB00458,DB00679,1
247,DB00243,DB00615,1
248,DB00540,DB06603,1
249,DB01174,DB01320,1
250,DB00418,DB08867,1
251,DB00181,DB00679,1
252,DB00588,DB09063,1
253,DB00323,DB00653,1
254,DB00501,DB00956,1
255,DB00211,DB00470,1
256,DB01229,DB09054,1
257,DB00974,DB09068,1
258,DB08873,DB08881,1
259,DB01407,DB09082,1
260,DB00211,DB01577,1
261,DB00440,DB09268,1
262,DB06209,DB06695,1
263,DB00921,DB01114,1
264,DB00682,DB04839,1
265,DB01211,DB01411,1
266,DB00091,DB01355,1
267,DB01026,DB01390,1
268,DB00204,DB06699,1
269,DB00083,DB00280,1
270,DB01192,DB01367,1
271,DB01238,DB01623,1
272,DB00070,DB09555,1
273,DB00344,DB00850,1
274,DB00520,DB00864,1
275,DB00705,DB09104,1
276,DB01579,DB06704,1
277,DB00425,DB09300,1
278,DB00333,DB01567,1
279,DB00214,DB01291,1
280,DB00193,DB01623,1
281,DB00091,DB01045,1
282,DB00277,DB00938,1
283,DB00328,DB01014,1
284,DB00283,DB09117,1
285,DB01098,DB09119,1
286,DB00484,DB00996,1
287,DB00697,DB00921,1
288,DB00715,DB00875,1
289,DB00541,DB01323,1
290,DB00750,DB01612,1
291,DB00332,DB00726,1
292,DB00529,DB00738,1
293,DB06153,DB09272,1
294,DB00035,DB04896,1
295,DB00590,DB00834,1
296,DB00159,DB00328,1
297,DB00635,DB02901,1
298,DB01235,DB08822,1
299,DB00215,DB01142,1
300,DB00343,DB01118,1
301,DB00230,DB00881,1
302,DB00266,DB01127,1
303,DB00390,DB01115,1
304,DB00484,DB01193,1
305,DB06283,DB09117,1
306,DB00881,DB11354,1
307,DB00186,DB00572,1
308,DB00460,DB00582,1
309,DB00808,DB06203,1
310,DB00820,DB00862,1
311,DB00780,DB01119,1
312,DB00215,DB00889,1
313,DB01219,DB09036,1
314,DB00673,DB00908,1
315,DB00163,DB06695,1
316,DB00201,DB05039,1
317,DB00216,DB01253,1
318,DB00788,DB01021,1
319,DB00898,DB01115,1
320,DB00370,DB01106,1
321,DB00607,DB01238,1
322,DB00349,DB00484,1
323,DB01238,DB06700,1
324,DB00612,DB00672,1
325,DB00370,DB00682,1
326,DB00178,DB01592,1
327,DB00991,DB01609,1
328,DB01211,DB08873,1
329,DB00737,DB09034,1
330,DB00091,DB08873,1
331,DB01136,DB06218,1
332,DB00474,DB00486,1
333,DB00635,DB00794,1
334,DB00422,DB00794,1
335,DB00623,DB01278,1
336,DB00930,DB01016,1
337,DB00015,DB06209,1
338,DB00687,DB08914,1
339,DB01075,DB09076,1
340,DB00397,DB00865,1
341,DB00307,DB01264,1
342,DB00269,DB09547,1
343,DB00615,DB00813,1
344,DB00196,DB06589,1
345,DB04842,DB04896,1
346,DB00794,DB08931,1
347,DB00707,DB00759,1
348,DB00862,DB01115,1
349,DB00091,DB06268,1
350,DB00455,DB00765,1
351,DB01208,DB08976,1
352,DB00668,DB00961,1
353,DB00273,DB00747,1
354,DB00220,DB06603,1
355,DB00564,DB04951,1
356,DB00877,DB08912,1
357,DB00500,DB01172,1
358,DB04574,DB09036,1
359,DB00472,DB09042,1
360,DB00295,DB01242,1
361,DB00013,DB00775,1
362,DB00366,DB09072,1
363,DB00660,DB01173,1
364,DB00370,DB00427,1
365,DB00363,DB01559,1
366,DB00215,DB09167,1
367,DB00395,DB00715,1
368,DB00715,DB01120,1
369,DB00254,DB00564,1
370,DB01225,DB06605,1
371,DB01149,DB04938,1
372,DB00476,DB00590,1
373,DB01203,DB09080,1
374,DB01354,DB01359,1
375,DB00501,DB00802,1
376,DB00277,DB00932,1
377,DB06204,DB09118,1
378,DB00688,DB01377,1
379,DB00889,DB00953,1
380,DB01403,DB08882,1
381,DB00073,DB00598,1
382,DB00512,DB01339,1
383,DB00452,DB00784,1
384,DB00307,DB01129,1
385,DB00021,DB09555,1
386,DB00987,DB08895,1
387,DB00741,DB06643,1
388,DB00204,DB00214,1
389,DB00310,DB01119,1
390,DB01075,DB01403,1
391,DB00180,DB01609,1
392,DB00774,DB00945,1
393,DB00252,DB00887,1
394,DB00457,DB01355,1
395,DB00813,DB01623,1
396,DB00524,DB00930,1
397,DB01007,DB01238,1
398,DB00310,DB00734,1
399,DB00675,DB00997,1
400,DB00413,DB00501,1
401,DB00186,DB08910,1
402,DB00624,DB01418,1
403,DB00484,DB00590,1
404,DB00909,DB09118,1
405,DB06684,DB09042,1
406,DB00273,DB00310,1
407,DB00421,DB00820,1
408,DB00641,DB09073,1
409,DB00279,DB00304,1
410,DB00321,DB00366,1
411,DB00712,DB00798,1
412,DB00860,DB01601,1
413,DB00082,DB09208,1
414,DB00861,DB06826,1
415,DB01590,DB08907,1
416,DB00007,DB06589,1
417,DB00204,DB01149,1
418,DB00502,DB08820,1
419,DB00482,DB00790,1
420,DB00418,DB00633,1
421,DB00186,DB01224,1
422,DB08912,DB08914,1
423,DB00584,DB08907,1
424,DB01394,DB09545,1
425,DB00047,DB01072,1
426,DB00671,DB01032,1
427,DB00972,DB01106,1
428,DB01254,DB09075,1
429,DB00790,DB09517,1
430,DB00196,DB00559,1
431,DB00908,DB09083,1
432,DB00543,DB01224,1
433,DB00490,DB09117,1
434,DB01016,DB08882,1
435,DB00683,DB00921,1
436,DB06148,DB09076,1
437,DB00059,DB06688,1
438,DB00238,DB00603,1
439,DB00311,DB00921,1
440,DB01323,DB01621,1
441,DB00621,DB00839,1
442,DB00594,DB00734,1
443,DB00035,DB00642,1
444,DB00543,DB00761,1
445,DB00248,DB06711,1
446,DB01238,DB01264,1
447,DB00559,DB08881,1
448,DB00030,DB00176,1
449,DB00295,DB00475,1
450,DB00311,DB01576,1
451,DB00307,DB00976,1
452,DB00334,DB04896,1
453,DB01418,DB06209,1
454,DB00972,DB01189,1
455,DB00598,DB06714,1
456,DB00054,DB01609,1
457,DB01069,DB01403,1
458,DB00318,DB00349,1
459,DB00224,DB06335,1
460,DB00199,DB08912,1
461,DB00108,DB01206,1
462,DB00363,DB00924,1
463,DB00604,DB01149,1
464,DB06684,DB11133,1
465,DB00176,DB00543,1
466,DB00054,DB06695,1
467,DB00264,DB01182,1
468,DB00376,DB09271,1
469,DB01112,DB01377,1
470,DB00503,DB00530,1
471,DB00932,DB01251,1
472,DB00850,DB01049,1
473,DB00773,DB08933,1
474,DB00514,DB04884,1
475,DB00752,DB00831,1
476,DB00835,DB00895,1
477,DB00497,DB09054,1
478,DB00679,DB00857,1
479,DB00252,DB09065,1
480,DB01149,DB06144,1
481,DB01129,DB08864,1
482,DB06209,DB11249,1
483,DB00468,DB00691,1
484,DB01306,DB01357,1
485,DB00323,DB00425,1
486,DB00427,DB00819,1
487,DB00280,DB00648,1
488,DB00295,DB01367,1
489,DB00250,DB09073,1
490,DB00015,DB00682,1
491,DB00687,DB01149,1
492,DB00196,DB00678,1
493,DB00603,DB09063,1
494,DB01169,DB01306,1
495,DB01104,DB01254,1
496,DB00224,DB01394,1
497,DB00191,DB01223,1
498,DB00250,DB00435,1
499,DB00412,DB01613,1
500,DB00564,DB09027,1
501,DB00661,DB06480,1
502,DB00230,DB00557,1
503,DB00653,DB04908,1
504,DB00921,DB00972,1
505,DB00458,DB01104,1
506,DB00181,DB00593,1
507,DB00413,DB00455,1
508,DB00021,DB06702,1
509,DB00945,DB09030,1
510,DB00363,DB01200,1
511,DB00508,DB00998,1
512,DB09076,DB09272,1
513,DB04817,DB08910,1
514,DB06335,DB06413,1
515,DB01254,DB06273,1
516,DB00391,DB01171,1
517,DB01068,DB08912,1
518,DB00875,DB00918,1
519,DB00682,DB04918,1
520,DB00448,DB01133,1
521,DB04896,DB09042,1
522,DB00594,DB06767,1
523,DB01416,DB09104,1
524,DB01166,DB01319,1
525,DB00041,DB00661,1
526,DB00031,DB00285,1
527,DB00776,DB06335,1
528,DB06203,DB06825,1
529,DB00332,DB00679,1
530,DB01207,DB08918,1
531,DB00273,DB01171,1
532,DB00622,DB01354,1
533,DB00661,DB01198,1
534,DB00470,DB00865,1
535,DB00358,DB09075,1
536,DB00393,DB00908,1
537,DB00479,DB01337,1
538,DB00715,DB00897,1
539,DB00263,DB01136,1
540,DB00484,DB09026,1
541,DB06212,DB08933,1
542,DB01016,DB01261,1
543,DB00425,DB01242,1
544,DB01149,DB04835,1
545,DB00285,DB01600,1
546,DB02546,DB06203,1
547,DB00571,DB09236,1
548,DB00108,DB01254,1
549,DB00684,DB08976,1
550,DB00582,DB06603,1
551,DB00677,DB01076,1
552,DB00243,DB09102,1
553,DB00490,DB01017,1
554,DB00363,DB01306,1
555,DB00717,DB00949,1
556,DB00196,DB01120,1
557,DB00193,DB00972,1
558,DB00261,DB01109,1
559,DB00775,DB08794,1
560,DB00875,DB09083,1
561,DB00554,DB06779,1
562,DB00250,DB08933,1
563,DB04868,DB09065,1
564,DB01166,DB05812,1
565,DB00322,DB00731,1
566,DB00334,DB04876,1
567,DB00295,DB00611,1
568,DB00475,DB00557,1
569,DB00246,DB01247,1
570,DB00625,DB09053,1
571,DB01083,DB06410,1
572,DB00641,DB01026,1
573,DB00635,DB01149,1
574,DB00999,DB06203,1
575,DB00678,DB00734,1
576,DB00363,DB00476,1
577,DB00554,DB04272,1
578,DB00747,DB06204,1
579,DB00196,DB09118,1
580,DB00040,DB00782,1
581,DB00041,DB00201,1
582,DB00199,DB08815,1
583,DB00382,DB00960,1
584,DB06335,DB06663,1
585,DB00022,DB00726,1
586,DB00564,DB00932,1
587,DB00559,DB00705,1
588,DB00465,DB00565,1
589,DB00054,DB00775,1
590,DB01211,DB06228,1
591,DB00343,DB00862,1
592,DB00218,DB09267,1
593,DB00656,DB06144,1
594,DB01101,DB01136,1
595,DB00390,DB01359,1
596,DB00586,DB01609,1
597,DB00277,DB01357,1
598,DB00344,DB01354,1
599,DB00930,DB01118,1
600,DB01049,DB08820,1
601,DB00108,DB01234,1
602,DB01323,DB09102,1
603,DB01614,DB06723,1
604,DB00601,DB01238,1
605,DB00343,DB09063,1
606,DB01353,DB01359,1
607,DB00458,DB01021,1
608,DB00343,DB00468,1
609,DB00312,DB00571,1
610,DB00861,DB01082,1
611,DB00557,DB00747,1
612,DB01418,DB02546,1
613,DB00816,DB06701,1
614,DB00773,DB04905,1
615,DB00363,DB01242,1
616,DB00258,DB00595,1
617,DB00390,DB01203,1
618,DB00215,DB06273,1
619,DB08794,DB08887,1
620,DB00321,DB00921,1
621,DB00278,DB09070,1
622,DB00418,DB00794,1
623,DB01080,DB01403,1
624,DB00485,DB01032,1
625,DB04835,DB08820,1
626,DB01061,DB01172,1
627,DB00047,DB00877,1
628,DB00872,DB01264,1
629,DB00177,DB06212,1
630,DB00252,DB04868,1
631,DB01330,DB06696,1
632,DB00651,DB00935,1
633,DB00204,DB04844,1
634,DB00373,DB01355,1
635,DB00794,DB01353,1
636,DB00370,DB00555,1
637,DB00492,DB00794,1
638,DB01038,DB01151,1
639,DB00501,DB01066,1
640,DB01072,DB01306,1
641,DB00030,DB01169,1
642,DB00916,DB01601,1
643,DB00398,DB01248,1
644,DB00756,DB09268,1
645,DB00653,DB00842,1
646,DB00163,DB00682,1
647,DB00346,DB04884,1
648,DB01263,DB04946,1
649,DB00503,DB01149,1
650,DB00304,DB04876,1
651,DB00215,DB00757,1
652,DB00773,DB08820,1
653,DB00875,DB06201,1
654,DB00204,DB08816,1
655,DB00321,DB00871,1
656,DB00208,DB00818,1
657,DB00366,DB09272,1
658,DB00678,DB09242,1
659,DB00191,DB00945,1
660,DB01054,DB01211,1
661,DB00409,DB00726,1
662,DB00041,DB00312,1
663,DB00648,DB01020,1
664,DB00677,DB01211,1
665,DB00275,DB00806,1
666,DB00007,DB00715,1
667,DB00216,DB00433,1
668,DB06144,DB09068,1
669,DB00912,DB01406,1
670,DB00865,DB01038,1
671,DB00726,DB01038,1
672,DB00976,DB01244,1
673,DB00557,DB00611,1
674,DB00653,DB01080,1
675,DB04839,DB08882,1
676,DB01174,DB09288,1
677,DB00933,DB01576,1
678,DB01036,DB05521,1
679,DB00433,DB00557,1
680,DB00366,DB09555,1
681,DB00563,DB00788,1
682,DB00082,DB06655,1
683,DB06711,DB09273,1
684,DB06207,DB08933,1
685,DB01238,DB04876,1
686,DB00366,DB06153,1
687,DB00015,DB00974,1
688,DB00850,DB01104,1
689,DB00382,DB01242,1
690,DB04837,DB09290,1
691,DB00835,DB00956,1
692,DB00839,DB01307,1
693,DB00176,DB01242,1
694,DB00715,DB08935,1
695,DB00880,DB09282,1
696,DB00375,DB01097,1
697,DB00726,DB01063,1
698,DB00390,DB01177,1
699,DB00188,DB01367,1
700,DB00407,DB00881,1
701,DB08896,DB09065,1
702,DB00422,DB04920,1
703,DB00864,DB09048,1
704,DB00887,DB01355,1
705,DB00564,DB00734,1
706,DB01247,DB06698,1
707,DB00231,DB01173,1
708,DB01238,DB09048,1
709,DB00014,DB05039,1
710,DB00673,DB01590,1
711,DB00564,DB06589,1
712,DB00603,DB01354,1
713,DB00224,DB06218,1
714,DB00601,DB00964,1
715,DB04835,DB06273,1
716,DB00316,DB01320,1
717,DB00238,DB00648,1
718,DB01181,DB01263,1
719,DB00215,DB01026,1
720,DB01173,DB05246,1
721,DB00972,DB06204,1
722,DB00230,DB00765,1
723,DB00586,DB08794,1
724,DB00193,DB00924,1
725,DB01115,DB01353,1
726,DB01418,DB06605,1
727,DB00398,DB00794,1
728,DB00310,DB00898,1
729,DB00204,DB01267,1
730,DB00484,DB01142,1
731,DB01601,DB06290,1
732,DB01247,DB09242,1
733,DB00703,DB01356,1
734,DB01198,DB08873,1
735,DB00047,DB08912,1
736,DB01607,DB09268,1
737,DB00653,DB09128,1
738,DB06700,DB06704,1
739,DB00387,DB00470,1
740,DB00186,DB01621,1
741,DB01045,DB08880,1
742,DB00461,DB01021,1
743,DB00091,DB01076,1
744,DB00333,DB01614,1
745,DB00248,DB00436,1
746,DB00321,DB00328,1
747,DB01211,DB01238,1
748,DB00237,DB00270,1
749,DB00030,DB00717,1
750,DB00220,DB00502,1
751,DB00899,DB01173,1
752,DB00422,DB00808,1
753,DB00582,DB00672,1
754,DB00359,DB02901,1
755,DB00082,DB00738,1
756,DB00598,DB09063,1
757,DB00434,DB00486,1
758,DB00752,DB04884,1
759,DB08816,DB08873,1
760,DB00231,DB00486,1
761,DB06203,DB06788,1
762,DB00425,DB01221,1
763,DB01211,DB01395,1
764,DB00120,DB00262,1
765,DB00559,DB00990,1
766,DB00749,DB06696,1
767,DB00215,DB01182,1
768,DB00862,DB00960,1
769,DB00201,DB01074,1
770,DB01016,DB09063,1
771,DB00802,DB00880,1
772,DB00188,DB00304,1
773,DB00014,DB06203,1
774,DB00776,DB08883,1
775,DB00541,DB04855,1
776,DB01024,DB01432,1
777,DB00006,DB01418,1
778,DB00334,DB01609,1
779,DB01354,DB09038,1
780,DB00806,DB01115,1
781,DB00907,DB01193,1
782,DB00731,DB00752,1
783,DB00476,DB04920,1
784,DB00863,DB01156,1
785,DB00622,DB04861,1
786,DB00041,DB01340,1
787,DB00761,DB00972,1
788,DB00332,DB00496,1
789,DB00041,DB09026,1
790,DB01174,DB09034,1
791,DB00559,DB01591,1
792,DB00295,DB09072,1
793,DB00561,DB00668,1
794,DB00557,DB00831,1
795,DB00029,DB00554,1
796,DB00695,DB00752,1
797,DB00561,DB00723,1
798,DB00391,DB01069,1
799,DB00784,DB09211,1
800,DB00368,DB00945,1
801,DB00246,DB00898,1
802,DB00196,DB00499,1
803,DB00238,DB06335,1
804,DB00834,DB09118,1
805,DB00248,DB00623,1
806,DB00490,DB01254,1
807,DB00278,DB00569,1
808,DB00864,DB01307,1
809,DB01242,DB06704,1
810,DB04817,DB04845,1
811,DB00451,DB00537,1
812,DB00503,DB00794,1
813,DB00594,DB08935,1
814,DB01033,DB01097,1
815,DB01167,DB01394,1
816,DB08813,DB09026,1
817,DB00176,DB04908,1
818,DB00081,DB08918,1
819,DB00997,DB01167,1
820,DB00559,DB06636,1
821,DB01223,DB09073,1
822,DB00343,DB00758,1
823,DB00768,DB09072,1
824,DB00252,DB06335,1
825,DB00484,DB00660,1
826,DB04839,DB08794,1
827,DB01239,DB08918,1
828,DB00040,DB01623,1
829,DB00605,DB06695,1
830,DB01016,DB01169,1
831,DB00465,DB00684,1
832,DB00030,DB00864,1
833,DB01076,DB06207,1
834,DB00983,DB06711,1
835,DB00216,DB01026,1
836,DB00281,DB01232,1
837,DB08895,DB09052,1
838,DB00910,DB01021,1
839,DB00086,DB00285,1
840,DB01100,DB04871,1
841,DB00968,DB06218,1
842,DB00425,DB00679,1
843,DB00227,DB01323,1
844,DB00054,DB01294,1
845,DB00363,DB00842,1
846,DB00622,DB09054,1
847,DB00976,DB09262,1
848,DB00573,DB01207,1
849,DB00521,DB08868,1
850,DB00250,DB00608,1
851,DB00625,DB09034,1
852,DB00765,DB01219,1
853,DB09101,DB09104,1
854,DB00653,DB01337,1
855,DB00683,DB01211,1
856,DB00252,DB08882,1
857,DB00661,DB01229,1
858,DB04272,DB06228,1
859,DB00603,DB01211,1
860,DB00559,DB01167,1
861,DB00252,DB08912,1
862,DB00104,DB04897,1
863,DB00294,DB01016,1
864,DB00393,DB09059,1
865,DB01041,DB01595,1
866,DB01115,DB01203,1
867,DB00091,DB01353,1
868,DB01320,DB09061,1
869,DB00621,DB06404,1
870,DB00333,DB01320,1
871,DB00307,DB06145,1
872,DB01418,DB11249,1
873,DB00747,DB09272,1
874,DB00986,DB08893,1
875,DB00316,DB00983,1
876,DB00252,DB08820,1
877,DB01100,DB08883,1
878,DB00040,DB00387,1
879,DB01158,DB09113,1
880,DB00399,DB00955,1
881,DB01219,DB06273,1
882,DB00472,DB00752,1
883,DB00176,DB00918,1
884,DB00054,DB00569,1
885,DB00425,DB00897,1
886,DB00320,DB00875,1
887,DB00180,DB00220,1
888,DB00599,DB01119,1
889,DB00765,DB01558,1
890,DB00470,DB00484,1
891,DB09104,DB09275,1
892,DB00191,DB00961,1
893,DB00780,DB01175,1
894,DB00761,DB00804,1
895,DB00390,DB00436,1
896,DB01365,DB01551,1
897,DB00932,DB08912,1
898,DB00422,DB00678,1
899,DB00569,DB04272,1
900,DB00682,DB01329,1
901,DB00875,DB06288,1
902,DB00683,DB00715,1
903,DB00301,DB00994,1
904,DB00334,DB01215,1
905,DB01624,DB09117,1
906,DB00761,DB00850,1
907,DB01064,DB09082,1
908,DB00136,DB00252,1
909,DB00912,DB04839,1
910,DB00530,DB01323,1
911,DB00202,DB00955,1
912,DB00204,DB00714,1
913,DB00333,DB09073,1
914,DB00559,DB09039,1
915,DB04868,DB09104,1
916,DB00695,DB00798,1
917,DB08811,DB08900,1
918,DB01320,DB08912,1
919,DB00087,DB00363,1
920,DB01268,DB06688,1
921,DB00433,DB01356,1
922,DB00186,DB00831,1
923,DB00277,DB00717,1
924,DB00834,DB01104,1
925,DB00727,DB00862,1
926,DB00400,DB04339,1
927,DB00188,DB00224,1
928,DB00435,DB01020,1
929,DB00708,DB05271,1
930,DB00454,DB01233,1
931,DB00500,DB00798,1
932,DB00332,DB00938,1
933,DB00270,DB00976,1
934,DB00673,DB06605,1
935,DB00237,DB00384,1
936,DB00196,DB01115,1
937,DB00500,DB00700,1
938,DB00615,DB00794,1
939,DB00603,DB08912,1
940,DB00393,DB01339,1
941,DB00338,DB00720,1
942,DB00956,DB06201,1
943,DB00270,DB09059,1
944,DB00384,DB00678,1
945,DB00573,DB00682,1
946,DB01398,DB09030,1
947,DB00480,DB09033,1
948,DB00072,DB00091,1
949,DB00715,DB11133,1
950,DB06228,DB08918,1
951,DB01026,DB01624,1
952,DB00501,DB01558,1
953,DB01263,DB08827,1
954,DB01166,DB04908,1
955,DB00834,DB01274,1
956,DB00334,DB06288,1
957,DB00433,DB00843,1
958,DB00181,DB01100,1
959,DB00657,DB09242,1
960,DB00479,DB01212,1
961,DB00333,DB09036,1
962,DB00047,DB01238,1
963,DB00679,DB09068,1
964,DB00450,DB00980,1
965,DB00201,DB01353,1
966,DB01149,DB01403,1
967,DB00191,DB06724,1
968,DB00536,DB01203,1
969,DB00484,DB00831,1
970,DB01074,DB09104,1
971,DB00035,DB00749,1
972,DB01247,DB09042,1
973,DB00181,DB00557,1
974,DB00438,DB01418,1
975,DB00201,DB00321,1
976,DB00091,DB00788,1
977,DB00176,DB01239,1
978,DB01254,DB06772,1
979,DB00765,DB00933,1
980,DB00535,DB00994,1
981,DB00014,DB00710,1
982,DB00305,DB01232,1
983,DB00687,DB00784,1
984,DB00388,DB00871,1
985,DB02703,DB06589,1
986,DB00315,DB01238,1
987,DB00083,DB00967,1
988,DB00582,DB01218,1
989,DB00877,DB01167,1
990,DB00307,DB00865,1
991,DB06207,DB08893,1
992,DB01026,DB01427,1
993,DB00700,DB00722,1
994,DB00041,DB09156,1
995,DB00794,DB01115,1
996,DB00343,DB04905,1
