,Protein1_ID,Protein2_ID,label
371,1146,81850,1
372,1741,9229,1
373,80270,125115,1
374,23243,90480,1
375,4110,9767,1
376,3087,440050,1
377,705,79839,1
378,6048,80019,1
379,3198,4188,1
380,386683,440023,1
381,25894,256302,1
382,55281,388512,1
383,10523,158297,1
384,8676,55110,1
385,79931,81850,1
386,892,29946,1
387,200734,386682,1
388,5307,9500,1
389,4222,55285,1
390,54927,375791,1
391,122183,284365,1
392,84988,127703,1
393,55285,65986,1
394,10783,11099,1
395,208,4223,1
396,3662,54810,1
397,10169,55145,1
398,5814,8932,1
399,11077,147687,1
400,8100,196483,1
401,7681,117144,1
402,3881,4342,1
403,9802,23163,1
404,6925,8543,1
405,23281,79862,1
406,6929,56676,1
407,10567,29916,1
408,23281,220929,1
409,3868,5630,1
410,84766,386682,1
411,196740,386683,1
412,79571,80125,1
413,8434,10539,1
414,3093,51444,1
415,143884,283234,1
416,7185,83461,1
417,5687,126526,1
418,6449,85569,1
419,30008,116412,1
420,26505,27316,1
421,83897,284111,1
422,23641,26121,1
423,250,54507,1
424,84080,386682,1
425,4188,64110,1
426,55138,80823,1
427,9457,126353,1
428,11275,135892,1
429,3881,338785,1
430,7186,10623,1
431,83755,116412,1
432,2622,10733,1
433,2622,342574,1
434,1406,284257,1
435,472,5626,1
436,11077,93611,1
437,3846,26505,1
438,29978,51409,1
439,79797,159163,1
440,2896,81851,1
441,259236,386681,1
442,6708,9119,1
443,22806,254187,1
444,58524,388677,1
445,54550,66036,1
446,750,25894,1
447,11030,388818,1
448,4192,29979,1
449,51233,55337,1
450,6455,51324,1
451,22836,84456,1
452,4223,66002,1
453,4784,54870,1
454,6924,8087,1
455,56159,729991,1
456,3881,5159,1
457,7414,9564,1
458,117178,127665,1
459,83878,159989,1
460,91582,375791,1
461,10892,55527,1
462,9463,79370,1
463,4188,284346,1
464,9516,92840,1
465,6919,10475,1
466,80270,386681,1
467,9265,90060,1
468,9883,57511,1
469,1857,58491,1
470,3224,386676,1
471,7185,391723,1
472,57594,116225,1
473,4223,6386,1
474,7185,54955,1
475,353144,386677,1
476,84547,84547,1
477,1589,353140,1
478,90827,440295,1
479,8789,8789,1
480,353131,386682,1
481,8317,23281,1
482,5080,6769,1
483,90060,339834,1
484,6938,80022,1
485,11338,116115,1
486,4223,285381,1
487,10107,54765,1
488,10817,85376,1
489,705,10687,1
490,54507,81850,1
491,90933,126375,1
492,23204,51763,1
493,8161,55216,1
494,54974,84708,1
495,8940,58500,1
496,9247,25894,1
497,4602,10605,1
498,5626,5935,1
499,5682,84437,1
500,54550,339344,1
501,80321,85403,1
502,140735,266697,1
503,3215,7186,1
504,1039,84707,1
505,631,83878,1
506,83851,100288797,1
507,59349,114898,1
508,10874,375791,1
509,55110,79839,1
510,5689,7186,1
511,1030,9463,1
512,27309,440050,1
513,250,388677,1
514,5966,9463,1
515,2275,3693,1
516,9240,54955,1
517,83878,220082,1
518,80258,132671,1
519,5859,10241,1
520,3149,5080,1
521,5499,64651,1
522,26505,83878,1
523,9218,9278,1
524,8553,80218,1
525,134526,134526,1
526,153769,375791,1
527,29775,55786,1
528,29775,126070,1
529,3850,541468,1
530,27258,57819,1
531,91647,159195,1
532,9328,386683,1
533,3219,29775,1
534,9564,55138,1
535,1412,9319,1
536,8061,55509,1
537,4223,55697,1
538,7158,55697,1
539,4223,7411,1
540,6737,10750,1
541,81850,353145,1
542,705,24144,1
543,90589,386682,1
544,1295,386683,1
545,3881,112802,1
546,29079,117283,1
547,9643,90933,1
548,9240,63898,1
549,55048,93487,1
550,54971,440295,1
551,65003,123722,1
552,1822,337969,1
553,3691,81851,1
554,6322,6386,1
555,3853,57159,1
556,11100,113730,1
557,78999,81850,1
558,211,150483,1
559,23594,89884,1
560,2039,79959,1
561,1030,7185,1
562,5565,386675,1
563,3854,56159,1
564,9146,9618,1
565,114990,337968,1
566,23299,170954,1
567,6310,8553,1
568,5080,26043,1
569,54535,83878,1
570,2118,4223,1
571,11060,11091,1
572,26031,162968,1
573,9129,146310,1
574,159195,727800,1
575,9533,220082,1
576,126282,284119,1
577,55145,285672,1
578,1857,10197,1
579,56344,79959,1
580,705,9463,1
581,3801,9139,1
582,51684,167691,1
583,6449,338761,1
584,4188,353131,1
585,3881,340359,1
586,9766,81850,1
587,27287,50945,1
588,8456,8697,1
589,8697,11281,1
590,29079,126282,1
591,2740,388677,1
592,79931,84445,1
593,3885,54793,1
594,6293,126382,1
595,201181,348093,1
596,55138,145282,1
597,26505,54764,1
598,29978,130617,1
599,55216,146310,1
600,221,3846,1
601,79165,284001,1
602,7321,135892,1
603,7189,222166,1
604,783,1488,1
605,10897,81555,1
606,56654,81850,1
607,3087,386674,1
608,58487,64927,1
609,6271,6275,1
610,2800,11178,1
611,7205,9099,1
612,11043,23650,1
613,7448,29978,1
614,11151,645455,1
615,4665,246100,1
616,23281,64745,1
617,6386,54585,1
618,1406,54870,1
619,655,5987,1
620,5130,148932,1
621,2622,55702,1
622,5983,9463,1
623,2669,7681,1
624,84106,284001,1
625,10241,114327,1
626,3198,83899,1
627,29911,64400,1
628,1068,129049,1
629,6626,8880,1
630,4223,115416,1
631,23641,26240,1
632,10133,11281,1
633,10524,154881,1
634,5300,57594,1
635,84069,159195,1
636,23283,63876,1
637,29978,114900,1
638,6897,123283,1
639,4188,84330,1
640,10252,81850,1
641,353143,386681,1
642,1406,96626,1
643,8697,11178,1
644,2202,29978,1
645,4102,57819,1
646,64750,84816,1
647,4665,8503,1
648,3885,5689,1
649,54784,113878,1
650,6500,115290,1
651,1478,11281,1
652,51324,54785,1
653,57536,152206,1
654,4678,8290,1
655,1295,29978,1
656,6692,29978,1
657,1198,3216,1
658,6528,388677,1
659,5966,135293,1
660,7718,85294,1
661,154386,375791,1
662,55281,386681,1
663,6005,84699,1
664,8204,80823,1
665,79444,254187,1
666,56947,58191,1
667,6922,283237,1
668,5987,170954,1
669,4236,5080,1
670,1039,9146,1
671,3860,5682,1
672,5966,132158,1
673,84951,375791,1
674,705,23608,1
675,9500,54915,1
676,5300,386681,1
677,5108,51019,1
678,11178,55885,1
679,6884,23281,1
680,5966,8440,1
681,11043,79943,1
682,51421,84823,1
683,7431,54474,1
684,7584,23281,1
685,358,5966,1
686,6924,7813,1
687,6386,11157,1
688,7051,83755,1
689,10342,114823,1
690,767,5626,1
691,4739,9095,1
692,8022,92105,1
693,10521,399693,1
694,9747,10256,1
695,25959,29946,1
696,29974,85376,1
697,9586,386680,1
698,30008,353140,1
699,23786,149461,1
700,85294,440051,1
701,4808,6938,1
702,114990,353323,1
703,11077,56006,1
704,4665,147687,1
705,55577,84708,1
706,8517,51020,1
707,84699,503497,1
708,5966,57559,1
709,2274,7528,1
710,11140,122183,1
711,3437,439996,1
712,11140,653121,1
713,3885,146325,1
714,2801,399693,1
715,7138,27111,1
716,373,84080,1
717,5565,386682,1
718,22903,146705,1
719,3846,353137,1
720,25927,56952,1
721,4089,8543,1
722,84069,388677,1
723,11077,26507,1
724,29119,54906,1
725,9610,10483,1
726,7704,125115,1
727,8887,91949,1
728,55176,84699,1
729,7185,9099,1
730,387267,388677,1
731,4223,170954,1
732,4223,163742,1
733,4005,143241,1
734,2572,116173,1
735,29978,54979,1
736,5090,116173,1
737,6804,9482,1
738,89796,201973,1
739,4223,81671,1
740,10252,386681,1
741,150248,440295,1
742,80321,147660,1
743,10783,79959,1
744,283985,337968,1
745,81629,84988,1
746,84708,337968,1
747,22806,132158,1
748,51550,54955,1
749,11345,474344,1
750,5031,386683,1
751,1984,9463,1
752,2801,6919,1
753,7040,81850,1
754,6642,116173,1
755,25888,353333,1
756,11275,128602,1
757,3276,10492,1
758,27343,79618,1
759,51213,100532737,1
760,81850,386676,1
761,26239,57048,1
762,11140,64168,1
763,463,11281,1
764,8434,388677,1
765,7186,151254,1
766,5626,53615,1
767,3884,286887,1
768,9240,9550,1
769,6386,441519,1
770,121391,342574,1
771,2622,10521,1
772,9896,55697,1
773,5626,84878,1
774,2622,84285,1
775,10087,10087,1
776,79618,148281,1
777,353140,386683,1
778,2316,56891,1
779,2686,4012,1
780,54557,653808,1
781,84616,353135,1
782,3224,81851,1
783,4223,93643,1
784,6100,6386,1
785,80125,149371,1
786,7189,54764,1
787,2275,8538,1
788,4223,51560,1
789,353134,386676,1
790,4223,205860,1
791,83900,353333,1
792,6925,147525,1
793,7159,220929,1
794,57511,285093,1
795,26121,84667,1
796,3846,386682,1
797,9782,342574,1
798,2257,246329,1
799,8038,375791,1
800,5539,375791,1
801,169841,386674,1
802,26119,79991,1
803,9463,54765,1
804,827,7541,1
805,11043,60493,1
806,6924,8864,1
807,2592,80273,1
808,9319,84529,1
809,3886,10445,1
810,5129,7185,1
811,4222,6945,1
812,90957,386683,1
813,80746,283989,1
814,10138,139212,1
815,10460,27018,1
816,85289,448834,1
817,10152,10810,1
818,10656,284346,1
819,4665,29922,1
820,381,91703,1
821,9025,84838,1
822,7589,80321,1
823,7185,266697,1
824,7040,9404,1
825,71,55093,1
826,3881,134288,1
827,51324,57159,1
828,5639,89885,1
829,84699,220002,1
830,3927,55697,1
831,1731,5413,1
832,27316,339344,1
833,11077,84951,1
834,10687,26505,1
835,6818,10513,1
836,116412,386676,1
837,5859,254958,1
838,6386,54793,1
839,9841,23149,1
840,22822,440050,1
841,3202,5089,1
842,24144,143884,1
843,7716,79959,1
844,4115,83878,1
845,3198,3886,1
846,23299,23526,1
847,9586,353333,1
848,3190,51655,1
849,3215,54764,1
850,1820,3881,1
851,3937,9513,1
852,55219,388677,1
853,55093,57144,1
854,23371,388677,1
855,153328,375791,1
856,147807,386675,1
857,9099,80258,1
858,9605,84557,1
859,8636,170082,1
860,1602,10768,1
861,54974,55093,1
862,463,5987,1
863,527,199675,1
864,353132,386682,1
865,4059,81786,1
866,4188,7481,1
867,755,51324,1
868,53347,448834,1
869,54507,84648,1
870,5626,130132,1
871,80258,392307,1
872,816,65003,1
873,25828,114928,1
874,6002,135293,1
875,10524,64395,1
876,8458,26205,1
877,4005,4670,1
878,2563,4188,1
879,22806,170082,1
880,164127,440295,1
881,815,10865,1
882,7185,57633,1
883,3215,3885,1
884,468,390535,1
885,29978,284836,1
886,159195,347918,1
887,5077,9670,1
888,55267,66037,1
889,5929,9070,1
890,166,80764,1
891,199720,375791,1
892,10236,56122,1
893,27185,256369,1
894,5916,6258,1
895,9586,11030,1
896,5626,440348,1
897,8270,9240,1
898,6449,53822,1
899,79959,254173,1
900,4236,22890,1
901,5575,54870,1
902,5935,159163,1
903,9373,51035,1
904,10656,64926,1
905,56947,222662,1
906,8664,54764,1
907,54971,400673,1
908,10540,27342,1
909,705,56850,1
910,3728,27156,1
911,9792,342945,1
912,60468,642938,1
913,10411,54764,1
914,5326,118812,1
915,7051,8578,1
916,26505,220082,1
917,3881,117144,1
918,2740,81850,1
919,54870,64395,1
920,84912,147872,1
921,3801,8687,1
922,5862,54968,1
923,4188,254173,1
924,3881,114822,1
925,2275,23174,1
926,3880,3889,1
927,6922,23403,1
928,286380,348093,1
929,114823,375056,1
930,64753,90060,1
931,3603,9880,1
932,2670,55093,1
933,8030,64753,1
934,329,9747,1
935,5080,8487,1
936,439,10857,1
937,5866,11077,1
938,79005,440295,1
939,56997,57085,1
940,3183,5080,1
941,7159,222166,1
942,4188,401898,1
943,3881,91582,1
944,5563,92610,1
945,145282,145282,1
946,4188,112574,1
947,5862,202243,1
948,6919,386683,1
949,54764,57474,1
950,211,441518,1
951,89884,374407,1
952,27287,246100,1
953,10513,56301,1
954,166,4089,1
955,51619,113878,1
956,11043,399693,1
957,1039,3799,1
958,10524,57621,1
959,337968,353144,1
960,9025,10318,1
961,1308,51645,1
962,705,11043,1
963,9001,79005,1
964,3848,8689,1
965,54507,56915,1
966,79065,375791,1
967,1123,51409,1
968,55138,140691,1
969,140258,392307,1
970,6708,54058,1
971,8313,143884,1
972,6293,57215,1
973,2740,375791,1
974,26061,116225,1
975,9463,84902,1
976,6821,9851,1
977,353140,353141,1
978,7507,63976,1
979,3707,3885,1
980,9457,22839,1
981,4638,57120,1
982,271,271,1
983,104,23567,1
984,55503,353323,1
985,91368,246100,1
986,23251,51550,1
987,11281,84708,1
988,8087,157570,1
989,11211,388677,1
990,8543,54971,1
991,4236,57159,1
992,11077,340527,1
993,26040,64663,1
994,26239,440050,1
995,353145,386682,1
996,116173,147872,1
997,9459,80125,1
998,56850,84289,1
999,54461,386682,1
1000,10623,11178,1
1001,10928,51421,1
1002,2622,60561,1
1003,9802,23201,1
1004,132228,219854,1
1005,4088,8928,1
1006,3603,84456,1
1007,4223,83447,1
1008,9463,79177,1
1009,5966,55616,1
1010,5108,10152,1
1011,146664,375791,1
1012,9659,57862,1
1013,4665,84708,1
1014,373,9119,1
1015,92595,375791,1
1016,81850,386678,1
1017,3881,84309,1
1018,5031,386681,1
1019,4223,7067,1
1020,51324,400673,1
1021,11030,285464,1
1022,53358,440295,1
1023,463,440295,1
1024,373,58500,1
1025,2950,388677,1
1026,79734,146664,1
1027,11077,399693,1
1028,5293,8503,1
1029,3886,286887,1
1030,9135,27430,1
1031,7431,64147,1
1032,6626,159163,1
1033,10617,51652,1
1034,10152,22954,1
1035,9531,114823,1
1036,4089,84807,1
1037,1781,54550,1
1038,51324,151636,1
1039,1741,79154,1
1040,54535,55763,1
1041,84668,145567,1
1042,90060,375791,1
1043,4665,9099,1
1044,7415,165324,1
1045,9463,153527,1
1046,29994,79618,1
1047,54550,80022,1
1048,1741,7448,1
1049,1146,4188,1
1050,7168,26258,1
1051,51100,56904,1
1052,7528,85294,1
1053,7525,56904,1
1054,9841,80321,1
1055,1741,23762,1
1056,63976,114823,1
1057,4292,4784,1
1058,815,90121,1
1059,23636,55017,1
1060,10174,84080,1
1061,5080,29119,1
1062,7360,10425,1
1063,92595,116412,1
1064,9146,205860,1
1065,4223,8666,1
1066,80195,84283,1
1067,7186,80317,1
1068,6605,51421,1
1069,116412,386682,1
1070,9119,55110,1
1071,5080,54955,1
1072,2275,27156,1
1073,7716,8175,1
1074,9119,132158,1
1075,4223,8030,1
1076,7913,253635,1
1077,166,3185,1
1078,54507,80830,1
1079,5784,7205,1
1080,11077,285093,1
1081,5027,30008,1
1082,7528,83901,1
1083,8940,80823,1
1084,3241,386681,1
1085,6938,29948,1
1086,7917,51608,1
1087,10318,29922,1
1088,11077,64221,1
1089,816,10934,1
1090,4223,6447,1
1091,2801,5459,1
1092,26003,126626,1
1093,5584,84612,1
1094,88,79696,1
1095,11340,54935,1
1096,3848,342574,1
1097,767,84823,1
1098,4103,26119,1
1099,83897,353144,1
1100,8848,26003,1
1101,126375,159163,1
1102,6821,125115,1
1103,6999,58157,1
1104,83878,127703,1
1105,4222,79839,1
1106,54535,200081,1
1107,9802,337974,1
1108,57048,79931,1
1109,4005,256646,1
1110,84823,154796,1
1111,81851,124935,1
1112,1015,29978,1
1113,11281,84823,1
1114,199720,386682,1
1115,4665,10933,1
1116,158297,375791,1
1117,4342,83878,1
1118,5630,64927,1
1119,116173,126119,1
1120,862,11178,1
1121,1616,10464,1
1122,7159,79005,1
1123,6925,27158,1
1124,9741,283578,1
1125,10087,92840,1
1126,51421,154796,1
1127,54507,440021,1
1128,3276,56341,1
1129,9025,51019,1
1130,23281,84914,1
1131,104,8575,1
1132,2010,6804,1
1133,2801,126353,1
1134,91445,220002,1
1135,3198,23005,1
1136,287015,353135,1
1137,79959,84708,1
1138,8697,9500,1
1139,11043,123722,1
1140,220082,220082,1
1141,9240,9459,1
1142,1406,10425,1
1143,7188,55145,1
1144,29978,83692,1
1145,130951,440295,1
1146,3886,23005,1
1147,816,23534,1
1148,29978,115572,1
1149,10152,23636,1
1150,3885,51157,1
1151,3299,6663,1
1152,8545,11140,1
1153,3198,6386,1
1154,1411,55697,1
1155,54971,170680,1
1156,240,8379,1
1157,9025,57658,1
1158,23149,56891,1
1159,8676,338599,1
1160,7159,57630,1
1161,7257,23177,1
1162,321,10868,1
1163,11043,64147,1
1164,353323,388677,1
1165,57159,284904,1
1166,23216,84140,1
1167,4188,22893,1
1168,4501,317761,1
1169,2686,149461,1
1170,51329,84530,1
1171,3881,91694,1
1172,8553,22836,1
1173,5152,386676,1
1174,6871,7681,1
1175,9570,89885,1
1176,54971,84612,1
1177,9189,84708,1
1178,60561,149371,1
1179,9463,65265,1
1180,91647,254958,1
1181,375791,448834,1
1182,3149,4222,1
1183,9146,81603,1
1184,196740,337968,1
1185,2997,11178,1
1186,51684,200186,1
1187,8317,26205,1
1188,1470,10513,1
1189,3046,3050,1
1190,24144,54535,1
1191,4089,7545,1
1192,6839,29911,1
1193,9500,27237,1
1194,2202,6449,1
1195,2969,57159,1
1196,10152,64946,1
1197,7186,388695,1
1198,79839,90060,1
1199,5507,56925,1
1200,79169,145282,1
1201,23633,284802,1
1202,2997,6925,1
1203,27316,27350,1
1204,84272,89885,1
1205,26031,94121,1
1206,7702,57473,1
1207,22954,55093,1
1208,4354,51421,1
1209,10847,80823,1
1210,2801,55758,1
1211,5626,50619,1
1212,5087,114327,1
1213,3198,80270,1
1214,80254,399693,1
1215,11077,51213,1
1216,55093,83892,1
1217,7411,22806,1
1218,3852,3886,1
1219,3976,27306,1
1220,5080,159013,1
1221,3868,338785,1
1222,200350,348093,1
1223,3215,57159,1
1224,10313,151393,1
1225,166,79571,1
1226,79839,254187,1
1227,3866,339005,1
1228,56157,80022,1
1229,2939,2941,1
1230,1159,1329,1
1231,9001,114822,1
1232,79717,79717,1
1233,331,5985,1
1234,6643,100288797,1
1235,152687,386674,1
1236,53340,54763,1
1237,166,7716,1
1238,56947,85013,1
1239,9587,54752,1
1240,29775,84527,1
1241,7004,55165,1
1242,9474,25851,1
1243,7634,30850,1
1244,51256,56904,1
1245,57559,440295,1
1246,6048,403313,1
1247,5626,9247,1
1248,8030,22809,1
1249,5626,245929,1
1250,3881,375307,1
1251,26003,253980,1
1252,8367,25842,1
1253,51267,133022,1
1254,2622,4005,1
1255,10152,122183,1
1256,2275,26505,1
1257,11332,57727,1
1258,79959,401431,1
1259,375791,387266,1
1260,5685,64170,1
1261,7597,283229,1
1262,4681,59349,1
1263,7205,26505,1
1264,54507,147687,1
1265,79797,79797,1
1266,9530,84878,1
1267,2937,2937,1
1268,23544,29979,1
1269,54502,201181,1
1270,57188,375791,1
1271,56243,60561,1
1272,4223,386681,1
1273,11140,51076,1
1274,3885,146705,1
1275,398,645455,1
1276,1981,9513,1
1277,3846,440021,1
1278,80258,114327,1
1279,23216,64395,1
1280,1725,4223,1
1281,7531,22841,1
1282,23204,283578,1
1283,1838,26088,1
1284,1962,90933,1
1285,23710,57147,1
1286,8676,84285,1
1287,10445,25959,1
1288,7323,55658,1
1289,26043,29979,1
1290,4188,255877,1
1291,23126,66037,1
1292,116840,128553,1
1293,9463,9759,1
1294,83901,84708,1
1295,2622,90933,1
1296,8887,79090,1
1297,3792,135293,1
1298,373,23506,1
1299,54971,55731,1
1300,1731,124404,1
1301,5987,29775,1
1302,4086,23592,1
1303,54544,386681,1
1304,9129,23414,1
1305,79005,390792,1
1306,24144,80714,1
1307,64098,83878,1
1308,166,386681,1
1309,54585,54585,1
1310,3586,388677,1
1311,6605,440295,1
1312,3386,23281,1
1313,90933,386682,1
1314,5515,9319,1
1315,79797,653121,1
1316,22806,51324,1
1317,6925,493753,1
1318,54776,164127,1
1319,85285,115817,1
1320,2874,337968,1
1321,4356,53339,1
1322,4943,56891,1
1323,7335,22954,1
1324,140606,386683,1
1325,5863,54507,1
1326,11077,54944,1
1327,23368,64147,1
1328,79169,84530,1
1329,3185,84970,1
1330,7186,80764,1
1331,1019,1030,1
1332,2801,4236,1
1333,29800,85294,1
1334,7289,129138,1
1335,1102,8398,1
1336,9883,10615,1
1337,8574,375791,1
1338,4601,386682,1
1339,9586,386683,1
1340,54544,353140,1
1341,136051,386682,1
1342,9500,84528,1
1343,10403,58513,1
1344,10302,56850,1
1345,337968,353142,1
1346,89,79933,1
1347,54507,84616,1
1348,6230,79618,1
1349,10179,283234,1
1350,9802,84528,1
1351,57567,386674,1
1352,5080,54971,1
1353,10919,84779,1
1354,3603,80125,1
1355,11077,83903,1
1356,84536,386681,1
1357,6919,11281,1
1358,22893,116412,1
1359,816,64118,1
1360,3886,112802,1
1361,9463,284252,1
1362,60468,84140,1
1363,7791,84837,1
1364,5563,123722,1
1365,2054,65003,1
