,Drug1_ID,Drug2_ID,label
745,DB00367,DB01418,1
746,DB01263,DB08918,1
747,DB00682,DB00908,1
748,DB00277,DB09042,1
749,DB00035,DB00285,1
750,DB00582,DB01054,1
751,DB00831,DB06201,1
752,DB00181,DB00747,1
753,DB00229,DB01418,1
754,DB00333,DB09117,1
755,DB00601,DB09289,1
756,DB00477,DB00503,1
757,DB00007,DB01233,1
758,DB01054,DB01201,1
759,DB00819,DB00869,1
760,DB01351,DB09288,1
761,DB00601,DB01171,1
762,DB00342,DB00503,1
763,DB00031,DB01166,1
764,DB00091,DB09026,1
765,DB01224,DB01409,1
766,DB00327,DB08883,1
767,DB00543,DB00850,1
768,DB00678,DB00834,1
769,DB00178,DB08907,1
770,DB00390,DB00436,1
771,DB00193,DB08815,1
772,DB00468,DB00590,1
773,DB00722,DB09292,1
774,DB01173,DB04841,1
775,DB00312,DB01162,1
776,DB01238,DB06201,1
777,DB00434,DB09042,1
778,DB00328,DB00465,1
779,DB00390,DB10675,1
780,DB00366,DB01174,1
781,DB01406,DB06335,1
782,DB00387,DB01591,1
783,DB01050,DB01356,1
784,DB00214,DB00237,1
785,DB00224,DB01182,1
786,DB00363,DB00888,1
787,DB00388,DB06711,1
788,DB01219,DB06290,1
789,DB01247,DB09209,1
790,DB00949,DB01320,1
791,DB00285,DB00433,1
792,DB00434,DB09117,1
793,DB09079,DB09280,1
794,DB00224,DB01624,1
795,DB00257,DB00613,1
796,DB00289,DB00867,1
797,DB00108,DB00694,1
798,DB06761,DB08895,1
799,DB00927,DB01026,1
800,DB00316,DB01320,1
801,DB00315,DB00780,1
802,DB00252,DB01041,1
803,DB00653,DB00747,1
804,DB00440,DB01229,1
805,DB00524,DB01119,1
806,DB01285,DB03793,1
807,DB00458,DB09034,1
808,DB00266,DB00446,1
809,DB00697,DB01200,1
810,DB00220,DB00683,1
811,DB08827,DB08865,1
812,DB00214,DB09242,1
813,DB00765,DB01221,1
814,DB08901,DB09054,1
815,DB00388,DB01223,1
816,DB00418,DB01340,1
817,DB06207,DB06717,1
818,DB00661,DB00752,1
819,DB00474,DB09034,1
820,DB01264,DB01307,1
821,DB00081,DB01097,1
822,DB00030,DB00601,1
823,DB00241,DB01288,1
824,DB00310,DB00806,1
825,DB00472,DB01320,1
826,DB01247,DB01409,1
827,DB00813,DB01224,1
828,DB05773,DB06717,1
829,DB00932,DB09068,1
830,DB00289,DB00865,1
831,DB00082,DB00813,1
832,DB01614,DB08918,1
833,DB00267,DB00682,1
834,DB00468,DB09073,1
835,DB01591,DB04924,1
836,DB00404,DB01319,1
837,DB00273,DB00986,1
838,DB00289,DB00830,1
839,DB00498,DB00784,1
840,DB00213,DB01576,1
841,DB00387,DB00405,1
842,DB00046,DB00974,1
843,DB00794,DB09071,1
844,DB00752,DB00831,1
845,DB00266,DB00312,1
846,DB06782,DB08917,1
847,DB01203,DB09080,1
848,DB01076,DB01211,1
849,DB00707,DB00712,1
850,DB00503,DB06603,1
851,DB00295,DB00737,1
852,DB00201,DB00465,1
853,DB01264,DB01609,1
854,DB01364,DB09042,1
855,DB01320,DB08816,1
856,DB00651,DB00983,1
857,DB00613,DB08911,1
858,DB00422,DB08822,1
859,DB00186,DB05271,1
860,DB00601,DB01463,1
861,DB00213,DB00758,1
862,DB00411,DB04861,1
863,DB00030,DB09063,1
864,DB00275,DB06210,1
865,DB04817,DB09052,1
866,DB00214,DB00758,1
867,DB00215,DB00656,1
868,DB01124,DB01277,1
869,DB00712,DB01032,1
870,DB00252,DB06287,1
871,DB01026,DB01058,1
872,DB00310,DB00707,1
873,DB00477,DB01576,1
874,DB00199,DB01427,1
875,DB00408,DB00956,1
876,DB00201,DB01193,1
877,DB00349,DB05271,1
878,DB00237,DB00682,1
879,DB00291,DB06643,1
880,DB00528,DB09063,1
881,DB01263,DB08867,1
882,DB00710,DB01172,1
883,DB00042,DB00734,1
884,DB01067,DB01309,1
885,DB00648,DB06772,1
886,DB01197,DB06723,1
887,DB01072,DB06207,1
888,DB00319,DB00688,1
889,DB00041,DB00401,1
890,DB00182,DB01620,1
891,DB00498,DB00814,1
892,DB00934,DB09271,1
893,DB00195,DB00248,1
894,DB00193,DB00214,1
895,DB00333,DB09065,1
896,DB00370,DB01171,1
897,DB00857,DB01100,1
898,DB01418,DB06730,1
899,DB00186,DB00450,1
900,DB00734,DB00924,1
901,DB01174,DB09112,1
902,DB00607,DB01172,1
903,DB01120,DB01406,1
904,DB00806,DB01009,1
905,DB00337,DB00398,1
906,DB00480,DB09033,1
907,DB00206,DB00335,1
908,DB01026,DB09039,1
909,DB01263,DB06209,1
910,DB01045,DB06708,1
911,DB00641,DB09054,1
912,DB00252,DB01215,1
913,DB01264,DB06209,1
914,DB04855,DB08916,1
915,DB00470,DB00582,1
916,DB00673,DB06616,1
917,DB08935,DB09075,1
918,DB00557,DB00748,1
919,DB01278,DB01309,1
920,DB00554,DB00700,1
921,DB00270,DB09036,1
922,DB00275,DB06212,1
923,DB00250,DB00358,1
924,DB00679,DB01247,1
925,DB01288,DB09042,1
926,DB00046,DB01277,1
927,DB01288,DB01365,1
928,DB00976,DB01254,1
929,DB00908,DB08916,1
930,DB00794,DB09401,1
931,DB00104,DB00989,1
932,DB00736,DB01167,1
933,DB00418,DB00582,1
934,DB00461,DB00945,1
935,DB00633,DB01355,1
936,DB00307,DB04868,1
937,DB00569,DB00717,1
938,DB00370,DB01168,1
939,DB01241,DB09055,1
940,DB00199,DB08916,1
941,DB00524,DB00794,1
942,DB01167,DB09075,1
943,DB00237,DB00343,1
944,DB00030,DB00621,1
945,DB00544,DB08439,1
946,DB00237,DB00268,1
947,DB00211,DB00346,1
948,DB01155,DB01377,1
949,DB01241,DB09272,1
950,DB00450,DB09300,1
951,DB08865,DB08870,1
952,DB00007,DB00420,1
953,DB00065,DB00966,1
954,DB01144,DB06824,1
955,DB00186,DB00273,1
956,DB00081,DB01166,1
957,DB00976,DB08933,1
958,DB00159,DB08794,1
959,DB00013,DB00476,1
960,DB00370,DB01176,1
961,DB06695,DB09291,1
962,DB00211,DB00706,1
963,DB00040,DB00245,1
964,DB00193,DB00216,1
965,DB00008,DB09208,1
966,DB00261,DB09083,1
967,DB00692,DB00806,1
968,DB00382,DB00424,1
969,DB00241,DB00418,1
970,DB00295,DB01100,1
971,DB00437,DB01197,1
972,DB00564,DB06697,1
973,DB00279,DB00682,1
974,DB00898,DB01175,1
975,DB00921,DB01174,1
976,DB00232,DB00237,1
977,DB01277,DB01309,1
978,DB01098,DB08873,1
979,DB00390,DB01177,1
980,DB00921,DB01021,1
981,DB00268,DB00557,1
982,DB00780,DB09477,1
983,DB00390,DB00571,1
984,DB01263,DB06603,1
985,DB00726,DB06288,1
986,DB01203,DB01306,1
987,DB00976,DB01167,1
988,DB00452,DB00657,1
989,DB01018,DB01045,1
990,DB01072,DB08439,1
991,DB00222,DB00263,1
992,DB00682,DB01097,1
993,DB00252,DB09101,1
994,DB00559,DB06207,1
995,DB01104,DB01403,1
996,DB00780,DB01038,1
